review_id,review_month,scope_level,entity,division,category,metric,comparison,unit,actual_value,benchmark_value,variance,materiality_pct,favorable,severity,action_required,source_dataset,source_key,headline,explanation
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-HARDWARE-VOLUME-EFFECT,2026-08,Division,All,Hardware,Commercial Drivers,Volume effect,Prior year,EUR,-327163.3275,0.0,-327163.3275,0.018699,False,Low,False,price_volume_mix.csv,2026-08|Hardware|volume_effect,Hardware volume reduced year-on-year revenue by €327.2k.,"The volume effect explains €327.2k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-FX-TRANSLATION-DIVISION-ALL-SOFTWARE-EBIT-FX-EFFECT,2026-08,Division,All,Software,FX Translation,EBIT FX effect,Prior-year FX,EUR,-28669.15,0.0,-28669.15,0.018228,False,Low,False,constant_currency_analysis.csv,2026-08|All|Software|ebit_fx_effect,FX translation reduced software ebit by €28.7k.,Reported performance differs from the close translated at prior-year FX by €28.7k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-DIVISION-ALL-SOFTWARE-REVENUE-FX-EFFECT,2026-08,Division,All,Software,FX Translation,Revenue FX effect,Prior-year FX,EUR,-51636.91,0.0,-51636.91,0.017616,False,Low,False,constant_currency_analysis.csv,2026-08|All|Software|revenue_fx_effect,FX translation reduced software revenue by €51.6k.,Reported performance differs from the close translated at prior-year FX by €51.6k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-DIVISION-ALL-HARDWARE-REVENUE-FX-EFFECT,2026-08,Division,All,Hardware,FX Translation,Revenue FX effect,Prior-year FX,EUR,-188823.56,0.0,-188823.56,0.010677,False,Low,False,constant_currency_analysis.csv,2026-08|All|Hardware|revenue_fx_effect,FX translation reduced hardware revenue by €188.8k.,Reported performance differs from the close translated at prior-year FX by €188.8k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SPARE-PARTS-MIX-EFFECT,2026-08,Division,All,Spare Parts,Commercial Drivers,Mix effect,Prior year,EUR,-47901.2296,0.0,-47901.2296,0.010669,False,Low,False,price_volume_mix.csv,2026-08|Spare Parts|mix_effect,Spare Parts mix reduced year-on-year revenue by €47.9k.,"The mix effect explains €47.9k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-SPARE-PARTS-EBIT,2026-08,Division,All,Spare Parts,Monthly P&L vs Budget,EBIT,Budget,EUR,1394147.6236,1402551.61,-8403.9864,0.005992,False,Low,False,budget_performance.csv,2026-08|All|Spare Parts|ebit,Spare Parts ebit missed budget by €8.4k.,Actual ebit was €1.4m versus €1.4m budget. The variance represents 0.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-EVENTS-EBIT,2026-08,Division,All,Events,Monthly P&L vs Budget,EBIT,Budget,EUR,1568406.1331,1020444.39,547961.7431,0.536983,True,Critical,False,budget_performance.csv,2026-08|All|Events|ebit,Events ebit exceeded budget by €548.0k.,Actual ebit was €1.6m versus €1.0m budget. The variance represents 53.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-EVENTS-REVENUE,2026-08,Division,All,Events,Monthly P&L vs Budget,Revenue,Budget,EUR,6781017.98,4482957.07,2298060.91,0.512622,True,Critical,False,budget_performance.csv,2026-08|All|Events|revenue,Events revenue exceeded budget by €2.3m.,Actual revenue was €6.8m versus €4.5m budget. The variance represents 51.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-EVENTS-GROSS-PROFIT,2026-08,Division,All,Events,Monthly P&L vs Budget,Gross profit,Budget,EUR,2662588.88,1841246.27,821342.61,0.44608,True,Critical,False,budget_performance.csv,2026-08|All|Events|gross_profit,Events gross profit exceeded budget by €821.3k.,Actual gross profit was €2.7m versus €1.8m budget. The variance represents 44.6% of the benchmark.
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-EVENTS-PRICE-EFFECT,2026-08,Division,All,Events,Commercial Drivers,Price effect,Prior year,EUR,2988345.9417,0.0,2988345.9417,0.440693,True,Critical,False,price_volume_mix.csv,2026-08|Events|price_effect,Events price added year-on-year revenue by €3.0m.,"The price effect explains €3.0m of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-SOFTWARE-REVENUE,2026-08,Division,All,Software,Monthly P&L vs Budget,Revenue,Budget,EUR,2879672.72,2198635.21,681037.51,0.309755,True,Critical,False,budget_performance.csv,2026-08|All|Software|revenue,Software revenue exceeded budget by €681.0k.,Actual revenue was €2.9m versus €2.2m budget. The variance represents 31.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-SOFTWARE-GROSS-PROFIT,2026-08,Division,All,Software,Monthly P&L vs Budget,Gross profit,Budget,EUR,2115401.08,1667018.88,448382.2,0.268972,True,Critical,False,budget_performance.csv,2026-08|All|Software|gross_profit,Software gross profit exceeded budget by €448.4k.,Actual gross profit was €2.1m versus €1.7m budget. The variance represents 26.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-SOFTWARE-EBIT,2026-08,Division,All,Software,Monthly P&L vs Budget,EBIT,Budget,EUR,1544140.5683,1244983.8,299156.7683,0.24029,True,Critical,False,budget_performance.csv,2026-08|All|Software|ebit,Software ebit exceeded budget by €299.2k.,Actual ebit was €1.5m versus €1.2m budget. The variance represents 24.0% of the benchmark.
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-EVENTS-VOLUME-EFFECT,2026-08,Division,All,Events,Commercial Drivers,Volume effect,Prior year,EUR,926487.4532,0.0,926487.4532,0.13663,True,High,False,price_volume_mix.csv,2026-08|Events|volume_effect,Events volume added year-on-year revenue by €926.5k.,"The volume effect explains €926.5k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SOFTWARE-VOLUME-EFFECT,2026-08,Division,All,Software,Commercial Drivers,Volume effect,Prior year,EUR,274352.0715,0.0,274352.0715,0.095272,True,High,False,price_volume_mix.csv,2026-08|Software|volume_effect,Software volume added year-on-year revenue by €274.4k.,"The volume effect explains €274.4k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SOFTWARE-PRICE-EFFECT,2026-08,Division,All,Software,Commercial Drivers,Price effect,Prior year,EUR,181812.8167,0.0,181812.8167,0.063137,True,High,False,price_volume_mix.csv,2026-08|Software|price_effect,Software price added year-on-year revenue by €181.8k.,"The price effect explains €181.8k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-HARDWARE-PRICE-EFFECT,2026-08,Division,All,Hardware,Commercial Drivers,Price effect,Prior year,EUR,1012037.6521,0.0,1012037.6521,0.057843,True,High,False,price_volume_mix.csv,2026-08|Hardware|price_effect,Hardware price added year-on-year revenue by €1.0m.,"The price effect explains €1.0m of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SPARE-PARTS-PRICE-EFFECT,2026-08,Division,All,Spare Parts,Commercial Drivers,Price effect,Prior year,EUR,259700.4581,0.0,259700.4581,0.057843,True,High,False,price_volume_mix.csv,2026-08|Spare Parts|price_effect,Spare Parts price added year-on-year revenue by €259.7k.,"The price effect explains €259.7k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-SPARE-PARTS-GROSS-PROFIT,2026-08,Division,All,Spare Parts,Monthly P&L vs Budget,Gross profit,Budget,EUR,1985585.34,1890108.99,95476.35,0.050514,True,High,False,budget_performance.csv,2026-08|All|Spare Parts|gross_profit,Spare Parts gross profit exceeded budget by €95.5k.,Actual gross profit was €2.0m versus €1.9m budget. The variance represents 5.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-SPARE-PARTS-REVENUE,2026-08,Division,All,Spare Parts,Monthly P&L vs Budget,Revenue,Budget,EUR,4489782.18,4298073.71,191708.47,0.044603,True,Medium,False,budget_performance.csv,2026-08|All|Spare Parts|revenue,Spare Parts revenue exceeded budget by €191.7k.,Actual revenue was €4.5m versus €4.3m budget. The variance represents 4.5% of the benchmark.
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SPARE-PARTS-VOLUME-EFFECT,2026-08,Division,All,Spare Parts,Commercial Drivers,Volume effect,Prior year,EUR,122778.3514,0.0,122778.3514,0.027346,True,Low,False,price_volume_mix.csv,2026-08|Spare Parts|volume_effect,Spare Parts volume added year-on-year revenue by €122.8k.,"The volume effect explains €122.8k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-HARDWARE-REVENUE,2026-08,Division,All,Hardware,Monthly P&L vs Budget,Revenue,Budget,EUR,17496430.23,17218129.1,278301.13,0.016163,True,Low,False,budget_performance.csv,2026-08|All|Hardware|revenue,Hardware revenue exceeded budget by €278.3k.,Actual revenue was €17.5m versus €17.2m budget. The variance represents 1.6% of the benchmark.
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-HARDWARE-MIX-EFFECT,2026-08,Division,All,Hardware,Commercial Drivers,Mix effect,Prior year,EUR,32750.9654,0.0,32750.9654,0.001872,True,Low,False,price_volume_mix.csv,2026-08|Hardware|mix_effect,Hardware mix added year-on-year revenue by €32.8k.,"The mix effect explains €32.8k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-FX-TRANSLATION-DIVISION-ALL-EVENTS-REVENUE-FX-EFFECT,2026-08,Division,All,Events,FX Translation,Revenue FX effect,Prior-year FX,EUR,8467.52,0.0,8467.52,0.00125,True,Low,False,constant_currency_analysis.csv,2026-08|All|Events|revenue_fx_effect,FX translation increased events revenue by €8.5k.,Reported performance differs from the close translated at prior-year FX by €8.5k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-DIVISION-ALL-EVENTS-EBIT-FX-EFFECT,2026-08,Division,All,Events,FX Translation,EBIT FX effect,Prior-year FX,EUR,1517.56,0.0,1517.56,0.000969,True,Low,False,constant_currency_analysis.csv,2026-08|All|Events|ebit_fx_effect,FX translation increased events ebit by €1.5k.,Reported performance differs from the close translated at prior-year FX by €1.5k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SOFTWARE-MIX-EFFECT,2026-08,Division,All,Software,Commercial Drivers,Mix effect,Prior year,EUR,348.5418,0.0,348.5418,0.000121,True,Low,False,price_volume_mix.csv,2026-08|Software|mix_effect,Software mix added year-on-year revenue by €349.,"The mix effect explains €349 of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CZ01-ALL-GROSS-PROFIT,2026-08,Entity,CZ01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,-248964.6,52150.43,-301115.03,5.77397,False,Critical,False,budget_performance.csv,2026-08|CZ01|All|gross_profit,CZ01 gross profit missed budget by €301.1k.,Actual gross profit was €249.0k versus €52.2k budget. The variance represents 577.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CZ01-ALL-EBIT,2026-08,Entity,CZ01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,-549659.04,-183960.68,-365698.36,1.987916,False,Critical,True,budget_performance.csv,2026-08|CZ01|All|ebit,CZ01 ebit missed budget by €365.7k.,Actual ebit was €549.7k versus €184.0k budget. The variance represents 198.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CN01-ALL-GROSS-PROFIT,2026-08,Entity,CN01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,-421538.93,-149030.58,-272508.35,1.82854,False,Critical,False,budget_performance.csv,2026-08|CN01|All|gross_profit,CN01 gross profit missed budget by €272.5k.,Actual gross profit was €421.5k versus €149.0k budget. The variance represents 182.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CN01-ALL-EBIT,2026-08,Entity,CN01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,-657650.04,-385141.69,-272508.35,0.707553,False,Critical,False,budget_performance.csv,2026-08|CN01|All|ebit,CN01 ebit missed budget by €272.5k.,Actual ebit was €657.7k versus €385.1k budget. The variance represents 70.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-ES01-ALL-OPEX,2026-08,Entity,ES01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,1145511.5,870565.35,274946.15,0.315825,False,Critical,False,budget_performance.csv,2026-08|ES01|All|opex,ES01 OPEX was €274.9k above budget.,Actual opex was €1.1m versus €870.6k budget. The variance represents 31.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DE01-ALL-OPEX,2026-08,Entity,DE01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,814994.64,643665.82,171328.82,0.266177,False,Critical,False,budget_performance.csv,2026-08|DE01|All|opex,DE01 OPEX was €171.3k above budget.,Actual opex was €815.0k versus €643.7k budget. The variance represents 26.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-US01-ALL-OPEX,2026-08,Entity,US01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,1659745.85,1334316.46,325429.39,0.243892,False,Critical,True,budget_performance.csv,2026-08|US01|All|opex,US01 OPEX was €325.4k above budget.,Actual opex was €1.7m versus €1.3m budget. The variance represents 24.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-JP01-ALL-OPEX,2026-08,Entity,JP01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,879403.17,710709.93,168693.24,0.237359,False,Critical,False,budget_performance.csv,2026-08|JP01|All|opex,JP01 OPEX was €168.7k above budget.,Actual opex was €879.4k versus €710.7k budget. The variance represents 23.7% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-CN01-ALL-EBIT-FX-EFFECT,2026-08,Entity,CN01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,-42167.07,0.0,-42167.07,0.068511,False,High,False,constant_currency_analysis.csv,2026-08|CN01|All|ebit_fx_effect,FX translation reduced cn01 ebit by €42.2k.,Reported performance differs from the close translated at prior-year FX by €42.2k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-JP01-ALL-EBIT-FX-EFFECT,2026-08,Entity,JP01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,-126072.41,0.0,-126072.41,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|All|ebit_fx_effect,FX translation reduced jp01 ebit by €126.1k.,Reported performance differs from the close translated at prior-year FX by €126.1k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-JP01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,JP01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,-448146.37,0.0,-448146.37,0.066878,False,High,True,constant_currency_analysis.csv,2026-08|JP01|All|revenue_fx_effect,FX translation reduced jp01 revenue by €448.1k.,Reported performance differs from the close translated at prior-year FX by €448.1k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-JP01-ALL-EBIT,2026-08,Entity,JP01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,1759035.95,1826827.88,-67791.93,0.037109,False,Medium,False,budget_performance.csv,2026-08|JP01|All|ebit,JP01 ebit missed budget by €67.8k.,Actual ebit was €1.8m versus €1.8m budget. The variance represents 3.7% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-CZ01-ALL-EBIT-FX-EFFECT,2026-08,Entity,CZ01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,-7573.64,0.0,-7573.64,0.013971,False,Low,False,constant_currency_analysis.csv,2026-08|CZ01|All|ebit_fx_effect,FX translation reduced cz01 ebit by €7.6k.,Reported performance differs from the close translated at prior-year FX by €7.6k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-ES01-ALL-REVENUE,2026-08,Entity,ES01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,10454432.85,8573363.27,1881069.58,0.219409,True,Critical,False,budget_performance.csv,2026-08|ES01|All|revenue,ES01 revenue exceeded budget by €1.9m.,Actual revenue was €10.5m versus €8.6m budget. The variance represents 21.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-ES01-ALL-GROSS-PROFIT,2026-08,Entity,ES01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,3794539.0,3142454.69,652084.31,0.207508,True,Critical,False,budget_performance.csv,2026-08|ES01|All|gross_profit,ES01 gross profit exceeded budget by €652.1k.,Actual gross profit was €3.8m versus €3.1m budget. The variance represents 20.8% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-ES01-ALL-EBIT,2026-08,Entity,ES01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,2586527.5,2217499.49,369028.01,0.166416,True,Critical,False,budget_performance.csv,2026-08|ES01|All|ebit,ES01 ebit exceeded budget by €369.0k.,Actual ebit was €2.6m versus €2.2m budget. The variance represents 16.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-US01-ALL-GROSS-PROFIT,2026-08,Entity,US01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,3507276.48,3127771.81,379504.67,0.121334,True,High,False,budget_performance.csv,2026-08|US01|All|gross_profit,US01 gross profit exceeded budget by €379.5k.,Actual gross profit was €3.5m versus €3.1m budget. The variance represents 12.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-US01-ALL-REVENUE,2026-08,Entity,US01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,9064061.65,8099951.7,964109.95,0.119027,True,High,False,budget_performance.csv,2026-08|US01|All|revenue,US01 revenue exceeded budget by €964.1k.,Actual revenue was €9.1m versus €8.1m budget. The variance represents 11.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DE01-ALL-REVENUE,2026-08,Entity,DE01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,5875609.02,5375907.31,499701.71,0.092952,True,High,False,budget_performance.csv,2026-08|DE01|All|revenue,DE01 revenue exceeded budget by €499.7k.,Actual revenue was €5.9m versus €5.4m budget. The variance represents 9.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DE01-ALL-GROSS-PROFIT,2026-08,Entity,DE01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,2198981.75,2016837.97,182143.78,0.090312,True,High,False,budget_performance.csv,2026-08|DE01|All|gross_profit,DE01 gross profit exceeded budget by €182.1k.,Actual gross profit was €2.2m versus €2.0m budget. The variance represents 9.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-JP01-ALL-GROSS-PROFIT,2026-08,Entity,JP01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,2700939.12,2592666.76,108272.36,0.041761,True,Medium,False,budget_performance.csv,2026-08|JP01|All|gross_profit,JP01 gross profit exceeded budget by €108.3k.,Actual gross profit was €2.7m versus €2.6m budget. The variance represents 4.2% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-US01-ALL-EBIT,2026-08,Entity,US01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,1785030.63,1738791.72,46238.91,0.026593,True,Low,False,budget_performance.csv,2026-08|US01|All|ebit,US01 ebit exceeded budget by €46.2k.,Actual ebit was €1.8m versus €1.7m budget. The variance represents 2.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-JP01-ALL-REVENUE,2026-08,Entity,JP01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,6252799.59,6148572.81,104226.78,0.016951,True,Low,False,budget_performance.csv,2026-08|JP01|All|revenue,JP01 revenue exceeded budget by €104.2k.,Actual revenue was €6.3m versus €6.1m budget. The variance represents 1.7% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-US01-ALL-EBIT-FX-EFFECT,2026-08,Entity,US01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,5882.87,0.0,5882.87,0.003307,True,Low,False,constant_currency_analysis.csv,2026-08|US01|All|ebit_fx_effect,FX translation increased us01 ebit by €5.9k.,Reported performance differs from the close translated at prior-year FX by €5.9k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-US01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,US01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,29872.14,0.0,29872.14,0.003307,True,Low,False,constant_currency_analysis.csv,2026-08|US01|All|revenue_fx_effect,FX translation increased us01 revenue by €29.9k.,Reported performance differs from the close translated at prior-year FX by €29.9k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DE01-ALL-EBIT,2026-08,Entity,DE01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,1321487.11,1318223.97,3263.14,0.002475,True,Low,False,budget_performance.csv,2026-08|DE01|All|ebit,DE01 ebit exceeded budget by €3.3k.,Actual ebit was €1.3m versus €1.3m budget. The variance represents 0.2% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-DE01-ALL-EBIT-FX-EFFECT,2026-08,Entity,DE01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|DE01|All|ebit_fx_effect,FX translation increased de01 ebit by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-ES01-ALL-EBIT-FX-EFFECT,2026-08,Entity,ES01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|ES01|All|ebit_fx_effect,FX translation increased es01 ebit by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-CN01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,CN01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|CN01|All|revenue_fx_effect,FX translation increased cn01 revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
