month,service_month,entity,division,customer,product,customer_segment,product_family,quality_tier,advance_amount,source_revenue,advance_share
2023-09,2023-10,DE01,Software,C002,SW-PLT-API-E,Core,Platform,Essential,1319.03,4096.38,0.322
2023-09,2023-10,DE01,Software,C002,SW-PLT-API-P,Core,Platform,Professional,1771.6,3501.18,0.5060000000000001
2023-09,2023-10,DE01,Software,C002,SW-PLT-CORE-X,Core,Platform,Premium,2821.55,4259.58,0.6624
2023-09,2023-10,DE01,Software,C002,SW-PLT-WF-E,Core,Platform,Essential,1550.06,4813.85,0.322
2023-09,2023-10,DE01,Software,C002,SW-PLT-WF-P,Core,Platform,Professional,2342.11,4628.68,0.5060000000000001
2023-09,2023-10,DE01,Software,C002,SW-PLT-WF-X,Core,Platform,Premium,3025.16,4566.97,0.6624
2023-09,2023-10,DE01,Software,C002,SW-SEC-CMP-X,Core,Security,Premium,1981.09,3057.23,0.648
2023-09,2023-10,DE01,Software,C002,SW-SEC-KMS-E,Core,Security,Essential,954.87,3031.32,0.315
2023-09,2023-10,DE01,Software,C002,SW-SEC-KMS-X,Core,Security,Premium,1863.57,2875.88,0.648
2023-09,2023-10,DE01,Software,C002,SW-SEC-PAM-E,Core,Security,Essential,1341.98,4260.24,0.315
2023-09,2023-10,DE01,Software,C002,SW-SEC-PAM-P,Core,Security,Professional,1802.41,3641.24,0.49500000000000005
2023-09,2023-10,DE01,Software,C003,SW-ANL-OPS-P,Growth,Analytics,Professional,775.69,1838.12,0.42200000000000004
2023-09,2023-10,DE01,Software,C003,SW-ANL-OPS-X,Growth,Analytics,Premium,1536.49,2720.42,0.5648
2023-09,2023-10,DE01,Software,C003,SW-AUT-INT-E,Growth,Automation,Essential,697.98,2825.81,0.24699999999999997
2023-09,2023-10,DE01,Software,C003,SW-AUT-MON-E,Growth,Automation,Essential,741.99,3004.01,0.24699999999999997
2023-09,2023-10,DE01,Software,C003,SW-AUT-MON-P,Growth,Automation,Professional,791.44,1925.65,0.41100000000000003
2023-09,2023-10,DE01,Software,C003,SW-AUT-ORC-P,Growth,Automation,Professional,650.59,1582.95,0.41100000000000003
2023-09,2023-10,DE01,Software,C003,SW-AUT-RPA-E,Growth,Automation,Essential,653.96,2647.6,0.24699999999999997
2023-09,2023-10,DE01,Software,C003,SW-PLT-API-E,Growth,Platform,Essential,770.12,2730.92,0.28200000000000003
2023-09,2023-10,DE01,Software,C003,SW-PLT-CORE-E,Growth,Platform,Essential,949.6,3367.37,0.28200000000000003
2023-09,2023-10,DE01,Software,C003,SW-PLT-CORE-P,Growth,Platform,Professional,1341.19,2878.09,0.46600000000000014
2023-09,2023-10,DE01,Software,C003,SW-PLT-CORE-X,Growth,Platform,Premium,1325.58,2129.79,0.6224
2023-09,2023-10,DE01,Software,C003,SW-PLT-EDGE-E,Growth,Platform,Essential,724.43,2568.91,0.28200000000000003
2023-09,2023-10,DE01,Software,C003,SW-PLT-WF-E,Growth,Platform,Essential,678.75,2406.92,0.28200000000000003
2023-09,2023-10,DE01,Software,C003,SW-PLT-WF-P,Growth,Platform,Professional,1437.98,3085.79,0.46600000000000014
2023-09,2023-10,DE01,Software,C003,SW-SEC-CMP-X,Growth,Security,Premium,1858.8,3057.23,0.608
2023-09,2023-10,DE01,Software,C003,SW-SEC-PAM-P,Growth,Security,Professional,828.38,1820.62,0.45500000000000007
2023-09,2023-10,DE01,Software,C004,SW-ANL-BI-P,Strategic,Analytics,Professional,4094.8,7554.99,0.542
2023-09,2023-10,DE01,Software,C004,SW-ANL-BI-X,Strategic,Analytics,Premium,4594.2,6708.82,0.6848
2023-09,2023-10,DE01,Software,C004,SW-ANL-FIN-E,Strategic,Analytics,Essential,3308.17,8845.38,0.374
2023-09,2023-10,DE01,Software,C004,SW-ANL-FIN-P,Strategic,Analytics,Professional,4390.3,8100.19,0.542
2023-09,2023-10,DE01,Software,C004,SW-ANL-OPS-E,Strategic,Analytics,Essential,2681.08,7168.66,0.374
2023-09,2023-10,DE01,Software,C004,SW-ANL-PRD-E,Strategic,Analytics,Essential,3026.43,8092.07,0.374
2023-09,2023-10,DE01,Software,C004,SW-ANL-PRD-X,Strategic,Analytics,Premium,5257.28,7677.11,0.6848
2023-09,2023-10,DE01,Software,C004,SW-AUT-INT-E,Strategic,Automation,Essential,2592.68,7064.51,0.367
2023-09,2023-10,DE01,Software,C004,SW-AUT-INT-P,Strategic,Automation,Professional,3847.45,7245.67,0.531
2023-09,2023-10,DE01,Software,C004,SW-AUT-INT-X,Strategic,Automation,Premium,3594.55,5361.8,0.6703999999999999
2023-09,2023-10,DE01,Software,C004,SW-AUT-MON-P,Strategic,Automation,Professional,4090.08,7702.6,0.531
2023-09,2023-10,DE01,Software,C004,SW-AUT-MON-X,Strategic,Automation,Premium,3821.23,5699.93,0.6703999999999999
2023-09,2023-10,DE01,Software,C004,SW-AUT-ORC-X,Strategic,Automation,Premium,4711.78,7028.31,0.6703999999999999
2023-09,2023-10,DE01,Software,C004,SW-AUT-RPA-P,Strategic,Automation,Professional,4506.02,8485.92,0.531
2023-09,2023-10,DE01,Software,C004,SW-AUT-RPA-X,Strategic,Automation,Premium,5051.8,7535.5,0.6703999999999999
2023-09,2023-10,DE01,Software,C004,SW-PLT-API-E,Strategic,Platform,Essential,3293.49,8192.76,0.402
2023-09,2023-10,DE01,Software,C004,SW-PLT-API-P,Strategic,Platform,Professional,5129.23,8752.96,0.5860000000000001
2023-09,2023-10,DE01,Software,C004,SW-PLT-CORE-E,Strategic,Platform,Essential,3609.82,8979.66,0.402
2023-09,2023-10,DE01,Software,C004,SW-PLT-CORE-P,Strategic,Platform,Professional,5059.68,8634.27,0.5860000000000001
2023-09,2023-10,DE01,Software,C004,SW-PLT-CORE-X,Strategic,Platform,Premium,4743.47,6389.37,0.7424
2023-09,2023-10,DE01,Software,C004,SW-PLT-EDGE-E,Strategic,Platform,Essential,3614.46,8991.19,0.402
2023-09,2023-10,DE01,Software,C004,SW-PLT-WF-E,Strategic,Platform,Essential,3386.54,8424.23,0.402
2023-09,2023-10,DE01,Software,C004,SW-PLT-WF-P,Strategic,Platform,Professional,4520.68,7714.47,0.5860000000000001
2023-09,2023-10,DE01,Software,C004,SW-PLT-WF-X,Strategic,Platform,Premium,5085.78,6850.46,0.7424
2023-09,2023-10,DE01,Software,C004,SW-SEC-CMP-E,Strategic,Security,Essential,2545.77,6444.99,0.395
2023-09,2023-10,DE01,Software,C004,SW-SEC-CMP-P,Strategic,Security,Professional,4751.1,8262.78,0.5750000000000001
2023-09,2023-10,DE01,Software,C004,SW-SEC-IAM-E,Strategic,Security,Essential,3139.07,7947.01,0.395
2023-09,2023-10,DE01,Software,C004,SW-SEC-KMS-P,Strategic,Security,Professional,4469.25,7772.61,0.5750000000000001
2023-09,2023-10,DE01,Software,C004,SW-SEC-KMS-X,Strategic,Security,Premium,4187.27,5751.75,0.728
2023-09,2023-10,DE01,Software,C004,SW-SEC-PAM-P,Strategic,Security,Professional,4187.43,7282.48,0.5750000000000001
2023-09,2023-10,DE01,Software,C005,SW-ANL-BI-E,Core,Analytics,Essential,1039.51,3535.75,0.294
2023-09,2023-10,DE01,Software,C005,SW-ANL-FIN-E,Core,Analytics,Essential,1114.52,3790.88,0.294
2023-09,2023-10,DE01,Software,C005,SW-ANL-FIN-X,Core,Analytics,Premium,1450.1,2397.66,0.6048
2023-09,2023-10,DE01,Software,C005,SW-ANL-OPS-P,Core,Analytics,Professional,1698.42,3676.24,0.462
2023-09,2023-10,DE01,Software,C005,SW-ANL-PRD-E,Core,Analytics,Essential,1189.54,4046.04,0.294
2023-09,2023-10,DE01,Software,C005,SW-ANL-PRD-P,Core,Analytics,Professional,1597.67,3458.16,0.462
2023-09,2023-10,DE01,Software,C005,SW-AUT-INT-X,Core,Automation,Premium,1582.8,2680.9,0.5903999999999999
2023-09,2023-10,DE01,Software,C005,SW-AUT-MON-E,Core,Automation,Essential,862.15,3004.01,0.287
2023-09,2023-10,DE01,Software,C005,SW-AUT-ORC-E,Core,Automation,Essential,1063.07,3704.09,0.287
2023-09,2023-10,DE01,Software,C005,SW-AUT-ORC-X,Core,Automation,Premium,1383.17,2342.77,0.5903999999999999
2023-09,2023-10,DE01,Software,C005,SW-AUT-RPA-P,Core,Automation,Professional,1530.86,3394.37,0.451
2023-09,2023-10,DE01,Software,C005,SW-AUT-RPA-X,Core,Automation,Premium,1482.98,2511.83,0.5903999999999999
2023-09,2023-10,DE01,Software,C005,SW-PLT-API-E,Core,Platform,Essential,1319.03,4096.38,0.322
2023-09,2023-10,DE01,Software,C005,SW-PLT-EDGE-P,Core,Platform,Professional,2499.76,4940.23,0.5060000000000001
2023-09,2023-10,DE01,Software,C005,SW-PLT-WF-E,Core,Platform,Essential,1162.54,3610.38,0.322
2023-09,2023-10,DE01,Software,C005,SW-PLT-WF-P,Core,Platform,Professional,2342.11,4628.68,0.5060000000000001
2023-09,2023-10,DE01,Software,C005,SW-SEC-CMP-E,Core,Security,Essential,1015.09,3222.5,0.315
2023-09,2023-10,DE01,Software,C005,SW-SEC-CMP-P,Core,Security,Professional,2045.04,4131.39,0.49500000000000005
2023-09,2023-10,DE01,Software,C005,SW-SEC-IAM-P,Core,Security,Professional,2521.64,5094.23,0.49500000000000005
2023-09,2023-10,DE01,Software,C005,SW-SEC-KMS-E,Core,Security,Essential,1432.3,4546.98,0.315
2023-09,2023-10,DE01,Software,C005,SW-SEC-KMS-X,Core,Security,Premium,1863.57,2875.88,0.648
2023-09,2023-10,DE01,Software,C005,SW-SEC-PAM-E,Core,Security,Essential,1341.98,4260.24,0.315
2023-09,2023-10,DE01,Software,C006,SW-ANL-BI-E,Core,Analytics,Essential,1039.51,3535.75,0.294
2023-09,2023-10,DE01,Software,C006,SW-ANL-BI-P,Core,Analytics,Professional,2094.24,4532.99,0.462
2023-09,2023-10,DE01,Software,C006,SW-ANL-FIN-P,Core,Analytics,Professional,1496.92,3240.08,0.462
2023-09,2023-10,DE01,Software,C006,SW-ANL-OPS-P,Core,Analytics,Professional,1698.42,3676.24,0.462
2023-09,2023-10,DE01,Software,C006,SW-AUT-INT-E,Core,Automation,Essential,1216.51,4238.71,0.287
2023-09,2023-10,DE01,Software,C006,SW-AUT-MON-P,Core,Automation,Professional,1736.94,3851.3,0.451
2023-09,2023-10,DE01,Software,C006,SW-AUT-MON-X,Core,Automation,Premium,1682.62,2849.96,0.5903999999999999
2023-09,2023-10,DE01,Software,C006,SW-AUT-ORC-E,Core,Automation,Essential,1417.43,4938.78,0.287
2023-09,2023-10,DE01,Software,C006,SW-AUT-ORC-P,Core,Automation,Professional,1427.82,3165.9,0.451
2023-09,2023-10,DE01,Software,C006,SW-AUT-RPA-P,Core,Automation,Professional,1530.86,3394.37,0.451
2023-09,2023-10,DE01,Software,C006,SW-PLT-API-E,Core,Platform,Essential,1319.03,4096.38,0.322
2023-09,2023-10,DE01,Software,C006,SW-PLT-API-P,Core,Platform,Professional,1771.6,3501.18,0.5060000000000001
2023-09,2023-10,DE01,Software,C006,SW-PLT-CORE-E,Core,Platform,Essential,1807.16,5612.29,0.322
2023-09,2023-10,DE01,Software,C006,SW-PLT-CORE-P,Core,Platform,Professional,2184.47,4317.14,0.5060000000000001
2023-09,2023-10,DE01,Software,C006,SW-PLT-EDGE-E,Core,Platform,Essential,1654.38,5137.82,0.322
2023-09,2023-10,DE01,Software,C006,SW-PLT-EDGE-P,Core,Platform,Professional,2499.76,4940.23,0.5060000000000001
2023-09,2023-10,DE01,Software,C006,SW-PLT-WF-X,Core,Platform,Premium,1512.58,2283.49,0.6624
2023-09,2023-10,DE01,Software,C006,SW-SEC-IAM-E,Core,Security,Essential,1251.65,3973.5,0.315
2023-09,2023-10,DE01,Software,C006,SW-SEC-IAM-P,Core,Security,Professional,1681.09,3396.15,0.49500000000000005
2023-09,2023-10,DE01,Software,C006,SW-SEC-KMS-E,Core,Security,Essential,1432.3,4546.98,0.315
2023-09,2023-10,DE01,Software,C006,SW-SEC-KMS-P,Core,Security,Professional,1923.72,3886.3,0.49500000000000005
2023-09,2023-10,DE01,Software,C006,SW-SEC-PAM-P,Core,Security,Professional,1802.41,3641.24,0.49500000000000005
2023-09,2023-10,DE01,Software,C007,SW-ANL-OPS-E,Core,Analytics,Essential,843.04,2867.47,0.294
2023-09,2023-10,DE01,Software,C007,SW-ANL-OPS-P,Core,Analytics,Professional,849.21,1838.12,0.462
2023-09,2023-10,DE01,Software,C007,SW-ANL-OPS-X,Core,Analytics,Premium,1645.31,2720.42,0.6048
2023-09,2023-10,DE01,Software,C007,SW-AUT-INT-E,Core,Automation,Essential,811.01,2825.81,0.287
2023-09,2023-10,DE01,Software,C007,SW-AUT-MON-E,Core,Automation,Essential,862.15,3004.01,0.287
2023-09,2023-10,DE01,Software,C007,SW-AUT-ORC-E,Core,Automation,Essential,1063.07,3704.09,0.287
2023-09,2023-10,DE01,Software,C007,SW-AUT-RPA-P,Core,Automation,Professional,1530.86,3394.37,0.451
2023-09,2023-10,DE01,Software,C007,SW-PLT-API-E,Core,Platform,Essential,1319.03,4096.38,0.322
2023-09,2023-10,DE01,Software,C007,SW-PLT-CORE-E,Core,Platform,Essential,1084.29,3367.37,0.322
2023-09,2023-10,DE01,Software,C007,SW-PLT-CORE-P,Core,Platform,Professional,1456.31,2878.09,0.5060000000000001
2023-09,2023-10,DE01,Software,C007,SW-PLT-EDGE-E,Core,Platform,Essential,1240.79,3853.37,0.322
2023-09,2023-10,DE01,Software,C007,SW-PLT-EDGE-P,Core,Platform,Professional,1666.51,3293.49,0.5060000000000001
2023-09,2023-10,DE01,Software,C007,SW-PLT-WF-P,Core,Platform,Professional,1561.41,3085.79,0.5060000000000001
2023-09,2023-10,DE01,Software,C007,SW-SEC-CMP-E,Core,Security,Essential,1015.09,3222.5,0.315
2023-09,2023-10,DE01,Software,C007,SW-SEC-IAM-E,Core,Security,Essential,1251.65,3973.5,0.315
2023-09,2023-10,DE01,Software,C007,SW-SEC-IAM-P,Core,Security,Professional,1681.09,3396.15,0.49500000000000005
2023-09,2023-10,DE01,Software,C007,SW-SEC-IAM-X,Core,Security,Premium,1628.52,2513.15,0.648
2023-09,2023-10,DE01,Software,C007,SW-SEC-KMS-P,Core,Security,Professional,1923.72,3886.3,0.49500000000000005
2023-09,2023-10,DE01,Software,C007,SW-SEC-PAM-E,Core,Security,Essential,894.65,2840.16,0.315
2023-09,2023-10,ES01,Events,C022,EV-DEP-MIG-E,Strategic,Deployment & Integration,Essential,62508.16,145367.82,0.43
2023-09,2023-10,ES01,Events,C022,EV-EXP-FOR-E,Strategic,Customer Experience,Essential,75040.54,156334.46,0.48000000000000004
2023-09,2023-10,ES01,Events,C022,EV-TRN-CRT-E,Strategic,Training & Enablement,Essential,28140.2,85273.34,0.33
2023-09,2023-10,ES01,Events,C022,EV-TRN-TEC-E,Strategic,Training & Enablement,Essential,30034.26,91012.9,0.33
2023-09,2023-10,ES01,Events,C023,EV-DEP-LCH-E,Growth,Deployment & Integration,Essential,39380.27,127033.14,0.31
2023-09,2023-10,ES01,Events,C023,EV-MNG-PRT-E,Growth,Managed Programs,Essential,52845.79,203253.02,0.26
2023-09,2023-10,ES01,Events,C024,EV-TRN-CRT-P,Strategic,Training & Enablement,Professional,36077.18,109324.8,0.33
2023-09,2023-10,ES01,Events,C024,EV-TRN-EXE-E,Strategic,Training & Enablement,Essential,31928.31,96752.45,0.33
2023-09,2023-10,ES01,Events,C025,EV-MNG-PRT-E,Core,Managed Programs,Essential,30487.95,101626.51,0.3
2023-09,2023-10,ES01,Events,C025,EV-TRN-TEC-E,Core,Training & Enablement,Essential,22753.22,91012.9,0.25
2023-09,2023-10,ES01,Events,C026,EV-TRN-CRT-P,Core,Training & Enablement,Professional,27331.2,109324.8,0.25
2023-09,2023-10,JP01,Software,C053,SW-ANL-BI-E,Core,Analytics,Essential,693.01,2357.16,0.294
2023-09,2023-10,JP01,Software,C053,SW-ANL-BI-X,Core,Analytics,Premium,1352.5,2236.27,0.6048
2023-09,2023-10,JP01,Software,C053,SW-ANL-FIN-E,Core,Analytics,Essential,743.01,2527.25,0.294
2023-09,2023-10,JP01,Software,C053,SW-ANL-FIN-P,Core,Analytics,Professional,1496.92,3240.08,0.462
2023-09,2023-10,JP01,Software,C053,SW-ANL-OPS-P,Core,Analytics,Professional,1698.42,3676.24,0.462
2023-09,2023-10,JP01,Software,C053,SW-ANL-PRD-E,Core,Analytics,Essential,793.02,2697.36,0.294
2023-09,2023-10,JP01,Software,C053,SW-ANL-PRD-X,Core,Analytics,Premium,1547.71,2559.04,0.6048
2023-09,2023-10,JP01,Software,C053,SW-AUT-INT-P,Core,Automation,Professional,816.95,1811.42,0.451
2023-09,2023-10,JP01,Software,C053,SW-AUT-INT-X,Core,Automation,Premium,1582.8,2680.9,0.5903999999999999
2023-09,2023-10,JP01,Software,C053,SW-AUT-MON-P,Core,Automation,Professional,868.47,1925.65,0.451
2023-09,2023-10,JP01,Software,C053,SW-AUT-ORC-E,Core,Automation,Essential,708.71,2469.39,0.287
2023-09,2023-10,JP01,Software,C053,SW-AUT-RPA-E,Core,Automation,Essential,759.86,2647.6,0.287
2023-09,2023-10,JP01,Software,C053,SW-AUT-RPA-P,Core,Automation,Professional,1530.86,3394.37,0.451
2023-09,2023-10,JP01,Software,C053,SW-PLT-CORE-E,Core,Platform,Essential,1084.29,3367.37,0.322
2023-09,2023-10,JP01,Software,C053,SW-PLT-EDGE-E,Core,Platform,Essential,827.19,2568.91,0.322
2023-09,2023-10,JP01,Software,C053,SW-PLT-WF-E,Core,Platform,Essential,775.03,2406.92,0.322
2023-09,2023-10,JP01,Software,C053,SW-SEC-CMP-E,Core,Security,Essential,1015.09,3222.5,0.315
2023-09,2023-10,JP01,Software,C053,SW-SEC-KMS-E,Core,Security,Essential,954.87,3031.32,0.315
2023-09,2023-10,JP01,Software,C053,SW-SEC-PAM-X,Core,Security,Premium,1746.04,2694.51,0.648
2023-09,2023-10,JP01,Software,C054,SW-ANL-BI-X,Core,Analytics,Premium,1352.5,2236.27,0.6048
2023-09,2023-10,JP01,Software,C054,SW-ANL-FIN-E,Core,Analytics,Essential,743.01,2527.25,0.294
2023-09,2023-10,JP01,Software,C054,SW-ANL-FIN-P,Core,Analytics,Professional,1496.92,3240.08,0.462
2023-09,2023-10,JP01,Software,C054,SW-ANL-OPS-E,Core,Analytics,Essential,843.04,2867.47,0.294
2023-09,2023-10,JP01,Software,C054,SW-ANL-PRD-P,Core,Analytics,Professional,1597.67,3458.16,0.462
2023-09,2023-10,JP01,Software,C054,SW-ANL-PRD-X,Core,Analytics,Premium,1547.71,2559.04,0.6048
2023-09,2023-10,JP01,Software,C054,SW-AUT-INT-E,Core,Automation,Essential,811.01,2825.81,0.287
2023-09,2023-10,JP01,Software,C054,SW-AUT-INT-P,Core,Automation,Professional,1633.9,3622.83,0.451
2023-09,2023-10,JP01,Software,C054,SW-AUT-MON-E,Core,Automation,Essential,862.15,3004.01,0.287
2023-09,2023-10,JP01,Software,C054,SW-AUT-MON-P,Core,Automation,Professional,1736.94,3851.3,0.451
2023-09,2023-10,JP01,Software,C054,SW-AUT-ORC-E,Core,Automation,Essential,1063.07,3704.09,0.287
2023-09,2023-10,JP01,Software,C054,SW-AUT-RPA-P,Core,Automation,Professional,1530.86,3394.37,0.451
2023-09,2023-10,JP01,Software,C054,SW-PLT-API-E,Core,Platform,Essential,879.36,2730.92,0.322
2023-09,2023-10,JP01,Software,C054,SW-PLT-API-P,Core,Platform,Professional,1771.6,3501.18,0.5060000000000001
2023-09,2023-10,JP01,Software,C054,SW-PLT-CORE-E,Core,Platform,Essential,1084.29,3367.37,0.322
2023-09,2023-10,JP01,Software,C054,SW-PLT-CORE-P,Core,Platform,Professional,1456.31,2878.09,0.5060000000000001
2023-09,2023-10,JP01,Software,C054,SW-PLT-EDGE-P,Core,Platform,Professional,1666.51,3293.49,0.5060000000000001
2023-09,2023-10,JP01,Software,C054,SW-PLT-WF-P,Core,Platform,Professional,1561.41,3085.79,0.5060000000000001
2023-09,2023-10,JP01,Software,C054,SW-PLT-WF-X,Core,Platform,Premium,1512.58,2283.49,0.6624
2023-09,2023-10,JP01,Software,C054,SW-SEC-CMP-E,Core,Security,Essential,1015.09,3222.5,0.315
2023-09,2023-10,JP01,Software,C054,SW-SEC-IAM-E,Core,Security,Essential,834.44,2649.0,0.315
2023-09,2023-10,JP01,Software,C054,SW-SEC-IAM-X,Core,Security,Premium,1628.52,2513.15,0.648
2023-09,2023-10,JP01,Software,C055,SW-ANL-BI-P,Strategic,Analytics,Professional,2456.88,4532.99,0.542
2023-09,2023-10,JP01,Software,C055,SW-ANL-FIN-X,Strategic,Analytics,Premium,1641.92,2397.66,0.6848
2023-09,2023-10,JP01,Software,C055,SW-ANL-OPS-E,Strategic,Analytics,Essential,1608.65,4301.2,0.374
2023-09,2023-10,JP01,Software,C055,SW-ANL-OPS-P,Strategic,Analytics,Professional,1992.52,3676.24,0.542
2023-09,2023-10,JP01,Software,C055,SW-ANL-PRD-P,Strategic,Analytics,Professional,1874.32,3458.16,0.542
2023-09,2023-10,JP01,Software,C055,SW-ANL-PRD-X,Strategic,Analytics,Premium,1752.43,2559.04,0.6848
2023-09,2023-10,JP01,Software,C055,SW-AUT-INT-E,Strategic,Automation,Essential,1555.61,4238.71,0.367
2023-09,2023-10,JP01,Software,C055,SW-AUT-MON-E,Strategic,Automation,Essential,1653.71,4506.02,0.367
2023-09,2023-10,JP01,Software,C055,SW-AUT-MON-X,Strategic,Automation,Premium,1910.61,2849.96,0.6703999999999999
2023-09,2023-10,JP01,Software,C055,SW-AUT-ORC-E,Strategic,Automation,Essential,1359.4,3704.09,0.367
2023-09,2023-10,JP01,Software,C055,SW-AUT-RPA-P,Strategic,Automation,Professional,2703.61,5091.55,0.531
2023-09,2023-10,JP01,Software,C055,SW-PLT-API-E,Strategic,Platform,Essential,1646.74,4096.38,0.402
2023-09,2023-10,JP01,Software,C055,SW-PLT-API-P,Strategic,Platform,Professional,2051.69,3501.18,0.5860000000000001
2023-09,2023-10,JP01,Software,C055,SW-PLT-API-X,Strategic,Platform,Premium,1923.46,2590.87,0.7424
2023-09,2023-10,JP01,Software,C055,SW-PLT-CORE-E,Strategic,Platform,Essential,1804.91,4489.83,0.402
2023-09,2023-10,JP01,Software,C055,SW-PLT-CORE-P,Strategic,Platform,Professional,2529.84,4317.14,0.5860000000000001
2023-09,2023-10,JP01,Software,C055,SW-PLT-CORE-X,Strategic,Platform,Premium,3162.31,4259.58,0.7424
2023-09,2023-10,JP01,Software,C055,SW-PLT-WF-P,Strategic,Platform,Professional,2712.41,4628.68,0.5860000000000001
2023-09,2023-10,JP01,Software,C055,SW-PLT-WF-X,Strategic,Platform,Premium,3390.52,4566.97,0.7424
2023-09,2023-10,JP01,Software,C055,SW-SEC-CMP-P,Strategic,Security,Professional,2375.55,4131.39,0.5750000000000001
2023-09,2023-10,JP01,Software,C055,SW-SEC-CMP-X,Strategic,Security,Premium,2225.66,3057.23,0.728
2023-09,2023-10,JP01,Software,C055,SW-SEC-KMS-E,Strategic,Security,Essential,1796.06,4546.98,0.395
2023-09,2023-10,JP01,Software,C055,SW-SEC-KMS-P,Strategic,Security,Professional,2234.62,3886.3,0.5750000000000001
2023-09,2023-10,JP01,Software,C055,SW-SEC-KMS-X,Strategic,Security,Premium,2093.64,2875.88,0.728
2023-09,2023-10,JP01,Software,C055,SW-SEC-PAM-E,Strategic,Security,Essential,1682.79,4260.24,0.395
2023-09,2023-10,JP01,Software,C056,SW-ANL-BI-E,Core,Analytics,Essential,1039.51,3535.75,0.294
2023-09,2023-10,JP01,Software,C056,SW-ANL-BI-P,Core,Analytics,Professional,2094.24,4532.99,0.462
2023-09,2023-10,JP01,Software,C056,SW-ANL-FIN-E,Core,Analytics,Essential,1114.52,3790.88,0.294
2023-09,2023-10,JP01,Software,C056,SW-ANL-OPS-P,Core,Analytics,Professional,1698.42,3676.24,0.462
2023-09,2023-10,JP01,Software,C056,SW-ANL-PRD-E,Core,Analytics,Essential,1189.54,4046.04,0.294
