month,entity,revenue,services_revenue,opening_mrr,ending_mrr,new_mrr,expansion_mrr,contraction_mrr,churn_mrr,arr,new_arr,expansion_arr,contraction_arr,churn_arr,recurring_revenue,recurring_mix,nrr,grr,arr_rollforward_gap
2024-08,DE01,686357.47,85784.69739999999,593750.7996,600572.7726,0.0,31856.913800000002,25034.940799999997,0.0,7206873.2712,0.0,382282.9656,300419.28959999996,0.0,600572.7726,0.8750145497797235,1.0114896232638269,0.957835945961057,0.0
2024-08,JP01,561827.95,71225.3768,496641.5644,490602.5732,0.0,14754.616399999999,20793.607599999996,0.0,5887230.8784,0.0,177055.3968,249523.29119999995,0.0,490602.5732,0.8732256435444339,0.9878403427484049,0.9581315598803716,0.0
2024-08,US01,856171.17,107213.16440000001,751253.523,748958.0056,0.0,33721.0222,36016.53959999999,0.0,8987496.0672,0.0,404652.2664,432198.47519999987,0.0,748958.0056,0.8747760165762181,0.9969444171245504,0.952058075606522,0.0
2024-09,DE01,696719.72,86599.8968,600572.7726,610119.8232,0.0,33115.9144,23568.863800000003,0.0,7321437.8784,0.0,397390.97280000005,282826.3656,0.0,610119.8232,0.8757033936114224,1.015896575794918,0.9607560234574642,0.0
2024-09,JP01,577455.07,73092.6158,490602.5732,504362.4542,0.0,28071.173999999995,14311.293,0.0,6052349.4504,0.0,336854.08799999993,171735.516,0.0,504362.4542,0.8734228521017229,1.028046899367547,0.970829152185947,0.0
2024-09,US01,879680.78,110401.9308,748958.0056,769278.8492,0.0,45234.36839999999,24913.5248,0.0,9231346.1904,0.0,542812.4208,298962.2976,0.0,769278.8492,0.8744977345077382,1.0271321535360594,0.9667357520532256,0.0
2024-10,DE01,699926.92,88166.126,610119.8232,611760.794,0.0,39131.887599999995,22569.1508,14921.766000000001,7341129.528,0.0,469582.6511999999,270829.80960000004,179061.192,611760.794,0.8740352407077012,1.0026895877458848,0.9385515510652238,1.3969838619232178e-09
2024-10,JP01,577700.52,72564.6522,504362.4542,505135.8678,0.0,28538.138999999996,14335.1324,13429.593,6061630.4136,0.0,342457.66799999995,172021.58880000003,161155.116,505135.8678,0.8743905368130879,1.0015334480066063,0.9449508480086225,0.0
2024-10,US01,844776.53,105677.1048,769278.8492,739099.4251999999,0.0,31386.48379999999,40675.4318,20890.476000000002,8869193.1024,0.0,376637.8055999999,488105.1816,250685.71200000003,739099.4251999999,0.8749052547660148,0.9607692008802989,0.9199693220942905,1.3969838619232178e-09
2024-11,DE01,694408.62,87296.589,611760.794,607112.031,0.0,24715.390399999997,29364.153399999996,0.0,7285344.3719999995,0.0,296584.68479999993,352369.84079999995,0.0,607112.031,0.8742864266287478,0.9924010118896244,0.9520005961676584,1.3969838619232178e-09
2024-11,JP01,580445.97,73395.9888,505135.8678,507049.9812,0.0,21910.497600000006,19996.384199999997,0.0,6084599.7744,0.0,262925.9712000001,239956.61039999998,0.0,507049.9812,0.8735524190132632,1.0037893040704802,0.9604138500655487,6.984919309616089e-10
2024-11,US01,869465.96,109569.4564,739099.4251999999,759896.5036,0.0,45933.38920000001,25136.3108,0.0,9118758.0432,0.0,551200.6704000002,301635.72959999996,0.0,759896.5036,0.8739807405456104,1.028138404240231,0.9659906232599246,-1.3969838619232178e-09
2024-12,DE01,743284.82,93322.18000000001,607112.031,649962.64,26410.230000000003,39563.371,23122.992000000002,0.0,7799551.68,316922.76,474760.452,277475.904,0.0,649962.64,0.8744462721571524,1.0270796461946576,0.9619131382359314,0.0
2024-12,JP01,603739.14,76260.7504,507049.9812,527478.3896,14855.751000000002,24895.912199999995,19323.254800000002,0.0,6329740.6752,178269.012,298750.94639999996,231879.0576,0.0,527478.3896,0.8736859260110252,1.0109903512604645,0.9618908282882311,0.0
2024-12,US01,932882.23,115788.9246,759896.5036,817093.3054,29711.511000000002,53947.1958,26461.905,0.0,9805119.6648,356538.132,647366.3496000001,317542.86,0.0,817093.3054,0.8758804478460266,1.0361697818976514,0.9651769617643494,1.3969838619232178e-09
2025-01,DE01,745319.03,92511.0988,649962.64,652807.9312,0.0,33043.433999999994,30198.142799999998,0.0,7833695.1744,0.0,396521.208,362377.71359999996,0.0,652807.9312,0.8758771813460874,1.0043776226892056,0.9535386483136938,0.0
2025-01,JP01,596645.73,74838.7028,527478.3896,521807.0272,0.0,19454.0006,25125.363,0.0,6261684.3264,0.0,233448.00720000002,301504.356,0.0,521807.0272,0.8745676051347925,0.9892481616084771,0.9523670286870839,0.0
2025-01,US01,906574.02,112668.5804,817093.3054,793905.4396,0.0,28315.235399999994,51503.10120000001,0.0,9526865.2752,0.0,339782.82479999994,618037.2144000002,0.0,793905.4396,0.8757204840262244,0.9716215202758899,0.9369679070191534,-1.3969838619232178e-09
2025-02,DE01,750595.54,94041.5014,652807.9312,656554.0386,0.0,33083.449,29337.3416,0.0,7878648.4632,0.0,397001.388,352048.0992,0.0,656554.0386,0.8747108177594553,1.0057384526458093,0.9550597653645663,0.0
2025-02,JP01,611390.77,76630.5276,521807.0272,534760.2424,0.0,32195.433,19242.2178,0.0,6417122.9088,0.0,386345.19600000005,230906.61359999998,0.0,534760.2424,0.8746619488547398,1.024823765347712,0.9631238814408976,0.0
2025-02,US01,931047.71,115731.8648,793905.4396,815315.8452,0.0,43276.2804,21865.874799999998,0.0,9783790.1424,0.0,519315.36480000004,262390.4976,0.0,815315.8452,0.8756971704489773,1.0269684581211427,0.9724578347630206,1.3969838619232178e-09
2025-03,DE01,759496.16,94207.107,656554.0386,665289.053,0.0,31489.464799999998,22754.450399999998,0.0,7983468.636,0.0,377873.5776,273053.40479999996,0.0,665289.053,0.8759610489669888,1.0133043342763164,0.9653426084339983,0.0
2025-03,JP01,606140.1,76833.1562,534760.2424,529306.9438,0.0,24118.428399999997,29571.727,0.0,6351683.3256,0.0,289421.14079999994,354860.724,0.0,529306.9438,0.8732419184937608,0.9898023484776549,0.944700961935236,0.0
2025-03,US01,938072.22,116755.4068,815315.8452,821316.8132,0.0,42666.48440000001,36665.5164,0.0,9855801.7584,0.0,511997.8128000001,439986.19680000003,0.0,821316.8132,0.8755368677264529,1.007360298509258,0.9550290643609339,0.0
2025-04,DE01,766190.76,96042.2188,665289.053,670148.5412,0.0,33183.1462,28323.658000000003,0.0,8041782.4944,0.0,398197.75440000003,339883.896,0.0,670148.5412,0.8746497297879186,1.0073043261092107,0.9574265383260409,-1.3969838619232178e-09
2025-04,JP01,631341.3099999999,79308.2108,529306.9438,552033.0992,0.0,33366.857200000006,10640.7018,0.0,6624397.1904,0.0,400402.2864000001,127688.4216,0.0,552033.0992,0.8743814010839875,1.0429356834747798,0.9798969162890472,-1.3969838619232178e-09
2025-04,US01,947569.3,118018.53379999999,821316.8132,829550.7662,0.0,39357.4606,31123.5076,0.0,9954609.1944,0.0,472289.5272,373482.0912,0.0,829550.7662,0.8754512901589361,1.0100253067606384,0.962105356788281,0.0
2025-05,DE01,770623.31,96440.6498,670148.5412,674182.6602,0.0,32577.966000000004,28543.847000000005,0.0,8090191.9224,0.0,390935.59200000006,342526.16400000005,0.0,674182.6602,0.8748537079679045,1.006019738538528,0.9574066863610745,0.0
2025-05,JP01,635087.25,79588.2112,552033.0992,555499.0388,0.0,26143.1652,22677.225600000012,0.0,6665988.4656,0.0,313717.9824,272126.7072000002,0.0,555499.0388,0.8746814532963777,1.006278499613561,0.9589205327853283,1.3969838619232178e-09
2025-05,US01,957289.79,119076.7098,829550.7662,838213.0802,0.0,41672.6722,33010.35820000001,0.0,10058556.9624,0.0,500072.0664,396124.2984000001,0.0,838213.0802,0.8756105924831811,1.010442174672058,0.9602069462834522,0.0
2025-06,DE01,768304.72,95811.9688,674182.6602,672492.7511999999,0.0,25756.308,27446.217000000004,0.0,8069913.0144,0.0,309075.696,329354.60400000005,0.0,672492.7511999999,0.8752943118714668,0.9974933959299714,0.9592896426736074,1.3969838619232178e-09
2025-06,JP01,650292.64,82028.1806,555499.0388,568264.4594,0.0,30454.65280000001,17689.2322,0.0,6819173.5128,0.0,365455.8336000001,212270.78639999998,0.0,568264.4594,0.8738595894303833,1.022980094848726,0.9681561425592876,0.0
2025-06,US01,975991.96,121066.7742,838213.0802,854925.1858,0.0,56437.119,39725.0134,0.0,10259102.2296,0.0,677245.428,476700.1608,0.0,854925.1858,0.8759551521305565,1.0199377771532894,0.9526075000040305,-1.3969838619232178e-09
2025-07,DE01,778189.27,97422.87299999999,672492.7511999999,680766.397,0.0,31541.019,23267.373199999984,0.0,8169196.764,0.0,378492.228,279208.4783999998,0.0,680766.397,0.8748082545522633,1.012302951645555,0.9654013026036614,-1.3969838619232178e-09
2025-07,JP01,658137.46,83025.99239999999,568264.4594,575111.4676,0.0,32959.2796,26112.27139999999,0.0,6901337.6112,0.0,395511.35520000005,313347.25679999986,0.0,575111.4676,0.8738470343262333,1.0120489819251224,0.9540490858295616,1.3969838619232178e-09
2025-07,US01,963629.47,119303.09640000001,854925.1858,844326.3736,0.0,36233.1388,46831.95099999999,0.0,10131916.4832,0.0,434797.6656,561983.4119999999,0.0,844326.3736,0.876194014282274,0.9876026436277203,0.9452209950322416,-1.3969838619232178e-09
2025-08,DE01,795726.88,100043.73539999999,680766.397,695683.1446,0.0,40381.450600000004,25464.703000000005,0.0,8348197.7352,0.0,484577.4072,305576.43600000005,0.0,695683.1446,0.87427377670087,1.0219116978536766,0.9625940658760218,0.0
2025-08,JP01,655213.58,82955.8592,575111.4676,572257.7208,0.0,34744.040199999996,37597.787000000004,0.0,6867092.6496,0.0,416928.4824,451173.444,0.0,572257.7208,0.8733911174429566,0.9950379240186099,0.9346252176871043,0.0
2025-08,US01,972218.83,120760.39559999999,844326.3736,851458.4344,0.0,35150.776,28018.715199999988,0.0,10217501.2128,0.0,421809.31200000003,336224.58239999984,0.0,851458.4344,0.8757888739924942,1.008447042545397,0.966815302617476,0.0
2025-09,DE01,818721.84,102377.47720000001,695683.1446,716344.3628,0.0,43144.8382,22483.62,0.0,8596132.353600001,0.0,517738.0584,269803.43999999994,0.0,716344.3628,0.8749545056719142,1.0296991789442875,0.9676812350931292,0.0
2025-09,JP01,678202.3,85697.6158,572257.7208,592504.6842,0.0,40799.2946,20552.3312,0.0,7110056.2104,0.0,489591.5352,246627.9744,0.0,592504.6842,0.8736400395575185,1.0353808479363027,0.964085532701475,0.0
2025-09,US01,1011983.77,126046.74380000001,851458.4344,885937.0262,0.0,63367.9364,28889.344600000004,0.0,10631244.3144,0.0,760415.2368,346672.1352,0.0,885937.0262,0.8754458840777654,1.0404935700992806,0.9660707517444965,1.3969838619232178e-09
2025-10,DE01,822440.91,102441.1652,716344.3628,719999.7448,0.0,26167.604200000005,22512.2222,0.0,8639996.9376,0.0,314011.2504,270146.6664,0.0,719999.7448,0.87544252242997,1.0051028278992973,0.9685734635894869,1.3969838619232178e-09
2025-10,JP01,689189.6,86936.6994,592504.6842,602252.9006,0.0,31352.6478,21604.4314,0.0,7227034.8072,0.0,376231.7736,259253.17680000002,0.0,602252.9006,0.8738566290031076,1.0164525558361823,0.9635371129104737,0.0
2025-10,US01,1038292.13,129195.6392,885937.0262,909096.4908,0.0,55363.3558,32203.891200000005,0.0,10909157.8896,0.0,664360.2695999999,386446.69440000004,0.0,909096.4908,0.8755690855520595,1.0261412085905661,0.9636499093641787,0.0
2025-11,DE01,825915.61,103019.39360000001,719999.7448,722896.2164,0.0,34106.12259999999,31209.651,0.0,8674754.5968,0.0,409273.47119999985,374515.81200000003,0.0,722896.2164,0.8752664408413349,1.0040228786481094,0.9566532471359843,0.0
2025-11,JP01,695561.03,87960.2114,602252.9006,607600.8186,0.0,36342.965,30995.047,0.0,7291209.8231999995,0.0,436115.5799999999,371940.564,0.0,607600.8186,0.8735406274845501,1.0088798542849227,0.9485348315149318,0.0
2025-11,US01,1032223.21,128408.4936,909096.4908,903814.7164,0.0,37148.8436,42430.617999999995,0.0,10845776.5968,0.0,445786.12320000003,509167.41599999997,0.0,903814.7164,0.8756000714225367,0.9941900838321881,0.9533266067690336,0.0
2025-12,DE01,845191.07,106134.90580000001,722896.2164,739056.1642,0.0,40080.9572,23921.009400000003,0.0,8868673.9704,0.0,480971.4864,287052.11280000006,0.0,739056.1642,0.874424956004327,1.02235445065749,0.9669094831909263,0.0
2025-12,JP01,710266.15,89995.16840000001,607600.8186,620270.9815999999,0.0,39876.710399999996,27206.5474,0.0,7443251.7792,0.0,478520.52479999996,326478.5688,0.0,620270.9815999999,0.8732937386921789,1.0208527747365348,0.9552229908730409,0.0
2025-12,US01,1055368.51,131735.3122,903814.7164,923633.1978,0.0,51950.90339999999,32132.421999999995,0.0,11083598.3736,0.0,623410.8407999999,385589.06399999995,0.0,923633.1978,0.8751760063411405,1.0219275931674794,0.964447998669476,0.0
2026-01,DE01,839883.19,105425.4624,739056.1642,734457.7276,0.0,33062.994000000006,37661.43059999999,0.0,8813492.7312,0.0,396755.9280000001,451937.16719999985,0.0,734457.7276,0.8744760418410089,0.9937779605627434,0.9490411792441147,0.0
2026-01,JP01,683664.5,86063.98000000001,620270.9815999999,597600.52,0.0,27299.003,49969.46459999999,0.0,7171206.24,0.0,327588.036,599633.5752,0.0,597600.52,0.8741137209844888,0.9634507138452276,0.9194392997861953,0.0
2026-01,US01,1020790.38,126857.25779999999,923633.1978,893933.1222,0.0,32384.221400000002,62084.297,0.0,10727197.4664,0.0,388610.6568,745011.5639999999,0.0,893933.1222,0.8757264368028232,0.9678442961223757,0.9327825189178145,0.0
2026-02,DE01,842651.62,106150.6128,734457.7276,736501.0072,0.0,34484.756199999996,32441.4766,0.0,8838012.0864,0.0,413817.0744,389297.71920000005,0.0,736501.0072,0.8740278778553823,1.0027820247826607,0.9558293481287077,-1.3969838619232178e-09
2026-02,JP01,700353.39,88552.7882,597600.52,611800.6018,0.0,39365.590599999996,25165.5088,0.0,7341607.2216,0.0,472387.08719999995,301986.1056,0.0,611800.6018,0.8735598492640978,1.0237618297253155,0.9578890781420338,1.3969838619232178e-09
2026-02,US01,1064187.3,131768.6742,893933.1222,932418.6258,0.0,65532.66519999998,27047.161599999996,0.0,11189023.5096,0.0,786391.9823999997,324565.93919999996,0.0,932418.6258,0.8761790577654892,1.0430518823435984,0.9697436408515259,-1.3969838619232178e-09
2026-03,DE01,882834.62,110472.16859999999,736501.0072,772362.4514,0.0,55128.08020000001,19266.636,0.0,9268349.4168,0.0,661536.9624000001,231199.632,0.0,772362.4514,0.8748665196206284,1.04869164311986,0.9738403127604032,-1.3969838619232178e-09
2026-03,JP01,733084.96,92431.55960000001,611800.6018,640653.4004,0.0,48258.227000000006,19405.4284,0.0,7687840.8048,0.0,579098.724,232865.1408,0.0,640653.4004,0.873914260087944,1.0471604612926355,0.968281449310598,-1.3969838619232178e-09
2026-03,US01,1091314.18,135690.668,932418.6258,955623.512,0.0,60636.41300000001,37431.5268,0.0,11467482.144,0.0,727636.9560000001,449178.3216,0.0,955623.512,0.875663057910601,1.0248867681939435,0.9598554492968387,1.3969838619232178e-09
2026-04,DE01,879961.37,109255.3456,772362.4514,770706.0244,0.0,35766.00359999999,37422.43060000001,0.0,9248472.2928,0.0,429192.0431999999,449069.1672000001,0.0,770706.0244,0.87584074787283,0.9978553760646992,0.9515480969690236,0.0
2026-04,JP01,754224.23,96069.19600000001,640653.4004,658155.034,0.0,46137.82959999999,28636.196,0.0,7897860.408,0.0,553653.9552,343634.352,0.0,658155.034,0.8726251528673377,1.0273184120915813,0.9553015780730726,0.0
2026-04,US01,1101187.24,136291.9456,955623.512,964895.2944,0.0,49418.8218,40147.039399999994,0.0,11578743.5328,0.0,593025.8616,481764.47279999993,0.0,964895.2944,0.8762318153995319,1.0097023380898147,0.9579886441722459,0.0
2026-05,DE01,913570.8,114648.44240000001,770706.0244,798922.3576,0.0,62019.9712,33803.638,0.0,9587068.2912,0.0,744239.6544,405643.65599999996,0.0,798922.3576,0.8745051369855515,1.0366110193857205,0.9561393878731953,0.0
2026-05,JP01,770044.22,97055.80380000001,658155.034,672988.4162,0.0,44953.1696,30119.7874,0.0,8075860.9944,0.0,539438.0352,361437.4488,0.0,672988.4162,0.873960739813098,1.0225378238161436,0.9542360297437154,0.0
2026-05,US01,1138459.93,140996.3972,964895.2944,997463.5328,0.0,68467.3922,35899.1538,0.0,11969562.3936,0.0,821608.7064,430789.8456,0.0,997463.5328,0.8761516382926188,1.0337531321678295,0.9627947674650822,0.0
2026-06,DE01,909198.24,113354.7212,798922.3576,795843.5188,0.0,35839.9474,38918.7862,0.0,9550122.2256,0.0,430079.3688,467025.4344,0.0,795843.5188,0.8753245263651191,0.9961462603083872,0.9512858967711032,0.0
2026-06,JP01,758956.97,95390.3634,672988.4162,663566.6065999999,0.0,27877.6072,37299.4168,0.0,7962799.2792,0.0,334531.2864,447593.0016,0.0,663566.6065999999,0.8743138713120981,0.9860000419424753,0.9445764356382097,0.0
2026-06,US01,1141232.28,141690.7278,997463.5328,999541.5522,0.0,43697.779,41619.759600000005,0.0,11994498.6264,0.0,524373.348,499437.1152000001,0.0,999541.5522,0.8758440938947153,1.0020833036313286,0.9582744047963655,0.0
2026-07,DE01,909591.98,113758.1642,795843.5188,795833.8158,0.0,32840.6356,32850.33859999999,0.0,9550005.7896,0.0,394087.6272,394204.0631999999,0.0,795833.8158,0.8749349524827604,0.9999878079047315,0.9587226159113127,0.0
2026-07,JP01,775392.14,98936.3128,663566.6065999999,676455.8271999999,0.0,34120.6864,21231.465799999994,0.0,8117469.9264,0.0,409448.2368,254777.58959999995,0.0,676455.8271999999,0.8724048030716431,1.0194241549707304,0.9680040170966614,0.0
2026-07,US01,1154035.76,144306.2246,999541.5522,1009729.5354,0.0,50180.4142,39992.431,0.0,12116754.4248,0.0,602164.9704,479909.17199999996,0.0,1009729.5354,0.8749551533827687,1.0101926560007197,0.9599892261487516,0.0
2026-08,DE01,929272.27,116086.89480000001,795833.8158,813185.3752,0.0,46621.8676,29270.3082,0.0,9758224.5024,0.0,559462.4112,351243.6984,0.0,813185.3752,0.875077629508949,1.0218029933580512,0.9632205774385493,0.0
2026-08,JP01,774538.01,98077.8818,676455.8271999999,676460.1282,0.0,30932.329000000005,30928.028000000002,0.0,8117521.5384,0.0,371187.94800000003,371136.336,0.0,676460.1282,0.8733724097026562,1.0000063581387388,0.9542793087790846,-1.3969838619232178e-09
2026-08,US01,1175862.44,146512.52300000002,1009729.5354,1029349.917,0.0,58140.714,38520.3324,0.0,12352199.004,0.0,697688.568,462243.9888,0.0,1029349.917,0.8753999464427149,1.019431323846764,0.9618508411911113,1.3969838619232178e-09
