vintage,month,horizon_month,entity,division,scenario,revenue_forecast,gross_profit_forecast,marginal_contribution_forecast,opex_forecast,bias_correction,active_action_count,action_opex_reduction_pct,action_revenue_impact_forecast,action_gross_profit_impact_forecast,action_opex_impact_forecast,action_ebit_impact_forecast,personnel_cost_forecast,non_people_opex_forecast,workforce_fte_forecast,workforce_hires_forecast,workforce_attrition_forecast,workforce_target_fte
2024-02,2024-03,1,US01,Hardware,Base,5250560.46,1436189.01,1724969.06,756519.06,1.0,0,0.0,0.0,0.0,0.0,0.0,599002.25,157516.81,44.9887,0.0,0.4162,43.4727
2024-02,2024-03,1,US01,Hardware,Upside,5265634.29,1503499.78,1774152.6,756971.27,1.0,0,0.0,0.0,0.0,0.0,0.0,599002.25,157969.03,44.9887,0.0,0.4162,43.5975
2024-02,2024-03,1,US01,Hardware,Downside,5225866.54,1335368.87,1651010.44,755778.24,1.0,0,0.0,0.0,-0.0,0.0,0.0,599002.25,156775.99,44.9887,0.0,0.4162,43.2683
2024-02,2024-03,1,US01,Software,Base,775948.69,569757.69,604561.75,166383.37,1.0,0,0.0,0.0,0.0,0.0,0.0,123706.18,42677.19,8.9423,0.0,0.0827,8.7824
2024-02,2024-03,1,US01,Software,Upside,778176.36,580731.52,612834.07,166505.89,1.0,0,0.0,0.0,0.0,0.0,0.0,123706.18,42799.71,8.9423,0.0,0.0827,8.8076
2024-02,2024-03,1,US01,Software,Downside,772299.32,553176.67,591987.47,166182.66,1.0,0,0.0,0.0,0.0,0.0,0.0,123706.18,42476.48,8.9423,0.0,0.0827,8.7411
2024-02,2024-04,2,DE01,Hardware,Base,4710116.98,1317068.16,1576228.1,549332.91,1.0,0,0.0,0.0,-0.0,0.0,0.0,408029.42,141303.49,39.2033,0.0,0.3627,39.0714
2024-02,2024-04,2,DE01,Hardware,Upside,4737200.34,1381487.76,1625083.95,550792.8,1.0,0,0.0,0.0,-0.0,0.0,0.0,408676.81,142115.99,39.2543,0.0511,0.3627,39.2961
2024-02,2024-04,2,DE01,Hardware,Downside,4665916.85,1220722.18,1502646.09,548006.91,1.0,0,0.0,0.0,0.0,0.0,0.0,408029.42,139977.49,39.2033,0.0,0.3627,38.7048
2024-02,2024-04,2,DE01,Software,Base,638051.52,467637.5,496287.18,111906.47,1.0,0,0.0,0.0,0.0,0.0,0.0,76813.61,35092.85,7.0892,0.0753,0.0649,7.1508
2024-02,2024-04,2,DE01,Software,Upside,641720.34,478027.08,504531.3,112399.57,1.0,0,0.0,0.0,0.0,0.0,0.0,77104.93,35294.64,7.1118,0.0979,0.0649,7.1919
2024-02,2024-04,2,DE01,Software,Downside,632063.99,451872.0,483665.97,111101.73,1.0,0,0.0,0.0,0.0,0.0,0.0,76338.19,34763.54,7.0523,0.0384,0.0649,7.0837
2024-02,2024-04,2,ES01,Events,Base,2696678.72,1041037.51,1189582.3,397177.21,1.0,0,0.0,0.0,0.0,0.0,0.0,275826.66,121350.55,41.6342,0.0,0.3852,41.0925
2024-02,2024-04,2,ES01,Events,Upside,2712184.73,1079569.74,1219204.8,397874.98,1.0,0,0.0,0.0,0.0,0.0,0.0,275826.66,122048.32,41.6342,0.0,0.3852,41.3288
2024-02,2024-04,2,ES01,Events,Downside,2671372.86,983183.62,1144759.86,396038.45,1.0,0,0.0,0.0,0.0,0.0,0.0,275826.66,120211.79,41.6342,0.0,0.3852,40.7069
2024-02,2024-04,2,ES01,Hardware,Base,4323426.26,1185717.93,1423572.54,382397.11,1.0,0,0.0,0.0,-0.0,0.0,0.0,252694.33,129702.78,36.0263,0.0,0.3333,35.8634
2024-02,2024-04,2,ES01,Hardware,Upside,4348286.13,1244715.29,1468283.74,383404.41,1.0,0,0.0,0.0,-0.0,0.0,0.0,252955.84,130448.57,36.0501,0.0238,0.3333,36.0696
2024-02,2024-04,2,ES01,Hardware,Downside,4282854.86,1097499.67,1356249.65,381179.97,1.0,0,0.0,0.0,-0.0,0.0,0.0,252694.33,128485.63,36.0263,0.0,0.3333,35.5268
2024-02,2024-04,2,ES01,Spare Parts,Base,1810158.29,754130.83,817201.75,171192.73,1.0,0,0.0,0.0,0.0,0.0,0.0,116887.99,54304.75,17.9366,0.0,0.1659,17.9225
2024-02,2024-04,2,ES01,Spare Parts,Upside,1820566.77,780313.91,837193.46,172030.89,1.0,0,0.0,0.0,0.0,0.0,0.0,117413.89,54617.0,17.9855,0.049,0.1659,18.0256
2024-02,2024-04,2,ES01,Spare Parts,Downside,1793171.61,714776.91,786939.1,170683.13,1.0,0,0.0,0.0,0.0,0.0,0.0,116887.99,53795.15,17.9366,0.0,0.1659,17.7543
2024-02,2024-04,2,JP01,Hardware,Base,2851834.56,895338.88,1047906.55,330168.52,1.0,0,0.0,0.0,0.0,0.0,0.0,244613.49,85555.03,25.1419,0.0,0.2326,24.8391
2024-02,2024-04,2,JP01,Hardware,Upside,2868232.72,934905.91,1078025.21,330660.47,1.0,0,0.0,0.0,0.0,0.0,0.0,244613.49,86046.98,25.1419,0.0,0.2326,24.9819
2024-02,2024-04,2,JP01,Hardware,Downside,2825072.71,836085.64,1002476.99,329365.67,1.0,0,0.0,0.0,0.0,0.0,0.0,244613.49,84752.18,25.1419,0.0,0.2326,24.606
2024-02,2024-04,2,JP01,Software,Base,527070.84,386090.42,409801.18,88499.56,1.0,0,0.0,0.0,0.0,0.0,0.0,59510.65,28988.91,5.8936,0.0576,0.054,5.9407
2024-02,2024-04,2,JP01,Software,Upside,530101.52,394671.67,416610.4,88901.34,1.0,0,0.0,0.0,0.0,0.0,0.0,59745.75,29155.59,5.9124,0.0764,0.054,5.9748
2024-02,2024-04,2,JP01,Software,Downside,522124.77,373069.07,399376.8,87843.84,1.0,0,0.0,0.0,0.0,0.0,0.0,59126.97,28716.87,5.8629,0.0269,0.054,5.8849
2024-02,2024-04,2,JP01,Spare Parts,Base,2514043.83,1047888.64,1135788.06,300788.25,1.0,0,0.0,0.0,0.0,0.0,0.0,225366.93,75421.32,24.9317,0.0,0.2307,24.9077
2024-02,2024-04,2,JP01,Spare Parts,Upside,2528499.69,1084256.03,1163558.28,302008.82,1.0,0,0.0,0.0,0.0,0.0,0.0,226153.83,75854.99,24.9972,0.0656,0.2307,25.0509
2024-02,2024-04,2,JP01,Spare Parts,Downside,2490451.84,993227.03,1093750.03,300080.49,1.0,0,0.0,0.0,-0.0,0.0,0.0,225366.93,74713.56,24.9317,0.0,0.2307,24.6739
2024-02,2024-04,2,US01,Events,Base,1936028.13,720082.93,827295.96,518055.29,1.0,0,0.0,0.0,0.0,0.0,0.0,430934.02,87121.27,29.0491,0.2314,0.2666,29.2385
2024-02,2024-04,2,US01,Events,Upside,1947160.37,747589.35,848409.09,519932.43,1.0,0,0.0,0.0,0.0,0.0,0.0,432310.21,87622.22,29.1416,0.3239,0.2666,29.4066
2024-02,2024-04,2,US01,Events,Downside,1917860.28,678804.12,795367.5,514991.79,1.0,0,0.0,0.0,0.0,0.0,0.0,428688.07,86303.72,28.8982,0.0805,0.2666,28.9641
2024-02,2024-04,2,US01,Hardware,Base,5372010.74,1469409.38,1764869.18,756231.66,1.0,0,0.0,0.0,0.0,0.0,0.0,595071.34,161160.32,44.5763,0.0,0.4124,44.4341
2024-02,2024-04,2,US01,Hardware,Upside,5402900.01,1542693.35,1820401.6,758039.88,1.0,0,0.0,0.0,-0.0,0.0,0.0,595952.88,162087.0,44.6386,0.0623,0.4124,44.6896
2024-02,2024-04,2,US01,Hardware,Downside,5321599.34,1359831.53,1681255.34,754719.32,1.0,0,0.0,0.0,0.0,0.0,0.0,595071.34,159647.98,44.5763,0.0,0.4124,44.0171
2024-02,2024-04,2,US01,Software,Base,798238.57,586124.53,621928.38,168107.92,1.0,0,0.0,0.0,0.0,0.0,0.0,124204.79,43903.13,8.9513,0.091,0.082,9.0257
2024-02,2024-04,2,US01,Software,Upside,802828.47,599128.71,632248.25,168771.49,1.0,0,0.0,0.0,0.0,0.0,0.0,124615.91,44155.58,8.9798,0.1195,0.082,9.0776
2024-02,2024-04,2,US01,Software,Downside,790747.83,566390.82,606128.72,167024.97,1.0,0,0.0,0.0,0.0,0.0,0.0,123533.83,43491.14,8.9047,0.0444,0.082,8.941
2024-02,2024-05,3,DE01,Hardware,Base,4817176.66,1347004.76,1612055.33,557378.53,1.0,0,0.0,0.0,-0.0,0.0,0.0,412863.25,144515.28,39.4357,0.5918,0.3594,39.9198
2024-02,2024-05,3,DE01,Hardware,Upside,4858784.76,1416944.86,1666793.16,561208.76,1.0,0,0.0,0.0,0.0,0.0,0.0,415445.24,145763.52,39.6481,0.7536,0.3598,40.2646
2024-02,2024-05,3,DE01,Hardware,Downside,4749528.8,1242597.19,1529573.09,551435.28,1.0,0,0.0,0.0,0.0,0.0,0.0,408949.44,142485.85,39.1273,0.2834,0.3594,39.3592
2024-02,2024-05,3,DE01,Software,Base,656122.79,480882.2,510343.31,114524.04,1.0,0,0.0,0.0,0.0,0.0,0.0,78437.27,36086.77,7.2012,0.177,0.065,7.346
2024-02,2024-05,3,DE01,Software,Upside,661790.02,492977.27,520310.41,115369.78,1.0,0,0.0,0.0,0.0,0.0,0.0,78971.31,36398.47,7.2462,0.1996,0.0652,7.4095
2024-02,2024-05,3,DE01,Software,Downside,646908.83,462484.79,495025.49,113148.48,1.0,0,0.0,0.0,0.0,0.0,0.0,77568.48,35580.0,7.128,0.1404,0.0646,7.2428
2024-02,2024-05,3,ES01,Events,Base,2755743.01,1063838.95,1215637.25,402175.12,1.0,0,0.0,0.0,0.0,0.0,0.0,278166.68,124008.45,41.6366,0.3841,0.3816,41.9508
2024-02,2024-05,3,ES01,Events,Upside,2779545.59,1106382.34,1249485.44,405399.76,1.0,0,0.0,0.0,0.0,0.0,0.0,280320.2,125079.56,41.8359,0.5834,0.3816,42.3132
2024-02,2024-05,3,ES01,Events,Downside,2717043.97,999992.61,1164331.24,396932.39,1.0,0,0.0,0.0,0.0,0.0,0.0,274665.4,122266.99,41.3126,0.06,0.3816,41.3617
2024-02,2024-05,3,ES01,Hardware,Base,4421696.56,1212668.98,1455929.96,389410.33,1.0,0,0.0,0.0,-0.0,0.0,0.0,256759.45,132650.89,36.2164,0.5203,0.3302,36.6421
2024-02,2024-05,3,ES01,Hardware,Upside,4459888.73,1276662.01,1505968.54,392494.07,1.0,0,0.0,0.0,0.0,0.0,0.0,258697.42,133796.65,36.4011,0.6814,0.3305,36.9586
2024-02,2024-05,3,ES01,Hardware,Downside,4359602.45,1117166.56,1380553.27,384434.35,1.0,0,0.0,0.0,0.0,0.0,0.0,253646.29,130788.06,35.9334,0.2373,0.3302,36.1275
2024-02,2024-05,3,ES01,Spare Parts,Base,1853523.85,772197.37,836779.28,175047.07,1.0,0,0.0,0.0,-0.0,0.0,0.0,119441.36,55605.71,18.081,0.3088,0.1644,18.3337
2024-02,2024-05,3,ES01,Spare Parts,Upside,1869533.56,801301.59,859710.99,176493.9,1.0,0,0.0,0.0,0.0,0.0,0.0,120407.89,56086.01,18.1899,0.3692,0.1649,18.492
2024-02,2024-05,3,ES01,Spare Parts,Downside,1827494.72,728458.46,802001.91,172743.7,1.0,0,0.0,0.0,0.0,0.0,0.0,117918.86,54824.84,17.9394,0.1672,0.1644,18.0762
2024-02,2024-05,3,JP01,Hardware,Base,2916655.99,915689.69,1071725.18,333680.94,1.0,0,0.0,0.0,0.0,0.0,0.0,246181.26,87499.67,25.1683,0.2568,0.2305,25.3784
2024-02,2024-05,3,JP01,Hardware,Upside,2941848.44,958901.09,1105693.68,335926.26,1.0,0,0.0,0.0,0.0,0.0,0.0,247670.81,88255.45,25.2889,0.3774,0.2305,25.5976
2024-02,2024-05,3,JP01,Hardware,Downside,2875697.24,851068.06,1020441.11,330030.42,1.0,0,0.0,0.0,0.0,0.0,0.0,243759.5,86270.91,24.9723,0.0608,0.2305,25.022
2024-02,2024-05,3,JP01,Software,Base,541998.85,397025.5,421407.81,90604.67,1.0,0,0.0,0.0,0.0,0.0,0.0,60794.72,29809.95,5.9844,0.1448,0.054,6.1029
2024-02,2024-05,3,JP01,Software,Upside,546680.34,407014.95,429639.81,91285.09,1.0,0,0.0,0.0,0.0,0.0,0.0,61217.66,30067.43,6.0217,0.1636,0.0542,6.1556
2024-02,2024-05,3,JP01,Software,Downside,534387.53,381831.07,408756.67,89498.04,1.0,0,0.0,0.0,0.0,0.0,0.0,60106.71,29391.32,5.9236,0.1144,0.0537,6.0172
2024-02,2024-05,3,JP01,Spare Parts,Base,2574272.23,1072992.67,1162997.88,306241.83,1.0,0,0.0,0.0,0.0,0.0,0.0,229013.65,77228.17,25.1299,0.4268,0.2285,25.479
2024-02,2024-05,3,JP01,Spare Parts,Upside,2596507.37,1113418.68,1194853.87,308522.34,1.0,0,0.0,0.0,0.0,0.0,0.0,230627.11,77895.23,25.2802,0.5121,0.2291,25.6991
2024-02,2024-05,3,JP01,Spare Parts,Downside,2538121.59,1012238.39,1114685.51,302793.7,1.0,0,0.0,0.0,0.0,0.0,0.0,226650.04,76143.65,24.9331,0.23,0.2285,25.1212
2024-02,2024-05,3,US01,Events,Base,1978432.19,735854.62,845415.89,525864.33,1.0,0,0.0,0.0,0.0,0.0,0.0,436834.87,89029.46,29.3693,0.5865,0.2663,29.8492
2024-02,2024-05,3,US01,Events,Upside,1995520.79,766156.77,869480.5,529358.23,1.0,0,0.0,0.0,0.0,0.0,0.0,439559.79,89798.44,29.5524,0.6779,0.2671,30.107
2024-02,2024-05,3,US01,Events,Downside,1950648.97,690409.29,808965.5,520180.04,1.0,0,0.0,0.0,0.0,0.0,0.0,432400.83,87779.21,29.0715,0.4382,0.2649,29.43
2024-02,2024-05,3,US01,Hardware,Base,5494115.09,1502808.66,1804984.17,765579.76,1.0,0,0.0,0.0,0.0,0.0,0.0,600756.31,164823.45,44.8449,0.6772,0.4086,45.3989
2024-02,2024-05,3,US01,Hardware,Upside,5541570.21,1582287.93,1867123.82,770403.21,1.0,0,0.0,0.0,0.0,0.0,0.0,604156.11,166247.1,45.0883,0.8589,0.4092,45.7911
2024-02,2024-05,3,US01,Hardware,Downside,5416960.95,1384199.34,1711382.98,758299.46,1.0,0,0.0,0.0,0.0,0.0,0.0,595790.63,162508.83,44.4942,0.3265,0.4086,44.7614
2024-02,2024-05,3,US01,Software,Base,820846.75,602725.09,639542.99,171683.83,1.0,0,0.0,0.0,0.0,0.0,0.0,126537.25,45146.58,9.0908,0.2216,0.0821,9.2721
2024-02,2024-05,3,US01,Software,Upside,827936.76,617866.34,652021.68,172878.0,1.0,0,0.0,0.0,0.0,0.0,0.0,127341.46,45536.54,9.1476,0.2501,0.0823,9.3522
2024-02,2024-05,3,US01,Software,Downside,809319.55,579693.24,620364.43,169741.27,1.0,0,0.0,0.0,0.0,0.0,0.0,125228.68,44512.59,8.9984,0.1754,0.0816,9.1419
2024-02,2024-06,4,DE01,Hardware,Base,4924812.24,1377102.4,1648075.29,568431.58,1.0,0,0.0,0.0,-0.0,0.0,0.0,420687.23,147744.35,40.0076,0.9334,0.3615,40.7712
2024-02,2024-06,4,DE01,Hardware,Upside,4981610.79,1452764.05,1708928.31,574153.01,1.0,0,0.0,0.0,0.0,0.0,0.0,424704.71,149448.3,40.3609,1.0763,0.3634,41.2415
2024-02,2024-06,4,DE01,Hardware,Downside,4832816.22,1264387.29,1556395.58,559287.52,1.0,0,0.0,0.0,0.0,0.0,0.0,414303.05,144984.47,39.4512,0.6825,0.3587,40.0096
2024-02,2024-06,4,DE01,Software,Base,674451.49,494315.58,524599.69,117556.97,1.0,0,0.0,0.0,0.0,0.0,0.0,80462.12,37094.85,7.3599,0.2247,0.066,7.5437
2024-02,2024-06,4,DE01,Software,Upside,682230.04,508203.35,536380.7,118770.57,1.0,0,0.0,0.0,0.0,0.0,0.0,81247.9,37522.67,7.4278,0.248,0.0664,7.6307
2024-02,2024-06,4,DE01,Software,Downside,661852.67,473168.37,506460.77,115590.05,1.0,0,0.0,0.0,0.0,0.0,0.0,79188.13,36401.92,7.2497,0.1871,0.0653,7.4028
2024-02,2024-06,4,ES01,Events,Base,2815039.18,1086729.9,1241794.49,410684.55,1.0,0,0.0,0.0,0.0,0.0,0.0,284007.77,126676.77,42.1107,0.8558,0.3817,42.8109
2024-02,2024-06,4,ES01,Events,Upside,2847505.43,1133433.37,1280035.33,415222.9,1.0,0,0.0,0.0,0.0,0.0,0.0,287085.15,128137.76,42.4711,1.0187,0.3835,43.3047
2024-02,2024-06,4,ES01,Events,Downside,2762453.95,1016705.5,1183790.72,403332.96,1.0,0,0.0,0.0,0.0,0.0,0.0,279022.53,124310.44,41.5264,0.5925,0.3787,42.0112
2024-02,2024-06,4,ES01,Hardware,Base,4520495.48,1239765.0,1488461.43,397958.63,1.0,0,0.0,0.0,0.0,0.0,0.0,262343.77,135614.85,36.731,0.8466,0.332,37.4236
2024-02,2024-06,4,ES01,Hardware,Upside,4572631.0,1308934.96,1544038.17,402318.4,1.0,0,0.0,0.0,0.0,0.0,0.0,265139.48,137178.92,37.0507,0.9833,0.3337,37.8552
2024-02,2024-06,4,ES01,Hardware,Downside,4436052.14,1136757.12,1404762.56,390913.05,1.0,0,0.0,0.0,0.0,0.0,0.0,257831.49,133081.55,36.2203,0.6163,0.3294,36.7245
2024-02,2024-06,4,ES01,Spare Parts,Base,1897212.72,790398.61,856502.76,179203.27,1.0,0,0.0,0.0,-0.0,0.0,0.0,122286.89,56916.38,18.3728,0.4576,0.1657,18.7472
2024-02,2024-06,4,ES01,Spare Parts,Upside,1919093.54,822543.51,882501.31,181207.6,1.0,0,0.0,0.0,0.0,0.0,0.0,123634.79,57572.8,18.5403,0.5171,0.1667,18.9634
2024-02,2024-06,4,ES01,Spare Parts,Downside,1861772.58,742121.97,817044.86,175978.72,1.0,0,0.0,0.0,-0.0,0.0,0.0,120125.55,55853.18,18.1171,0.3421,0.1644,18.397
2024-02,2024-06,4,JP01,Hardware,Base,2981826.1,936149.97,1095671.94,340037.72,1.0,0,0.0,0.0,0.0,0.0,0.0,250582.94,89454.78,25.4778,0.5402,0.2307,25.9197
2024-02,2024-06,4,JP01,Hardware,Upside,3016215.92,983141.31,1133644.69,343458.63,1.0,0,0.0,0.0,-0.0,0.0,0.0,252972.16,90486.47,25.6959,0.6389,0.2318,26.2186
2024-02,2024-06,4,JP01,Hardware,Downside,2926125.27,865992.34,1038335.49,334494.73,1.0,0,0.0,0.0,0.0,0.0,0.0,246710.98,87783.75,25.1241,0.3807,0.2289,25.4355
2024-02,2024-06,4,JP01,Software,Base,557139.52,408116.35,433179.78,93017.73,1.0,0,0.0,0.0,0.0,0.0,0.0,62375.04,30642.68,6.1152,0.1857,0.0549,6.2671
2024-02,2024-06,4,JP01,Software,Upside,563565.09,419585.99,442909.65,93989.23,1.0,0,0.0,0.0,0.0,0.0,0.0,62993.14,30996.09,6.1716,0.2051,0.0552,6.3394
2024-02,2024-06,4,JP01,Software,Downside,546732.09,390651.52,418199.11,91443.29,1.0,0,0.0,0.0,0.0,0.0,0.0,61373.02,30070.28,6.0237,0.1544,0.0543,6.15
2024-02,2024-06,4,JP01,Spare Parts,Base,2634949.65,1098283.87,1190410.56,312941.48,1.0,0,0.0,0.0,0.0,0.0,0.0,233892.98,79048.49,25.5343,0.6348,0.2304,26.0537
2024-02,2024-06,4,JP01,Spare Parts,Upside,2665338.9,1142934.6,1226528.58,316208.53,1.0,0,0.0,0.0,0.0,0.0,0.0,236248.36,79960.17,25.7666,0.7182,0.2317,26.3542
2024-02,2024-06,4,JP01,Spare Parts,Downside,2585728.51,1031224.7,1135593.39,307764.17,1.0,0,0.0,0.0,-0.0,0.0,0.0,230192.31,77571.86,25.1789,0.4744,0.2286,25.567
2024-02,2024-06,4,US01,Events,Base,2021002.73,751688.23,863606.97,536066.49,1.0,0,0.0,0.0,0.0,0.0,0.0,445121.36,90945.13,29.8487,0.7486,0.2692,30.4612
2024-02,2024-06,4,US01,Events,Upside,2044311.24,784889.29,890739.28,541214.63,1.0,0,0.0,0.0,0.0,0.0,0.0,449220.62,91994.01,30.1235,0.8421,0.2709,30.8125
2024-02,2024-06,4,US01,Events,Downside,1983250.18,701948.11,822485.74,527718.93,1.0,0,0.0,0.0,0.0,0.0,0.0,438472.67,89246.27,29.4029,0.5979,0.2665,29.8921
2024-02,2024-06,4,US01,Hardware,Base,5616876.25,1536387.6,1845314.96,779875.28,1.0,0,0.0,0.0,0.0,0.0,0.0,611368.99,168506.28,45.4972,1.0634,0.4111,46.3672
2024-02,2024-06,4,US01,Hardware,Upside,5681656.48,1622286.85,1914323.15,787345.01,1.0,0,0.0,0.0,0.0,0.0,0.0,616895.32,170449.69,45.8999,1.2248,0.4133,46.902
2024-02,2024-06,4,US01,Hardware,Downside,5511952.4,1408472.57,1741393.67,768019.95,1.0,0,0.0,0.0,-0.0,0.0,0.0,602661.38,165358.57,44.8645,0.7781,0.4079,45.5011
2024-02,2024-06,4,US01,Software,Base,843776.99,619562.13,657408.54,176084.83,1.0,0,0.0,0.0,0.0,0.0,0.0,129677.08,46407.75,9.2903,0.2828,0.0833,9.5217
2024-02,2024-06,4,US01,Software,Upside,853508.39,636949.73,672160.0,177829.79,1.0,0,0.0,0.0,0.0,0.0,0.0,130886.81,46942.98,9.376,0.3123,0.0839,9.6315
2024-02,2024-06,4,US01,Software,Downside,828015.15,593084.37,634695.09,173255.99,1.0,0,0.0,0.0,0.0,0.0,0.0,127715.15,45540.85,9.1513,0.2353,0.0825,9.3438
2024-02,2024-07,5,DE01,Hardware,Base,4468574.6,1249526.78,1495396.58,549902.47,1.0,0,0.0,0.0,-0.0,0.0,0.0,415845.25,134057.22,39.6408,0.0,0.3667,36.9574
2024-02,2024-07,5,DE01,Hardware,Upside,4533088.09,1321963.45,1555063.79,555510.43,1.0,0,0.0,0.0,0.0,0.0,0.0,419517.8,135992.63,39.9909,0.0,0.37,37.491
