month,entity,division,supplier,supplier_name,supplier_category,supplier_criticality,single_source,payment_terms_days,current,overdue_1_30,overdue_31_60,overdue_61_90,overdue_90_plus,total_ap,overdue_ap,overdue_pct,weighted_age_days,trailing_12m_spend,supplier_spend_share,group_top5_spend_concentration,group_supplier_count_trailing12
2023-09,DE01,Hardware,SUP-DE01-LOG-02,Logistics Partner DE01 02,Logistics & Freight,4,False,45,76095.77,0.0,0.0,0.0,0.0,76095.77,0.0,0.0,0.0,76095.77,0.0015060894212564641,0.7644084672513324,80
2023-09,DE01,Hardware,SUP-DE01-LOG-03,Logistics Partner DE01 03,Logistics & Freight,4,False,45,55868.94,0.0,0.0,0.0,0.0,55868.94,0.0,0.0,0.0,55868.94,0.0011602234223405572,0.7644084672513324,80
2023-09,DE01,Hardware,SUP-DE01-LOG-04,Logistics Partner DE01 04,Logistics & Freight,4,False,45,53497.68,0.0,0.0,0.0,0.0,53497.68,0.0,0.0,0.0,53497.68,0.001080949738548465,0.7644084672513324,80
2023-09,DE01,Hardware,SUP-DE01-OPS-01,Business Services DE01 01,Corporate Services,3,False,30,29718.85,0.0,0.0,0.0,0.0,29718.85,0.0,0.0,0.0,29718.85,0.000679123954064315,0.7644084672513324,80
2023-09,DE01,Hardware,SUP-DE01-OPS-02,Business Services DE01 02,Corporate Services,3,False,30,29699.21,0.0,0.0,0.0,0.0,29699.21,0.0,0.0,0.0,29699.21,0.0006793469539835587,0.7644084672513324,80
2023-09,DE01,Hardware,SUP-DE01-OPS-03,Business Services DE01 03,Corporate Services,3,False,30,24593.15,0.0,0.0,0.0,0.0,24593.15,0.0,0.0,0.0,24593.15,0.0005458971123106394,0.7644084672513324,80
2023-09,DE01,Hardware,SUP-DE01-OPS-04,Business Services DE01 04,Corporate Services,3,False,30,16660.36,0.0,0.0,0.0,0.0,16660.36,0.0,0.0,0.0,16660.36,0.0003977257451355911,0.7644084672513324,80
2023-09,DE01,Hardware,SUP-DE01-OPS-05,Business Services DE01 05,Corporate Services,3,False,30,26933.61,0.0,0.0,0.0,0.0,26933.61,0.0,0.0,0.0,26933.61,0.0006133085012318371,0.7644084672513324,80
2023-09,DE01,Hardware,SUP-DE01-OPS-06,Business Services DE01 06,Corporate Services,3,False,30,16620.9,0.0,0.0,0.0,0.0,16620.9,0.0,0.0,0.0,16620.9,0.00039844101737656484,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-CAP-01,Capacity Provider DE01 01,Delivery Capacity,4,False,45,11049.49,0.0,0.0,0.0,0.0,11049.49,0.0,0.0,0.0,11049.49,0.0002053362814735368,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-CAP-02,Capacity Provider DE01 02,Delivery Capacity,4,True,45,10054.85,0.0,0.0,0.0,0.0,10054.85,0.0,0.0,0.0,10054.85,0.0001868525615005029,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-CAP-03,Capacity Provider DE01 03,Delivery Capacity,4,False,45,6740.18,0.0,0.0,0.0,0.0,6740.18,0.0,0.0,0.0,6740.18,0.00012525496630725068,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-DEL-01,Delivery Partner DE01 01,Delivery Partners,4,True,30,20062.0,0.0,0.0,0.0,0.0,20062.0,0.0,0.0,0.0,20062.0,0.00037281869832201265,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-DEL-02,Delivery Partner DE01 02,Delivery Partners,4,False,30,23059.09,0.0,0.0,0.0,0.0,23059.09,0.0,0.0,0.0,23059.09,0.00042851460065248425,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-DEL-03,Delivery Partner DE01 03,Delivery Partners,4,False,30,18772.25,0.0,0.0,0.0,0.0,18772.25,0.0,0.0,0.0,18772.25,0.00034885085283498167,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-DEL-04,Delivery Partner DE01 04,Delivery Partners,4,False,30,22162.38,0.0,0.0,0.0,0.0,22162.38,0.0,0.0,0.0,22162.38,0.00041185074585374374,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-DEL-05,Delivery Partner DE01 05,Delivery Partners,4,False,30,28967.37,0.0,0.0,0.0,0.0,28967.37,0.0,0.0,0.0,28967.37,0.0005383100975581756,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-LOG-01,Logistics Partner DE01 01,Logistics & Freight,4,False,45,5909.64,0.0,0.0,0.0,0.0,5909.64,0.0,0.0,0.0,5909.64,0.001658708893487357,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-LOG-02,Logistics Partner DE01 02,Logistics & Freight,4,False,45,4949.43,0.0,0.0,0.0,0.0,4949.43,0.0,0.0,0.0,4949.43,0.0015060894212564641,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-LOG-03,Logistics Partner DE01 03,Logistics & Freight,4,False,45,6564.63,0.0,0.0,0.0,0.0,6564.63,0.0,0.0,0.0,6564.63,0.0011602234223405572,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-LOG-04,Logistics Partner DE01 04,Logistics & Freight,4,False,45,4670.04,0.0,0.0,0.0,0.0,4670.04,0.0,0.0,0.0,4670.04,0.001080949738548465,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-OPS-01,Business Services DE01 01,Corporate Services,3,False,30,6825.95,0.0,0.0,0.0,0.0,6825.95,0.0,0.0,0.0,6825.95,0.000679123954064315,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-OPS-02,Business Services DE01 02,Corporate Services,3,False,30,6857.59,0.0,0.0,0.0,0.0,6857.59,0.0,0.0,0.0,6857.59,0.0006793469539835587,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-OPS-03,Business Services DE01 03,Corporate Services,3,False,30,4782.49,0.0,0.0,0.0,0.0,4782.49,0.0,0.0,0.0,4782.49,0.0005458971123106394,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-OPS-04,Business Services DE01 04,Corporate Services,3,False,30,4741.93,0.0,0.0,0.0,0.0,4741.93,0.0,0.0,0.0,4741.93,0.0003977257451355911,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-OPS-05,Business Services DE01 05,Corporate Services,3,False,30,6069.55,0.0,0.0,0.0,0.0,6069.55,0.0,0.0,0.0,6069.55,0.0006133085012318371,0.7644084672513324,80
2023-09,DE01,Software,SUP-DE01-OPS-06,Business Services DE01 06,Corporate Services,3,False,30,4819.88,0.0,0.0,0.0,0.0,4819.88,0.0,0.0,0.0,4819.88,0.00039844101737656484,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-CAP-01,Capacity Provider ES01 01,Delivery Capacity,4,False,45,22989.32,0.0,0.0,0.0,0.0,22989.32,0.0,0.0,0.0,22989.32,0.000427218041955349,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-CAP-02,Capacity Provider ES01 02,Delivery Capacity,4,False,45,32156.53,0.0,0.0,0.0,0.0,32156.53,0.0,0.0,0.0,32156.53,0.0005975752994294063,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-CAP-03,Capacity Provider ES01 03,Delivery Capacity,4,True,45,14232.95,0.0,0.0,0.0,0.0,14232.95,0.0,0.0,0.0,14232.95,0.0002644955583831268,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-DEL-02,Delivery Partner ES01 02,Delivery Partners,4,False,30,92193.94,0.0,0.0,0.0,0.0,92193.94,0.0,0.0,0.0,92193.94,0.001713270097895411,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-DEL-03,Delivery Partner ES01 03,Delivery Partners,4,False,30,170578.05,0.0,0.0,0.0,0.0,170578.05,0.0,0.0,0.0,170578.05,0.0031699076145602226,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-DEL-04,Delivery Partner ES01 04,Delivery Partners,4,True,30,63154.88,0.0,0.0,0.0,0.0,63154.88,0.0,0.0,0.0,63154.88,0.001173627761653021,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-DEL-05,Delivery Partner ES01 05,Delivery Partners,4,True,30,223911.76,0.0,0.0,0.0,0.0,223911.76,0.0,0.0,0.0,223911.76,0.004161025366473477,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-LOG-01,Logistics Partner ES01 01,Logistics & Freight,4,True,45,21032.31,0.0,0.0,0.0,0.0,21032.31,0.0,0.0,0.0,21032.31,0.002531086435900795,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-LOG-02,Logistics Partner ES01 02,Logistics & Freight,4,False,45,10974.68,0.0,0.0,0.0,0.0,10974.68,0.0,0.0,0.0,10974.68,0.0016361321958298736,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-LOG-03,Logistics Partner ES01 03,Logistics & Freight,4,True,45,13092.3,0.0,0.0,0.0,0.0,13092.3,0.0,0.0,0.0,13092.3,0.0018573497882188722,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-LOG-04,Logistics Partner ES01 04,Logistics & Freight,4,True,45,46169.13,0.0,0.0,0.0,0.0,46169.13,0.0,0.0,0.0,46169.13,0.0027244500375434113,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-OPS-01,Business Services ES01 01,Corporate Services,3,False,30,7035.05,0.0,0.0,0.0,0.0,7035.05,0.0,0.0,0.0,7035.05,0.0005957621242526902,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-OPS-02,Business Services ES01 02,Corporate Services,3,False,30,3837.3,0.0,0.0,0.0,0.0,3837.3,0.0,0.0,0.0,3837.3,0.0007189169888204646,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-OPS-03,Business Services ES01 03,Corporate Services,3,False,30,13241.97,0.0,0.0,0.0,0.0,13241.97,0.0,0.0,0.0,13241.97,0.0007949804029417802,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-OPS-04,Business Services ES01 04,Corporate Services,3,False,30,17177.66,0.0,0.0,0.0,0.0,17177.66,0.0,0.0,0.0,17177.66,0.0008726653981425282,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-OPS-05,Business Services ES01 05,Corporate Services,3,False,30,4353.86,0.0,0.0,0.0,0.0,4353.86,0.0,0.0,0.0,4353.86,0.0006286549840076464,0.7644084672513324,80
2023-09,ES01,Events,SUP-ES01-OPS-06,Business Services ES01 06,Corporate Services,3,False,30,13588.39,0.0,0.0,0.0,0.0,13588.39,0.0,0.0,0.0,13588.39,0.0008963747495565028,0.7644084672513324,80
2023-09,ES01,Hardware,SUP-ES01-LOG-01,Logistics Partner ES01 01,Logistics & Freight,4,True,45,75154.89,0.0,0.0,0.0,0.0,75154.89,0.0,0.0,0.0,75154.89,0.002531086435900795,0.7644084672513324,80
2023-09,ES01,Hardware,SUP-ES01-LOG-02,Logistics Partner ES01 02,Logistics & Freight,4,False,45,50883.27,0.0,0.0,0.0,0.0,50883.27,0.0,0.0,0.0,50883.27,0.0016361321958298736,0.7644084672513324,80
2023-09,ES01,Hardware,SUP-ES01-LOG-03,Logistics Partner ES01 03,Logistics & Freight,4,True,45,48160.57,0.0,0.0,0.0,0.0,48160.57,0.0,0.0,0.0,48160.57,0.0018573497882188722,0.7644084672513324,80
2023-09,ES01,Hardware,SUP-ES01-LOG-04,Logistics Partner ES01 04,Logistics & Freight,4,True,45,65436.65,0.0,0.0,0.0,0.0,65436.65,0.0,0.0,0.0,65436.65,0.0027244500375434113,0.7644084672513324,80
2023-09,ES01,Hardware,SUP-ES01-OPS-01,Business Services ES01 01,Corporate Services,3,False,30,16001.64,0.0,0.0,0.0,0.0,16001.64,0.0,0.0,0.0,16001.64,0.0005957621242526902,0.7644084672513324,80
2023-09,ES01,Hardware,SUP-ES01-OPS-02,Business Services ES01 02,Corporate Services,3,False,30,24908.77,0.0,0.0,0.0,0.0,24908.77,0.0,0.0,0.0,24908.77,0.0007189169888204646,0.7644084672513324,80
2023-09,ES01,Hardware,SUP-ES01-OPS-03,Business Services ES01 03,Corporate Services,3,False,30,20773.7,0.0,0.0,0.0,0.0,20773.7,0.0,0.0,0.0,20773.7,0.0007949804029417802,0.7644084672513324,80
2023-09,ES01,Hardware,SUP-ES01-OPS-04,Business Services ES01 04,Corporate Services,3,False,30,19868.399999999998,0.0,0.0,0.0,0.0,19868.399999999998,0.0,0.0,0.0,19868.399999999998,0.0008726653981425282,0.7644084672513324,80
2023-09,ES01,Hardware,SUP-ES01-OPS-05,Business Services ES01 05,Corporate Services,3,False,30,19894.2,0.0,0.0,0.0,0.0,19894.2,0.0,0.0,0.0,19894.2,0.0006286549840076464,0.7644084672513324,80
2023-09,ES01,Hardware,SUP-ES01-OPS-06,Business Services ES01 06,Corporate Services,3,False,30,27078.92,0.0,0.0,0.0,0.0,27078.92,0.0,0.0,0.0,27078.92,0.0008963747495565028,0.7644084672513324,80
2023-09,ES01,Spare Parts,SUP-ES01-LOG-01,Logistics Partner ES01 01,Logistics & Freight,4,True,45,40014.81,0.0,0.0,0.0,0.0,40014.81,0.0,0.0,0.0,40014.81,0.002531086435900795,0.7644084672513324,80
2023-09,ES01,Spare Parts,SUP-ES01-LOG-02,Logistics Partner ES01 02,Logistics & Freight,4,False,45,26185.07,0.0,0.0,0.0,0.0,26185.07,0.0,0.0,0.0,26185.07,0.0016361321958298736,0.7644084672513324,80
2023-09,ES01,Spare Parts,SUP-ES01-LOG-03,Logistics Partner ES01 03,Logistics & Freight,4,True,45,38694.24,0.0,0.0,0.0,0.0,38694.24,0.0,0.0,0.0,38694.24,0.0018573497882188722,0.7644084672513324,80
2023-09,ES01,Spare Parts,SUP-ES01-LOG-04,Logistics Partner ES01 04,Logistics & Freight,4,True,45,35001.45,0.0,0.0,0.0,0.0,35001.45,0.0,0.0,0.0,35001.45,0.0027244500375434113,0.7644084672513324,80
2023-09,ES01,Spare Parts,SUP-ES01-OPS-01,Business Services ES01 01,Corporate Services,3,False,30,9022.27,0.0,0.0,0.0,0.0,9022.27,0.0,0.0,0.0,9022.27,0.0005957621242526902,0.7644084672513324,80
2023-09,ES01,Spare Parts,SUP-ES01-OPS-02,Business Services ES01 02,Corporate Services,3,False,30,9940.06,0.0,0.0,0.0,0.0,9940.06,0.0,0.0,0.0,9940.06,0.0007189169888204646,0.7644084672513324,80
2023-09,ES01,Spare Parts,SUP-ES01-OPS-03,Business Services ES01 03,Corporate Services,3,False,30,8763.56,0.0,0.0,0.0,0.0,8763.56,0.0,0.0,0.0,8763.56,0.0007949804029417802,0.7644084672513324,80
2023-09,ES01,Spare Parts,SUP-ES01-OPS-04,Business Services ES01 04,Corporate Services,3,False,30,9913.53,0.0,0.0,0.0,0.0,9913.53,0.0,0.0,0.0,9913.53,0.0008726653981425282,0.7644084672513324,80
2023-09,ES01,Spare Parts,SUP-ES01-OPS-05,Business Services ES01 05,Corporate Services,3,False,30,9580.92,0.0,0.0,0.0,0.0,9580.92,0.0,0.0,0.0,9580.92,0.0006286549840076464,0.7644084672513324,80
2023-09,ES01,Spare Parts,SUP-ES01-OPS-06,Business Services ES01 06,Corporate Services,3,False,30,7568.12,0.0,0.0,0.0,0.0,7568.12,0.0,0.0,0.0,7568.12,0.0008963747495565028,0.7644084672513324,80
2023-09,JP01,Hardware,SUP-JP01-LOG-01,Logistics Partner JP01 01,Logistics & Freight,4,False,45,42629.85,0.0,0.0,0.0,0.0,42629.85,0.0,0.0,0.0,42629.85,0.001658909593414676,0.7644084672513324,80
2023-09,JP01,Hardware,SUP-JP01-LOG-02,Logistics Partner JP01 02,Logistics & Freight,4,False,45,41091.78,0.0,0.0,0.0,0.0,41091.78,0.0,0.0,0.0,41091.78,0.001669733080328428,0.7644084672513324,80
2023-09,JP01,Hardware,SUP-JP01-LOG-03,Logistics Partner JP01 03,Logistics & Freight,4,True,45,48708.93,0.0,0.0,0.0,0.0,48708.93,0.0,0.0,0.0,48708.93,0.0018529210098226954,0.7644084672513324,80
2023-09,JP01,Hardware,SUP-JP01-LOG-04,Logistics Partner JP01 04,Logistics & Freight,4,False,45,45210.5,0.0,0.0,0.0,0.0,45210.5,0.0,0.0,0.0,45210.5,0.002021169803060305,0.7644084672513324,80
2023-09,JP01,Hardware,SUP-JP01-OPS-01,Business Services JP01 01,Corporate Services,3,False,30,21145.0,0.0,0.0,0.0,0.0,21145.0,0.0,0.0,0.0,21145.0,0.0007593344233504963,0.7644084672513324,80
2023-09,JP01,Hardware,SUP-JP01-OPS-02,Business Services JP01 02,Corporate Services,3,False,30,13840.13,0.0,0.0,0.0,0.0,13840.13,0.0,0.0,0.0,13840.13,0.000563724097521501,0.7644084672513324,80
2023-09,JP01,Hardware,SUP-JP01-OPS-03,Business Services JP01 03,Corporate Services,3,False,30,14619.449999999999,0.0,0.0,0.0,0.0,14619.449999999999,0.0,0.0,0.0,14619.449999999999,0.0005825950940209546,0.7644084672513324,80
2023-09,JP01,Hardware,SUP-JP01-OPS-04,Business Services JP01 04,Corporate Services,3,False,30,12418.39,0.0,0.0,0.0,0.0,12418.39,0.0,0.0,0.0,12418.39,0.0005382099334277821,0.7644084672513324,80
2023-09,JP01,Hardware,SUP-JP01-OPS-05,Business Services JP01 05,Corporate Services,3,False,30,14782.33,0.0,0.0,0.0,0.0,14782.33,0.0,0.0,0.0,14782.33,0.0005621188697694795,0.7644084672513324,80
2023-09,JP01,Hardware,SUP-JP01-OPS-06,Business Services JP01 06,Corporate Services,3,False,30,16039.17,0.0,0.0,0.0,0.0,16039.17,0.0,0.0,0.0,16039.17,0.0006431577837556507,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-CAP-01,Capacity Provider JP01 01,Delivery Capacity,4,False,45,8956.56,0.0,0.0,0.0,0.0,8956.56,0.0,0.0,0.0,8956.56,0.00016644267972500275,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-CAP-02,Capacity Provider JP01 02,Delivery Capacity,4,True,45,7300.12,0.0,0.0,0.0,0.0,7300.12,0.0,0.0,0.0,7300.12,0.0001356605142056869,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-CAP-03,Capacity Provider JP01 03,Delivery Capacity,4,False,45,6864.72,0.0,0.0,0.0,0.0,6864.72,0.0,0.0,0.0,6864.72,0.0001275693338024667,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-DEL-01,Delivery Partner JP01 01,Delivery Partners,4,False,30,18450.86,0.0,0.0,0.0,0.0,18450.86,0.0,0.0,0.0,18450.86,0.00034287835749784125,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-DEL-02,Delivery Partner JP01 02,Delivery Partners,4,False,30,14951.86,0.0,0.0,0.0,0.0,14951.86,0.0,0.0,0.0,14951.86,0.000277855297711742,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-DEL-03,Delivery Partner JP01 03,Delivery Partners,4,True,30,22579.04,0.0,0.0,0.0,0.0,22579.04,0.0,0.0,0.0,22579.04,0.000419593674716412,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-DEL-04,Delivery Partner JP01 04,Delivery Partners,4,False,30,20874.83,0.0,0.0,0.0,0.0,20874.83,0.0,0.0,0.0,20874.83,0.00038792378368524076,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-DEL-05,Delivery Partner JP01 05,Delivery Partners,4,False,30,17274.91,0.0,0.0,0.0,0.0,17274.91,0.0,0.0,0.0,17274.91,0.0003210252945783032,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-LOG-01,Logistics Partner JP01 01,Logistics & Freight,4,False,45,5078.46,0.0,0.0,0.0,0.0,5078.46,0.0,0.0,0.0,5078.46,0.001658909593414676,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-LOG-02,Logistics Partner JP01 02,Logistics & Freight,4,False,45,4139.35,0.0,0.0,0.0,0.0,4139.35,0.0,0.0,0.0,4139.35,0.001669733080328428,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-LOG-03,Logistics Partner JP01 03,Logistics & Freight,4,True,45,3825.54,0.0,0.0,0.0,0.0,3825.54,0.0,0.0,0.0,3825.54,0.0018529210098226954,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-LOG-04,Logistics Partner JP01 04,Logistics & Freight,4,False,45,5270.4,0.0,0.0,0.0,0.0,5270.4,0.0,0.0,0.0,5270.4,0.002021169803060305,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-OPS-01,Business Services JP01 01,Corporate Services,3,False,30,3820.91,0.0,0.0,0.0,0.0,3820.91,0.0,0.0,0.0,3820.91,0.0007593344233504963,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-OPS-02,Business Services JP01 02,Corporate Services,3,False,30,4286.11,0.0,0.0,0.0,0.0,4286.11,0.0,0.0,0.0,4286.11,0.000563724097521501,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-OPS-03,Business Services JP01 03,Corporate Services,3,False,30,4069.23,0.0,0.0,0.0,0.0,4069.23,0.0,0.0,0.0,4069.23,0.0005825950940209546,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-OPS-04,Business Services JP01 04,Corporate Services,3,False,30,2658.72,0.0,0.0,0.0,0.0,2658.72,0.0,0.0,0.0,2658.72,0.0005382099334277821,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-OPS-05,Business Services JP01 05,Corporate Services,3,False,30,6665.03,0.0,0.0,0.0,0.0,6665.03,0.0,0.0,0.0,6665.03,0.0005621188697694795,0.7644084672513324,80
2023-09,JP01,Software,SUP-JP01-OPS-06,Business Services JP01 06,Corporate Services,3,False,30,6771.2699999999995,0.0,0.0,0.0,0.0,6771.2699999999995,0.0,0.0,0.0,6771.2699999999995,0.0006431577837556507,0.7644084672513324,80
2023-09,JP01,Spare Parts,SUP-JP01-LOG-01,Logistics Partner JP01 01,Logistics & Freight,4,False,45,41560.4,0.0,0.0,0.0,0.0,41560.4,0.0,0.0,0.0,41560.4,0.001658909593414676,0.7644084672513324,80
2023-09,JP01,Spare Parts,SUP-JP01-LOG-02,Logistics Partner JP01 02,Logistics & Freight,4,False,45,44620.01,0.0,0.0,0.0,0.0,44620.01,0.0,0.0,0.0,44620.01,0.001669733080328428,0.7644084672513324,80
2023-09,JP01,Spare Parts,SUP-JP01-LOG-03,Logistics Partner JP01 03,Logistics & Freight,4,True,45,47174.32,0.0,0.0,0.0,0.0,47174.32,0.0,0.0,0.0,47174.32,0.0018529210098226954,0.7644084672513324,80
2023-09,JP01,Spare Parts,SUP-JP01-LOG-04,Logistics Partner JP01 04,Logistics & Freight,4,False,45,58281.64,0.0,0.0,0.0,0.0,58281.64,0.0,0.0,0.0,58281.64,0.002021169803060305,0.7644084672513324,80
2023-09,JP01,Spare Parts,SUP-JP01-OPS-01,Business Services JP01 01,Corporate Services,3,False,30,15895.15,0.0,0.0,0.0,0.0,15895.15,0.0,0.0,0.0,15895.15,0.0007593344233504963,0.7644084672513324,80
2023-09,JP01,Spare Parts,SUP-JP01-OPS-02,Business Services JP01 02,Corporate Services,3,False,30,12208.7,0.0,0.0,0.0,0.0,12208.7,0.0,0.0,0.0,12208.7,0.000563724097521501,0.7644084672513324,80
2023-09,JP01,Spare Parts,SUP-JP01-OPS-03,Business Services JP01 03,Corporate Services,3,False,30,12661.74,0.0,0.0,0.0,0.0,12661.74,0.0,0.0,0.0,12661.74,0.0005825950940209546,0.7644084672513324,80
2023-09,JP01,Spare Parts,SUP-JP01-OPS-04,Business Services JP01 04,Corporate Services,3,False,30,13884.87,0.0,0.0,0.0,0.0,13884.87,0.0,0.0,0.0,13884.87,0.0005382099334277821,0.7644084672513324,80
2023-09,JP01,Spare Parts,SUP-JP01-OPS-05,Business Services JP01 05,Corporate Services,3,False,30,8801.2,0.0,0.0,0.0,0.0,8801.2,0.0,0.0,0.0,8801.2,0.0005621188697694795,0.7644084672513324,80
2023-09,JP01,Spare Parts,SUP-JP01-OPS-06,Business Services JP01 06,Corporate Services,3,False,30,11798.96,0.0,0.0,0.0,0.0,11798.96,0.0,0.0,0.0,11798.96,0.0006431577837556507,0.7644084672513324,80
2023-09,US01,Events,SUP-US01-CAP-01,Capacity Provider US01 01,Delivery Capacity,4,False,45,14191.88,0.0,0.0,0.0,0.0,14191.88,0.0,0.0,0.0,14191.88,0.0005017264033064727,0.7644084672513324,80
2023-09,US01,Events,SUP-US01-CAP-02,Capacity Provider US01 02,Delivery Capacity,4,True,45,6076.38,0.0,0.0,0.0,0.0,6076.38,0.0,0.0,0.0,6076.38,0.00029442883754318884,0.7644084672513324,80
2023-09,US01,Events,SUP-US01-CAP-03,Capacity Provider US01 03,Delivery Capacity,4,False,45,42458.44,0.0,0.0,0.0,0.0,42458.44,0.0,0.0,0.0,42458.44,0.0010130895622897896,0.7644084672513324,80
