entity,division,customer,customer_segment,revenue,marginal_contribution,gross_profit,opex,mc_pct,gross_margin_pct,operating_contribution,customer_name
JP01,Spare Parts,C067,Core,3513282.77,1662621.93,1539596.88,422358.74945298204,0.473238859165327,0.43822173755743543,1117238.1305470178,Orion JP01
JP01,Spare Parts,C068,Core,5305931.61,2524941.43,2339774.15,637926.9769887355,0.4758714615245484,0.440973295922297,1701847.1730112643,Atlas JP01
JP01,Spare Parts,C069,Growth,3569160.38,1726595.24,1604149.88,428981.7192904891,0.4837538962034539,0.4494474075720856,1175168.1607095108,Nimbus JP01
JP01,Spare Parts,C070,Core,6170545.99,2849557.81,2633855.58,742242.2366781186,0.46179994681475506,0.42684319738778903,1891613.3433218815,Summit JP01
JP01,Spare Parts,C071,Growth,4034230.55,1951258.94,1812587.67,485047.88664081483,0.48367561442416823,0.44930195424750824,1327539.783359185,Cobalt JP01
JP01,Spare Parts,C072,Strategic,7389677.78,3473495.36,3215563.54,887989.678102506,0.47004693078782656,0.43514259156236174,2327573.861897494,Vertex JP01
JP01,Spare Parts,C073,Core,5551276.18,2568482.79,2373450.83,667256.022846354,0.46268330140980307,0.4275504862379231,1706194.807153646,Nova JP01
US01,Events,C048,Growth,3173591.85,1472779.33,1296834.57,781382.9159960889,0.4640733275137444,0.4086330666623057,515451.6540039112,Northstar US01
US01,Events,C049,Strategic,9838859.16,4445856.62,3901006.38,2573427.614217407,0.4518670861835977,0.39648970643462284,1327578.7657825928,Kestrel US01
US01,Events,C050,Growth,2636667.57,1264529.5,1120413.51,652036.0641605413,0.4795938306322022,0.42493544607142114,468377.4458394587,Helix US01
US01,Events,C051,Growth,4960249.42,2280881.72,2011617.62,1277766.15393286,0.45983206223528983,0.4055476750602594,733851.4660671402,Vector US01
US01,Events,C052,Growth,5244865.0200000005,2352300.7600000002,2062329.0,1270967.6616931027,0.44849595767099454,0.39320916594341637,791361.3383068973,Redwood US01
US01,Hardware,C041,Growth,8394286.88,3134111.36,2680244.21,1184972.6817392774,0.37336243147315445,0.31929385405994126,1495271.5282607225,Summit US01
US01,Hardware,C042,Growth,5009672.54,2016816.8,1749273.44,707162.2397363333,0.4025845569538962,0.3491791980479427,1042111.2002636667,Cobalt US01
US01,Hardware,C043,Core,8931313.36,3222397.2,2735002.76,1254898.8242596742,0.3607976867581321,0.30622626815996074,1480103.9357403256,Vertex US01
US01,Hardware,C044,Core,9941591.89,3553515.79,3007017.17,1400412.1897148322,0.35743931447984634,0.3024683776271971,1606604.9802851677,Nova US01
US01,Hardware,C045,Strategic,13507631.14,4686556.89,3946002.53,1898077.5504371116,0.34695623839784534,0.2921313507232771,2047924.9795628882,Meridian US01
US01,Hardware,C046,Core,12902420.42,4635250.09,3929557.74,1818458.545056683,0.3592543057126641,0.3045597346920122,2111099.194943317,Orion US01
US01,Hardware,C047,Core,15448581.23,5437062.67,4587755.67,2171588.699056088,0.35194576052340826,0.2969693851944746,2416166.970943912,Atlas US01
US01,Software,C034,Growth,1251954.1,992007.53,935777.97,262614.55111226067,0.7923673319972353,0.7474538962730343,673163.4188877393,Kestrel US01
US01,Software,C035,Core,1420157.89,1118499.99,1055189.93,297892.24983882945,0.7875884772220644,0.743008884737457,757297.6801611704,Helix US01
US01,Software,C036,Growth,1098908.62,871130.43,822675.9,230530.8698272637,0.7927232657434246,0.7486299452269288,592145.0301727364,Vector US01
US01,Software,C037,Core,1826033.18,1442572.74,1361055.69,383084.8021466794,0.7900035748528951,0.7453619709144605,977970.8878533206,Redwood US01
US01,Software,C038,Strategic,3570328.04,2830733.52,2669142.21,748955.8718067339,0.792849701284031,0.7475901878192682,1920186.3381932662,Pioneer US01
US01,Software,C039,Strategic,2729250.1,2142477.22,2019654.27,572553.3001642658,0.7850058226616902,0.7400033694237109,1447100.9698357342,Keystone US01
US01,Software,C040,Growth,939020.43,744670.99,703221.05,196980.18510396712,0.793029593615977,0.7488879129072836,506240.86489603296,Axiom US01
