month,entity,division,action_revenue_impact,action_gross_profit_impact,action_opex_impact,action_ebit_impact,active_action_count
2023-11,US01,Software,0.0,0.0,0.0,0.0,0
2023-12,DE01,Hardware,0.0,0.0,0.0,0.0,0
2023-12,DE01,Software,0.0,0.0,0.0,0.0,0
2023-12,ES01,Events,0.0,0.0,0.0,0.0,0
2023-12,ES01,Hardware,0.0,0.0,0.0,0.0,0
2023-12,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2023-12,JP01,Hardware,0.0,0.0,0.0,0.0,0
2023-12,JP01,Software,0.0,0.0,0.0,0.0,0
2023-12,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2023-12,US01,Events,0.0,0.0,0.0,0.0,0
2023-12,US01,Hardware,0.0,0.0,0.0,0.0,0
2023-12,US01,Software,0.0,0.0,0.0,0.0,0
2024-01,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-01,DE01,Software,0.0,0.0,0.0,0.0,0
2024-01,ES01,Events,0.0,0.0,0.0,0.0,0
2024-01,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-01,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-01,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-01,JP01,Software,0.0,0.0,0.0,0.0,0
2024-01,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-01,US01,Events,0.0,0.0,0.0,0.0,0
2024-01,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-01,US01,Software,0.0,0.0,0.0,0.0,0
2024-02,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-02,DE01,Software,0.0,0.0,0.0,0.0,0
2024-02,ES01,Events,0.0,0.0,0.0,0.0,0
2024-02,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-02,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-02,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-02,JP01,Software,0.0,0.0,0.0,0.0,0
2024-02,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-02,US01,Events,0.0,0.0,0.0,0.0,0
2024-02,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-02,US01,Software,0.0,0.0,0.0,0.0,0
2024-03,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-03,DE01,Software,0.0,0.0,0.0,0.0,0
2024-03,ES01,Events,0.0,0.0,0.0,0.0,0
2024-03,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-03,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-03,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-03,JP01,Software,0.0,0.0,0.0,0.0,0
2024-03,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-03,US01,Events,0.0,0.0,0.0,0.0,0
2024-03,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-03,US01,Software,0.0,0.0,0.0,0.0,0
2024-04,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-04,DE01,Software,0.0,0.0,0.0,0.0,0
2024-04,ES01,Events,0.0,0.0,0.0,0.0,0
2024-04,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-04,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-04,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-04,JP01,Software,0.0,0.0,0.0,0.0,0
2024-04,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-04,US01,Events,0.0,0.0,0.0,0.0,0
2024-04,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-04,US01,Software,0.0,0.0,0.0,0.0,0
2024-05,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-05,DE01,Software,0.0,0.0,0.0,0.0,0
2024-05,ES01,Events,0.0,0.0,0.0,0.0,0
2024-05,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-05,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-05,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-05,JP01,Software,0.0,0.0,0.0,0.0,0
2024-05,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-05,US01,Events,0.0,0.0,0.0,0.0,0
2024-05,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-05,US01,Software,0.0,0.0,0.0,0.0,0
2024-06,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-06,DE01,Software,0.0,0.0,0.0,0.0,0
2024-06,ES01,Events,0.0,0.0,0.0,0.0,0
2024-06,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-06,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-06,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-06,JP01,Software,0.0,0.0,0.0,0.0,0
2024-06,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-06,US01,Events,0.0,0.0,0.0,0.0,0
2024-06,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-06,US01,Software,0.0,0.0,0.0,0.0,0
2024-07,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-07,DE01,Software,0.0,0.0,0.0,0.0,0
2024-07,ES01,Events,0.0,0.0,0.0,0.0,0
2024-07,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-07,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-07,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-07,JP01,Software,0.0,0.0,0.0,0.0,0
2024-07,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-07,US01,Events,0.0,0.0,0.0,0.0,0
2024-07,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-07,US01,Software,0.0,0.0,0.0,0.0,0
2024-08,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-08,DE01,Software,0.0,0.0,0.0,0.0,0
2024-08,ES01,Events,0.0,0.0,0.0,0.0,0
2024-08,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-08,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-08,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-08,JP01,Software,0.0,0.0,0.0,0.0,0
2024-08,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-08,US01,Events,0.0,0.0,0.0,0.0,0
2024-08,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-08,US01,Software,0.0,0.0,0.0,0.0,0
2024-09,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-09,DE01,Software,0.0,0.0,0.0,0.0,0
2024-09,ES01,Events,0.0,0.0,0.0,0.0,0
2024-09,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-09,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-09,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-09,JP01,Software,0.0,0.0,0.0,0.0,0
2024-09,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-09,US01,Events,0.0,0.0,0.0,0.0,0
2024-09,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-09,US01,Software,0.0,0.0,0.0,0.0,0
2024-10,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-10,DE01,Software,0.0,0.0,0.0,0.0,0
2024-10,ES01,Events,0.0,0.0,0.0,0.0,0
2024-10,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-10,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-10,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-10,JP01,Software,0.0,0.0,0.0,0.0,0
2024-10,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-10,US01,Events,0.0,0.0,0.0,0.0,0
2024-10,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-10,US01,Software,0.0,0.0,0.0,0.0,0
2024-11,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-11,DE01,Software,0.0,0.0,0.0,0.0,0
2024-11,ES01,Events,0.0,0.0,0.0,0.0,0
2024-11,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-11,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-11,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-11,JP01,Software,0.0,0.0,0.0,0.0,0
2024-11,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-11,US01,Events,0.0,0.0,0.0,0.0,0
2024-11,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-11,US01,Software,0.0,0.0,0.0,0.0,0
2024-12,DE01,Hardware,0.0,0.0,0.0,0.0,0
2024-12,DE01,Software,0.0,0.0,0.0,0.0,0
2024-12,ES01,Events,0.0,0.0,0.0,0.0,0
2024-12,ES01,Hardware,0.0,0.0,0.0,0.0,0
2024-12,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-12,JP01,Hardware,0.0,0.0,0.0,0.0,0
2024-12,JP01,Software,0.0,0.0,0.0,0.0,0
2024-12,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2024-12,US01,Events,0.0,0.0,0.0,0.0,0
2024-12,US01,Hardware,0.0,0.0,0.0,0.0,0
2024-12,US01,Software,0.0,0.0,0.0,0.0,0
2025-01,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-01,DE01,Software,0.0,0.0,0.0,0.0,0
2025-01,ES01,Events,0.0,0.0,0.0,0.0,0
2025-01,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-01,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-01,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-01,JP01,Software,0.0,0.0,0.0,0.0,0
2025-01,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-01,US01,Events,0.0,0.0,0.0,0.0,0
2025-01,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-01,US01,Software,0.0,0.0,0.0,0.0,0
2025-02,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-02,DE01,Software,0.0,0.0,0.0,0.0,0
2025-02,ES01,Events,0.0,0.0,0.0,0.0,0
2025-02,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-02,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-02,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-02,JP01,Software,0.0,0.0,0.0,0.0,0
2025-02,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-02,US01,Events,0.0,0.0,0.0,0.0,0
2025-02,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-02,US01,Software,0.0,0.0,0.0,0.0,0
2025-03,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-03,DE01,Software,0.0,0.0,0.0,0.0,0
2025-03,ES01,Events,0.0,0.0,0.0,0.0,0
2025-03,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-03,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-03,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-03,JP01,Software,0.0,0.0,0.0,0.0,0
2025-03,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-03,US01,Events,0.0,0.0,0.0,0.0,0
2025-03,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-03,US01,Software,0.0,0.0,0.0,0.0,0
2025-04,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-04,DE01,Software,0.0,0.0,0.0,0.0,0
2025-04,ES01,Events,0.0,0.0,0.0,0.0,0
2025-04,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-04,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-04,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-04,JP01,Software,0.0,0.0,0.0,0.0,0
2025-04,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-04,US01,Events,0.0,0.0,0.0,0.0,0
2025-04,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-04,US01,Software,0.0,0.0,0.0,0.0,0
2025-05,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-05,DE01,Software,0.0,0.0,0.0,0.0,0
2025-05,ES01,Events,0.0,0.0,0.0,0.0,0
2025-05,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-05,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-05,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-05,JP01,Software,0.0,0.0,0.0,0.0,0
2025-05,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-05,US01,Events,0.0,0.0,0.0,0.0,0
2025-05,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-05,US01,Software,0.0,0.0,0.0,0.0,0
2025-06,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-06,DE01,Software,0.0,0.0,0.0,0.0,0
2025-06,ES01,Events,0.0,0.0,0.0,0.0,0
2025-06,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-06,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-06,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-06,JP01,Software,0.0,0.0,0.0,0.0,0
2025-06,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-06,US01,Events,0.0,0.0,0.0,0.0,0
2025-06,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-06,US01,Software,0.0,0.0,0.0,0.0,0
2025-07,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-07,DE01,Software,0.0,0.0,0.0,0.0,0
2025-07,ES01,Events,0.0,0.0,0.0,0.0,0
2025-07,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-07,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-07,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-07,JP01,Software,0.0,0.0,0.0,0.0,0
2025-07,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-07,US01,Events,0.0,0.0,0.0,0.0,0
2025-07,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-07,US01,Software,0.0,0.0,0.0,0.0,0
2025-08,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-08,DE01,Software,0.0,0.0,0.0,0.0,0
2025-08,ES01,Events,0.0,0.0,0.0,0.0,0
2025-08,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-08,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-08,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-08,JP01,Software,0.0,0.0,0.0,0.0,0
2025-08,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-08,US01,Events,0.0,0.0,0.0,0.0,0
2025-08,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-08,US01,Software,0.0,0.0,0.0,0.0,0
2025-09,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-09,DE01,Software,0.0,0.0,0.0,0.0,0
2025-09,ES01,Events,0.0,0.0,0.0,0.0,0
2025-09,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-09,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-09,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-09,JP01,Software,0.0,0.0,0.0,0.0,0
2025-09,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-09,US01,Events,0.0,0.0,0.0,0.0,0
2025-09,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-09,US01,Software,0.0,0.0,0.0,0.0,0
2025-10,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-10,DE01,Software,0.0,0.0,0.0,0.0,0
2025-10,ES01,Events,0.0,0.0,0.0,0.0,0
2025-10,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-10,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-10,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-10,JP01,Software,0.0,0.0,0.0,0.0,0
2025-10,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-10,US01,Events,0.0,0.0,0.0,0.0,0
2025-10,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-10,US01,Software,0.0,0.0,0.0,0.0,0
2025-11,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-11,DE01,Software,0.0,0.0,0.0,0.0,0
2025-11,ES01,Events,0.0,0.0,0.0,0.0,0
2025-11,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-11,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-11,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-11,JP01,Software,0.0,0.0,0.0,0.0,0
2025-11,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-11,US01,Events,0.0,0.0,0.0,0.0,0
2025-11,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-11,US01,Software,0.0,0.0,0.0,0.0,0
2025-12,DE01,Hardware,0.0,0.0,0.0,0.0,0
2025-12,DE01,Software,0.0,0.0,0.0,0.0,0
2025-12,ES01,Events,0.0,0.0,0.0,0.0,0
2025-12,ES01,Hardware,0.0,0.0,0.0,0.0,0
2025-12,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-12,JP01,Hardware,0.0,0.0,0.0,0.0,0
2025-12,JP01,Software,0.0,0.0,0.0,0.0,0
2025-12,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2025-12,US01,Events,0.0,0.0,0.0,0.0,0
2025-12,US01,Hardware,0.0,0.0,0.0,0.0,0
2025-12,US01,Software,0.0,0.0,0.0,0.0,0
2026-01,DE01,Hardware,0.0,0.0,0.0,0.0,0
2026-01,DE01,Software,0.0,0.0,0.0,0.0,0
2026-01,ES01,Events,0.0,0.0,0.0,0.0,0
2026-01,ES01,Hardware,0.0,0.0,0.0,0.0,0
2026-01,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-01,JP01,Hardware,0.0,0.0,0.0,0.0,0
2026-01,JP01,Software,0.0,0.0,0.0,0.0,0
2026-01,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-01,US01,Events,0.0,0.0,0.0,0.0,0
2026-01,US01,Hardware,0.0,0.0,0.0,0.0,0
2026-01,US01,Software,0.0,0.0,0.0,0.0,0
2026-02,DE01,Hardware,0.0,0.0,0.0,0.0,0
2026-02,DE01,Software,0.0,0.0,0.0,0.0,0
2026-02,ES01,Events,0.0,0.0,0.0,0.0,0
2026-02,ES01,Hardware,0.0,0.0,0.0,0.0,0
2026-02,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-02,JP01,Hardware,0.0,0.0,0.0,0.0,0
2026-02,JP01,Software,0.0,0.0,0.0,0.0,0
2026-02,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-02,US01,Events,0.0,0.0,0.0,0.0,0
2026-02,US01,Hardware,0.0,0.0,0.0,0.0,0
2026-02,US01,Software,0.0,0.0,0.0,0.0,0
2026-03,DE01,Hardware,0.0,0.0,0.0,0.0,0
2026-03,DE01,Software,0.0,0.0,0.0,0.0,0
2026-03,ES01,Events,0.0,0.0,0.0,0.0,0
2026-03,ES01,Hardware,0.0,0.0,0.0,0.0,0
2026-03,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-03,JP01,Hardware,0.0,0.0,0.0,0.0,0
2026-03,JP01,Software,0.0,0.0,0.0,0.0,0
2026-03,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-03,US01,Events,0.0,0.0,0.0,0.0,0
2026-03,US01,Hardware,0.0,0.0,0.0,0.0,0
2026-03,US01,Software,0.0,0.0,0.0,0.0,0
2026-04,DE01,Hardware,0.0,0.0,0.0,0.0,0
2026-04,DE01,Software,0.0,0.0,0.0,0.0,0
2026-04,ES01,Events,0.0,0.0,0.0,0.0,0
2026-04,ES01,Hardware,0.0,0.0,0.0,0.0,0
2026-04,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-04,JP01,Hardware,0.0,0.0,0.0,0.0,0
2026-04,JP01,Software,0.0,0.0,0.0,0.0,0
2026-04,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-04,US01,Events,0.0,0.0,0.0,0.0,0
2026-04,US01,Hardware,0.0,0.0,0.0,0.0,0
2026-04,US01,Software,0.0,0.0,0.0,0.0,0
2026-05,DE01,Hardware,0.0,0.0,0.0,0.0,0
2026-05,DE01,Software,0.0,0.0,0.0,0.0,0
2026-05,ES01,Events,0.0,0.0,0.0,0.0,0
2026-05,ES01,Hardware,0.0,0.0,0.0,0.0,0
2026-05,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-05,JP01,Hardware,0.0,0.0,0.0,0.0,0
2026-05,JP01,Software,0.0,0.0,0.0,0.0,0
2026-05,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-05,US01,Events,0.0,0.0,0.0,0.0,0
2026-05,US01,Hardware,0.0,0.0,0.0,0.0,0
2026-05,US01,Software,0.0,0.0,0.0,0.0,0
2026-06,DE01,Hardware,0.0,0.0,0.0,0.0,0
2026-06,DE01,Software,0.0,0.0,0.0,0.0,0
2026-06,ES01,Events,0.0,0.0,0.0,0.0,0
2026-06,ES01,Hardware,0.0,0.0,0.0,0.0,0
2026-06,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-06,JP01,Hardware,0.0,0.0,0.0,0.0,0
2026-06,JP01,Software,0.0,0.0,0.0,0.0,0
2026-06,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-06,US01,Events,0.0,0.0,0.0,0.0,0
2026-06,US01,Hardware,0.0,0.0,0.0,0.0,0
2026-06,US01,Software,0.0,0.0,0.0,0.0,0
2026-07,DE01,Hardware,0.0,0.0,0.0,0.0,0
2026-07,DE01,Software,0.0,0.0,0.0,0.0,0
2026-07,ES01,Events,0.0,0.0,0.0,0.0,0
2026-07,ES01,Hardware,0.0,0.0,0.0,0.0,0
2026-07,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-07,JP01,Hardware,0.0,0.0,0.0,0.0,0
2026-07,JP01,Software,0.0,0.0,0.0,0.0,0
2026-07,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-07,US01,Events,0.0,0.0,0.0,0.0,0
2026-07,US01,Hardware,0.0,0.0,0.0,0.0,0
2026-07,US01,Software,0.0,0.0,0.0,0.0,0
2026-08,DE01,Hardware,0.0,0.0,0.0,0.0,0
2026-08,DE01,Software,0.0,0.0,0.0,0.0,0
2026-08,ES01,Events,0.0,0.0,0.0,0.0,0
2026-08,ES01,Hardware,0.0,0.0,0.0,0.0,0
2026-08,ES01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-08,JP01,Hardware,0.0,0.0,0.0,0.0,0
2026-08,JP01,Software,0.0,0.0,0.0,0.0,0
2026-08,JP01,Spare Parts,0.0,0.0,0.0,0.0,0
2026-08,US01,Events,0.0,0.0,0.0,0.0,0
2026-08,US01,Hardware,0.0,0.0,0.0,0.0,0
2026-08,US01,Software,0.0,0.0,0.0,0.0,0
