month,entity,division,product,product_family,product_subfamily,product_type,quality_tier,generation,age_0_30,age_31_60,age_61_90,age_91_180,age_180_plus,inventory_value,monthly_usage,coverage_months,months_since_sale,slow_moving_value,obsolescence_risk_value,stock_status,inventory_risk_multiplier,provision_age_0_30,provision_age_31_60,provision_age_61_90,provision_age_91_180,provision_age_180_plus,gross_inventory,inventory_provision,net_inventory,provision_pct
2023-09,DE01,Hardware,HW-TRM-FIX-X,Terminals,Fixed Terminals,Fixed Terminal,Premium,G2,102852.3312,6896.298771469155,0.0,0.0,0.0,109748.62997146916,51426.1656,2.1341009715775727,0,0.0,0.0,Healthy,1.1,0.0,37.929643243080356,0.0,0.0,0.0,109748.62997146916,37.929643243080356,109710.70032822607,0.0003456047082586885
2023-09,DE01,Hardware,HW-TRM-KSK-E,Terminals,Fixed Terminals,Self-Service Kiosk,Essential,G2,189688.8456,73911.7169903923,0.0,0.0,0.0,263600.5625903923,94844.4228,2.7792942885661414,0,0.0,0.0,Healthy,1.0,0.0,369.55858495196156,0.0,0.0,0.0,263600.5625903923,369.55858495196156,263231.00400544034,0.0014019643255701883
2023-09,DE01,Hardware,HW-TRM-KSK-P,Terminals,Fixed Terminals,Self-Service Kiosk,Professional,G2,190915.704,45964.17355570711,0.0,0.0,0.0,236879.87755570712,95457.852,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,229.82086777853556,0.0,0.0,0.0,236879.87755570712,229.82086777853556,236650.0566879286,0.0009702000446386101
2023-09,DE01,Hardware,HW-TRM-KSK-X,Terminals,Fixed Terminals,Self-Service Kiosk,Premium,G2,56979.828,3820.525147561493,0.0,0.0,0.0,60800.353147561495,28489.914,2.1341009715775727,0,0.0,0.0,Healthy,1.1,0.0,21.012888311588217,0.0,0.0,0.0,60800.353147561495,21.012888311588217,60779.340259249904,0.0003456047082586884
2023-09,DE01,Hardware,HW-TRM-MOB-E,Terminals,Mobile Terminals,Mobile Terminal,Essential,G2,23208.7464,9043.221757149997,0.0,0.0,0.0,32251.968157149997,11604.3732,2.779294288566141,0,0.0,0.0,Healthy,1.0,0.0,45.21610878574999,0.0,0.0,0.0,32251.968157149997,45.21610878574999,32206.752048364247,0.0014019643255701883
2023-09,DE01,Hardware,HW-TRM-MOB-P,Terminals,Mobile Terminals,Mobile Terminal,Professional,G2,70100.208,16877.07223290112,0.0,0.0,0.0,86977.28023290112,35050.104,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,84.3853611645056,0.0,0.0,0.0,86977.28023290112,84.3853611645056,86892.89487173661,0.0009702000446386105
2023-09,DE01,Hardware,HW-TRM-MOB-X,Terminals,Mobile Terminals,Mobile Terminal,Premium,G2,188344.6344,12628.599232231354,0.0,0.0,0.0,200973.23363223136,94172.3172,2.1341009715775727,0,0.0,0.0,Healthy,1.1,0.0,69.45729577727245,0.0,0.0,0.0,200973.23363223136,69.45729577727245,200903.7763364541,0.0003456047082586879
2023-09,DE01,Hardware,HW-TRM-RUG-E,Terminals,Mobile Terminals,Rugged Terminal,Essential,G2,127154.92320000002,49545.5527064132,0.0,0.0,0.0,176700.47590641322,63577.46160000001,2.779294288566142,0,0.0,0.0,Healthy,1.0,0.0,247.72776353206598,0.0,0.0,0.0,176700.47590641322,247.72776353206598,176452.74814288114,0.0014019643255701885
2023-09,DE01,Hardware,HW-TRM-RUG-P,Terminals,Mobile Terminals,Rugged Terminal,Professional,G2,115254.77040000004,27748.321163715154,0.0,0.0,0.0,143003.0915637152,57627.38520000002,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,138.74160581857578,0.0,0.0,0.0,143003.0915637152,138.74160581857578,142864.34995789663,0.0009702000446386105
2023-09,DE01,Hardware,HW-TRM-RUG-X,Terminals,Mobile Terminals,Rugged Terminal,Premium,G2,68831.2728,4615.170278698584,0.0,0.0,0.0,73446.44307869859,34415.6364,2.1341009715775177,0,0.0,0.0,Healthy,1.1,0.0,25.383436532842214,0.0,0.0,0.0,73446.44307869859,25.383436532842214,73421.05964216575,0.0003456047082585553
2023-09,ES01,Hardware,HW-CTL-MCU-E,Control Systems,Controllers,Compact Controller,Essential,G1 Legacy,176789.15280000004,67805.27949770831,0.0,0.0,0.0,244594.43229770835,88394.57640000002,2.7670751109307687,0,0.0,0.0,Healthy,1.0,0.0,339.02639748854153,0.0,0.0,0.0,244594.43229770835,339.02639748854153,244255.4059002198,0.0013860756939712152
2023-09,ES01,Hardware,HW-CTL-MCU-P,Control Systems,Controllers,Compact Controller,Professional,G2,124043.4432,29187.594457533232,0.0,0.0,0.0,153231.03765753322,62021.7216,2.470602777616757,0,0.0,0.0,Healthy,1.0,0.0,145.93797228766616,0.0,0.0,0.0,153231.03765753322,145.93797228766616,153085.09968524554,0.0009524047772477607
2023-09,ES01,Hardware,HW-CTL-MCU-X,Control Systems,Controllers,Compact Controller,Premium,G2,111033.72,6923.97332768215,0.0,0.0,0.0,117957.69332768217,55516.86,2.124718388750411,0,0.0,0.0,Healthy,1.1,0.0,38.08185330225183,0.0,0.0,0.0,117957.69332768217,38.08185330225183,117919.61147437991,0.00032284331973550745
2023-09,ES01,Hardware,HW-CTL-RCK-E,Control Systems,Controllers,Rack Controller,Essential,G2,68259.2832,26179.99861634737,0.0,0.0,0.0,94439.28181634736,34129.6416,2.7670751109307683,0,0.0,0.0,Healthy,1.0,0.0,130.89999308173685,0.0,0.0,0.0,94439.28181634736,130.89999308173685,94308.38182326562,0.0013860756939712154
2023-09,ES01,Hardware,HW-CTL-RCK-P,Control Systems,Controllers,Rack Controller,Professional,G2,206102.232,48496.141426106624,0.0,0.0,0.0,254598.37342610664,103051.116,2.4706027776167567,0,0.0,0.0,Healthy,1.0,0.0,242.48070713053312,0.0,0.0,0.0,254598.37342610664,242.48070713053312,254355.8927189761,0.00095240477724776
2023-09,ES01,Hardware,HW-CTL-RCK-X,Control Systems,Controllers,Rack Controller,Premium,G2,184536.9864,11507.57780433225,0.0,0.0,0.0,196044.56420433224,92268.4932,2.124718388750411,0,0.0,0.0,Healthy,1.1,0.0,63.29167792382738,0.0,0.0,0.0,196044.56420433224,63.29167792382738,195981.27252640843,0.00032284331973550707
2023-09,ES01,Hardware,HW-CTL-RDN-E,Control Systems,Resilient Control,Redundant Controller,Essential,G2,150329.60640000002,57657.04975272938,0.0,0.0,0.0,207986.65615272935,75164.80320000001,2.7670751109307683,0,0.0,0.0,Healthy,1.0,0.0,288.2852487636469,0.0,0.0,0.0,207986.65615272935,288.2852487636469,207698.3709039657,0.0013860756939712154
2023-09,ES01,Hardware,HW-CTL-RDN-P,Control Systems,Resilient Control,Redundant Controller,Professional,G2,113514.5664,26710.135123900924,0.0,0.0,0.0,140224.70152390093,56757.283200000005,2.4706027776167576,0,0.0,0.0,Healthy,1.0,0.0,133.55067561950463,0.0,0.0,0.0,140224.70152390093,133.55067561950463,140091.15084828142,0.000952404777247761
2023-09,ES01,Hardware,HW-CTL-RDN-X,Control Systems,Resilient Control,Redundant Controller,Premium,G2,135551.05920000002,8452.854848417774,0.0,0.0,0.0,144003.9140484178,67775.52960000001,2.12471838875041,0,0.0,0.0,Healthy,1.1,0.0,46.49070166629776,0.0,0.0,0.0,144003.9140484178,46.49070166629776,143957.4233467515,0.00032284331973550664
2023-09,ES01,Hardware,HW-CTL-SAF-E,Control Systems,Resilient Control,Safety Controller,Essential,G2,82361.7072,31588.80784344372,0.0,0.0,0.0,113950.51504344372,41180.8536,2.767075110930768,0,0.0,0.0,Healthy,1.0,0.0,157.9440392172186,0.0,0.0,0.0,113950.51504344372,157.9440392172186,113792.5710042265,0.0013860756939712148
2023-09,ES01,Hardware,HW-CTL-SAF-P,Control Systems,Resilient Control,Safety Controller,Professional,G2,124422.8688,29276.873828162672,0.0,0.0,0.0,153699.74262816267,62211.4344,2.470602777616757,0,0.0,0.0,Healthy,1.0,0.0,146.38436914081336,0.0,0.0,0.0,153699.74262816267,146.38436914081336,153553.35825902186,0.0009524047772477603
2023-09,ES01,Hardware,HW-EDG-AI-E,Edge Appliances,Compute,AI Edge Appliance,Essential,G2,97100.0136,37241.50185179955,0.0,0.0,0.0,134341.51545179955,48550.0068,2.7670751109307683,0,0.0,0.0,Healthy,1.0,0.0,186.20750925899776,0.0,0.0,0.0,134341.51545179955,186.20750925899776,134155.30794254056,0.001386075693971215
2023-09,ES01,Hardware,HW-EDG-AI-P,Edge Appliances,Compute,AI Edge Appliance,Professional,G2,146688.0192,34515.89463931008,0.0,0.0,0.0,181203.9138393101,73344.0096,2.4706027776167567,0,0.0,0.0,Healthy,1.0,0.0,172.5794731965504,0.0,0.0,0.0,181203.9138393101,172.5794731965504,181031.33436611353,0.0009524047772477599
2023-09,ES01,Hardware,HW-EDG-AI-X,Edge Appliances,Compute,AI Edge Appliance,Premium,G2,87603.42240000002,5462.878845374828,0.0,0.0,0.0,93066.30124537484,43801.71120000001,2.124718388750411,0,0.0,0.0,Healthy,1.1,0.0,30.04583364956156,0.0,0.0,0.0,93066.30124537484,30.04583364956156,93036.25541172527,0.00032284331973550696
2023-09,ES01,Hardware,HW-EDG-CMP-E,Edge Appliances,Compute,Edge Compute Node,Essential,G2,88615.29600000002,33987.29400468144,0.0,0.0,0.0,122602.59000468143,44307.64800000001,2.7670751109307683,0,0.0,0.0,Healthy,1.0,0.0,169.9364700234072,0.0,0.0,0.0,122602.59000468143,169.9364700234072,122432.65353465803,0.0013860756939712152
2023-09,ES01,Hardware,HW-EDG-CMP-P,Edge Appliances,Compute,Edge Compute Node,Professional,G2,133827.6816,31489.83934148549,0.0,0.0,0.0,165317.5209414855,66913.8408,2.470602777616757,0,0.0,0.0,Healthy,1.0,0.0,157.44919670742746,0.0,0.0,0.0,165317.5209414855,157.44919670742746,165160.07174477808,0.0009524047772477604
2023-09,ES01,Hardware,HW-EDG-GTW-E,Edge Appliances,Gateways,Industrial Gateway,Essential,G1 Legacy,138950.0352,53292.55683243703,0.0,0.0,0.0,192242.59203243704,69475.0176,2.7670751109307674,0,0.0,0.0,Healthy,1.0,0.0,266.4627841621852,0.0,0.0,0.0,192242.59203243704,266.4627841621852,191976.12924827484,0.0013860756939712143
2023-09,ES01,Hardware,HW-EDG-GTW-P,Edge Appliances,Gateways,Industrial Gateway,Professional,G2,73120.32,17205.31284611307,0.0,0.0,0.0,90325.63284611308,36560.16,2.470602777616757,0,0.0,0.0,Healthy,1.0,0.0,86.02656423056534,0.0,0.0,0.0,90325.63284611308,86.02656423056534,90239.60628188252,0.0009524047772477607
2023-09,ES01,Hardware,HW-EDG-GTW-X,Edge Appliances,Gateways,Industrial Gateway,Premium,G2,196354.368,12244.50020053261,0.0,0.0,0.0,208598.86820053263,98177.184,2.12471838875041,0,0.0,0.0,Healthy,1.1,0.0,67.34475110292937,0.0,0.0,0.0,208598.86820053263,67.34475110292937,208531.5234494297,0.00032284331973550664
2023-09,ES01,Hardware,HW-EDG-SEC-E,Edge Appliances,Gateways,Secure Gateway,Essential,G2,134123.472,51441.38858140988,0.0,0.0,0.0,185564.86058140988,67061.736,2.767075110930768,0,0.0,0.0,Healthy,1.0,0.0,257.20694290704944,0.0,0.0,0.0,185564.86058140988,257.20694290704944,185307.65363850284,0.0013860756939712148
