month,entity,division,customer,customer_segment,product,product_family,product_subfamily,product_type,quality_tier,generation,strategic_role,quantity,unit_price,revenue,variable_production_cost,variable_selling_cost,fixed_production_cost,marginal_contribution,gross_profit,opex,ebit_before_dep,source_factory,management_action_count,management_action_price_uplift_pct,management_action_volume_uplift_pct,management_action_variable_cost_reduction_pct,management_action_opex_reduction_pct,management_action_revenue_impact,management_action_gross_profit_impact,management_action_opex_impact,management_action_ebit_impact,personnel_cost_allocated,workforce_opening_fte_allocated,workforce_hires_allocated,workforce_attrition_allocated,workforce_ending_fte_allocated,workforce_average_fte_allocated,non_people_opex_before_actions,non_people_opex
2023-09,DE01,Software,C002,Core,SW-PLT-API-P,Platform,Edge Services,API Gateway,Professional,G2,Core,2.0,1746.4,3501.18,685.94,122.54,157.55,2692.7,2535.14,611.3994597241085,1923.7405402758914,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.83945972410856,0.04001298550860225,0.0002016151617700668,0.00036708642899311884,0.03984864373808379,0.03993053224916687,192.56,192.56
2023-09,DE01,Software,C002,Core,SW-SEC-PAM-E,Security,Identity,Privileged Access,Essential,G2,Volume,3.0,1416.68,4260.24,655.24,161.04,182.13,3443.96,3261.84,743.9543541591795,2517.885645840821,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.64435415917956,0.04868784849198489,0.00024532556931643315,0.00044667120463776343,0.048487877229600906,0.04858751926755856,234.31,234.31
2023-09,DE01,Software,C002,Core,SW-SEC-PAM-P,Security,Identity,Privileged Access,Professional,G2,Core,2.0,1816.26,3641.24,666.71,127.44,163.86,2847.09,2683.23,635.8645693525649,2047.365430647435,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.59456935256486,0.04161365121283192,0.00020968050532781465,0.0003817712281878978,0.04144273517067395,0.041527899521577406,200.27,200.27
2023-09,DE01,Software,C002,Core,SW-SEC-KMS-E,Security,Protection,Key Management,Essential,G2,Volume,2.0,1512.03,3031.32,482.56,114.58,129.59,2434.17,2304.58,529.351007560561,1775.228992439439,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.631007560561,0.03464322406501128,0.00017455831239091937,0.00031782325785461506,0.03450093703726406,0.03457183607170855,166.72,166.72
2023-09,DE01,Software,C002,Core,SW-SEC-KMS-X,Security,Protection,Key Management,Premium,G2,Premium,1.0,2868.99,2875.88,664.9,92.6,142.36,2118.37,1976.01,502.2060179800437,1473.8039820199563,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0360179800437,0.032866789129516065,0.00016560731280062716,0.0003015259196650074,0.03273179829471219,0.032799061769099,158.17,158.17
2023-09,DE01,Software,C002,Core,SW-SEC-CMP-X,Security,Protection,Compliance Monitor,Premium,G2,Premium,1.0,3049.91,3057.23,730.74,98.44,151.33,2228.05,2076.71,533.8805712509316,1542.8294287490685,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.7305712509316,0.03493933464902235,0.00017605033760569334,0.00032053983037451167,0.03479583143265468,0.03486733647173823,168.15,168.15
2023-09,DE01,Software,C002,Core,SW-ANL-BI-E,Analytics,Business Analytics,Business Intelligence,Essential,G2,Volume,3.0,1175.76,3535.75,524.77,133.65,151.15,2877.32,2726.17,617.44500263326,2108.7249973667404,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.9750026332599,0.040408066283950106,0.00020360587237117593,0.00037071097210438197,0.04024210183336183,0.04032479889636973,194.47,194.47
2023-09,DE01,Software,C002,Core,SW-ANL-BI-P,Analytics,Business Analytics,Business Intelligence,Professional,G2,Core,2.0,1507.38,3022.0,533.97,105.77,135.99,2382.25,2246.26,527.726073805476,1718.5339261945242,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.5160738054759,0.034536711110824354,0.00017402162095897438,0.0003168460885807657,0.03439486155424435,0.0344655426047739,166.21,166.21
2023-09,DE01,Software,C002,Core,SW-ANL-BI-X,Analytics,Business Analytics,Business Intelligence,Premium,G2,Premium,1.0,2230.92,2236.27,482.06,72.01,110.7,1682.2,1571.51,390.5106983351991,1180.999301664801,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.5206983351991,0.025557051937724416,0.00012877542366046513,0.0002344650570848805,0.025452083735244872,0.025504387478748423,122.99,122.99
2023-09,DE01,Software,C002,Core,SW-ANL-PRD-P,Analytics,Advanced Analytics,Predictive Analytics,Professional,G2,Core,2.0,1724.94,3458.16,655.35,121.04,155.62,2681.78,2526.16,603.8930594940915,1922.2669405059082,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.69305949409153,0.039521334511915404,0.00019913785861531665,0.00036257593305309753,0.03935901205573317,0.0394398943792604,190.2,190.2
2023-09,DE01,Software,C002,Core,SW-ANL-OPS-P,Analytics,Advanced Analytics,Operations Analytics,Professional,G2,Core,2.0,1833.72,3676.24,720.23,128.67,165.43,2827.34,2661.91,641.9715523383993,2019.9384476616005,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.78155233839925,0.042013646212460926,0.00021169597744348775,0.00038544085528926337,0.04184108730647757,0.04192707026650364,202.19,202.19
2023-09,DE01,Software,C002,Core,SW-AUT-ORC-E,Automation,Orchestration,Process Orchestrator,Essential,G2,Volume,3.0,1231.74,3704.09,549.78,140.01,158.35,3014.29,2855.94,646.8331945142704,2209.1068054857296,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.11319451427045,0.04233192794788001,0.00021329971739838762,0.0003883608299970643,0.04215806179168132,0.042244696130680666,203.72,203.72
2023-09,DE01,Software,C002,Core,SW-AUT-ORC-P,Automation,Orchestration,Process Orchestrator,Professional,G2,Core,2.0,1579.16,3165.9,559.39,110.81,142.47,2495.71,2353.24,552.8505552815209,1800.389444718479,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.73055528152094,0.03618126198072761,0.00018230809060027037,0.00033193349829180877,0.036032657906876965,0.03610670461034206,174.12,174.12
2023-09,DE01,Software,C002,Core,SW-AUT-RPA-E,Automation,Orchestration,Automation Studio,Essential,G2,Volume,3.0,1320.63,3971.4,610.83,150.12,169.78,3210.45,3040.67,693.5209779983677,2347.149022001632,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.09097799836763,0.045386861186475135,0.00022869274171954696,0.00041638734486752245,0.04520044777515751,0.04529333418285873,218.43,218.43
2023-09,DE01,Software,C002,Core,SW-AUT-RPA-P,Automation,Orchestration,Automation Studio,Professional,G2,Core,2.0,1693.12,3394.37,621.51,118.8,152.75,2654.05,2501.31,592.7519839321949,1908.558016067805,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.06198393219495,0.038792315054020136,0.00019546451672220844,0.0003558877755446372,0.038632986834507076,0.038712377184436264,186.69,186.69
2023-09,DE01,Software,C003,Growth,SW-PLT-CORE-E,Platform,Core Services,Core Platform,Essential,G2,Volume,3.0,1119.77,3367.37,499.8,127.29,143.96,2740.28,2596.33,588.042025628837,2008.2879743711628,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.83202562883696,0.038483747482877764,0.00019390972394726062,0.00035305692035215514,0.038325686615458564,0.03840444546692174,185.21,185.21
2023-09,DE01,Software,C003,Growth,SW-PLT-CORE-P,Platform,Core Services,Core Platform,Professional,G2,Core,2.0,1435.6,2878.09,508.54,100.73,129.51,2268.82,2139.31,502.5903960485779,1636.719603951422,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.30039604857785,0.032892045956635495,0.00016573457546850253,0.0003017576304048365,0.03275695138671579,0.032824266550421484,158.29,158.29
2023-09,DE01,Software,C003,Growth,SW-PLT-CORE-X,Platform,Core Services,Core Platform,Premium,G2,Premium,1.0,2124.69,2129.79,459.11,68.58,105.42,1602.1,1496.68,371.9226998114376,1124.7573001885626,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.78269981143762,0.024340152864567373,0.00012264378163541167,0.00022330100297764027,0.024240182723234305,0.024289996023898544,117.14,117.14
2023-09,DE01,Software,C003,Growth,SW-PLT-WF-E,Platform,Core Services,Workflow Engine,Essential,G2,Volume,2.0,1200.58,2406.92,370.19,90.98,102.9,1945.75,1842.85,420.3152310932747,1422.5347689067253,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.9352310932747,0.027507313271629835,0.00013860228984731126,0.000252357110366253,0.027394334934527403,0.02745062998222449,132.38,132.38
2023-09,DE01,Software,C003,Growth,SW-PLT-WF-P,Platform,Core Services,Workflow Engine,Professional,G2,Core,2.0,1539.2,3085.79,565.0,108.0,138.86,2412.78,2273.92,538.8671493673725,1735.0528506326277,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.14714936737244,0.03526573056871962,0.0001776949628520826,0.00032353424608922603,0.03512088677547044,0.03519305979959804,169.72,169.72
2023-09,DE01,Software,C003,Growth,SW-PLT-EDGE-E,Platform,Edge Services,Edge Runtime,Essential,G2,Volume,2.0,1281.38,2568.91,408.95,97.1,109.82,2062.86,1953.04,448.6037846325695,1504.4362153674306,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.3137846325695,0.02935860441419847,0.00014793047064782226,0.000269341193056259,0.02923802243392251,0.02929810623852737,141.29,141.29
2023-09,DE01,Software,C003,Growth,SW-PLT-API-E,Platform,Edge Services,API Gateway,Essential,G1 Legacy,Harvest,2.0,1362.19,2730.92,1000.08,103.23,116.75,1627.61,1510.86,476.8947307335706,1033.9652692664292,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.6947307335706,0.031210124125338336,0.0001572598031466851,0.0002863273726760373,0.031081937563109525,0.031145810592398793,150.2,150.2
2023-09,DE01,Software,C003,Growth,SW-SEC-PAM-P,Security,Identity,Privileged Access,Professional,G2,Core,1.0,1816.26,1820.62,333.35,63.72,81.93,1423.54,1341.62,317.9272846762824,1023.6927153237175,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.79728467628243,0.02080682560641596,0.00010484025266390733,0.0001908856140939489,0.020721367585336974,0.020763949760788703,100.13,100.13
2023-09,DE01,Software,C003,Growth,SW-SEC-CMP-X,Security,Protection,Compliance Monitor,Premium,G2,Premium,1.0,3049.91,3057.23,730.74,98.44,151.33,2228.05,2076.71,533.8805712509316,1542.8294287490685,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.7305712509316,0.03493933464902235,0.00017605033760569334,0.00032053983037451167,0.03479583143265468,0.03486733647173823,168.15,168.15
2023-09,DE01,Software,C003,Growth,SW-ANL-OPS-P,Analytics,Advanced Analytics,Operations Analytics,Professional,G2,Core,1.0,1833.72,1838.12,360.12,64.33,82.72,1413.67,1330.95,320.99077616919965,1009.9592238308004,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.89077616919963,0.021006823106230463,0.00010584798872174387,0.00019272042764463169,0.020920543653238786,0.02096353513325182,101.1,101.1
2023-09,DE01,Software,C003,Growth,SW-ANL-OPS-X,Analytics,Advanced Analytics,Operations Analytics,Premium,G2,Premium,1.0,2713.91,2720.42,650.23,87.6,134.66,1982.6,1847.93,475.0586358378203,1372.8713641621798,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.4386358378203,0.031090125625449636,0.0001566551615119832,0.0002852264845456276,0.030962431922368437,0.031026059368920923,149.62,149.62
2023-09,DE01,Software,C003,Growth,SW-AUT-ORC-P,Automation,Orchestration,Process Orchestrator,Professional,G2,Core,1.0,1579.16,1582.95,279.69,55.4,71.23,1247.85,1176.62,276.42527764076044,900.1947223592394,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.36527764076047,0.018090630990363805,9.115404530013519e-05,0.00016596674914590438,0.018016328953438483,0.01805335230517103,87.06,87.06
2023-09,DE01,Software,C003,Growth,SW-AUT-RPA-E,Automation,Orchestration,Automation Studio,Essential,G2,Volume,2.0,1320.63,2647.6,407.22,100.08,113.18,2140.3,2027.11,462.3473186655784,1564.7626813344214,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.7273186655784,0.030257907457650085,0.0001524618278130313,0.0002775915632450149,0.030133631850105005,0.030195556121905817,145.62,145.62
2023-09,DE01,Software,C003,Growth,SW-AUT-INT-E,Automation,Integration,Integration Hub,Essential,G2,Volume,2.0,1409.52,2825.81,449.83,106.82,120.8,2269.16,2148.36,493.46623974859426,1654.8937602514059,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.04623974859425,0.03229456771147537,0.0001627240359768628,0.0002962762559802824,0.03216192711072111,0.03222801950628595,155.42,155.42
2023-09,DE01,Software,C003,Growth,SW-AUT-MON-E,Automation,Integration,Monitoring Suite,Essential,G2,Volume,2.0,1498.41,3004.01,494.37,113.55,128.42,2396.09,2267.67,524.5839645507571,1743.086035449243,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.36396455075703,0.034331113681015046,0.00017298566829151844,0.0003149599002506638,0.034190108556441286,0.03426036884188182,165.22,165.22
2023-09,DE01,Software,C003,Growth,SW-AUT-MON-P,Automation,Integration,Monitoring Suite,Professional,G2,Core,1.0,1921.04,1925.65,377.27,67.4,86.65,1480.98,1394.33,336.27182247634505,1058.0581775236549,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.36182247634503,0.0220071534581598,0.00011088839655845434,0.00020189764079270398,0.021916765437435683,0.021961804141920206,105.91,105.91
2023-09,DE01,Software,C004,Strategic,SW-PLT-CORE-E,Platform,Core Services,Core Platform,Essential,G2,Volume,8.0,1119.77,8979.66,1332.81,339.43,383.88,7307.42,6923.54,1568.0995325308008,5355.4404674692,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.2195325308007,0.10262340281053112,0.0005170929810921456,0.0009414858199156712,0.10220190685115348,0.10241193061098082,493.88,493.88
2023-09,DE01,Software,C004,Strategic,SW-PLT-CORE-P,Platform,Core Services,Core Platform,Professional,G2,Core,6.0,1435.6,8634.27,1525.61,302.2,388.54,6806.46,6417.92,1507.7811881457337,4910.138811854266,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.9011881457336,0.09867613786990649,0.0004972037264055076,0.0009052728912145096,0.09827085416014737,0.09847279965126446,474.88,474.88
2023-09,DE01,Software,C004,Strategic,SW-PLT-CORE-X,Platform,Core Services,Core Platform,Premium,G2,Premium,3.0,2124.69,6389.37,1377.33,205.74,316.27,4806.3,4490.03,1115.768099434313,3374.261900565687,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.348099434313,0.07302045859370213,0.000367931344906235,0.0006699030089329209,0.07272054816970291,0.07286998807169565,351.42,351.42
2023-09,DE01,Software,C004,Strategic,SW-PLT-WF-E,Platform,Core Services,Workflow Engine,Essential,G2,Volume,7.0,1200.58,8424.23,1295.67,318.44,360.14,6810.13,6449.99,1471.1045051073145,4978.8854948926855,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.7745051073144,0.09627571073499003,0.0004851085903147653,0.0008832509347467716,0.09588028608574184,0.09607731898656997,463.33,463.33
2023-09,DE01,Software,C004,Strategic,SW-PLT-WF-P,Platform,Core Services,Workflow Engine,Professional,G2,Core,5.0,1539.2,7714.47,1412.51,270.01,347.15,6031.96,5684.81,1347.1672752780046,4337.642724721996,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.8672752780045,0.08816426927965623,0.0004442371192056185,0.0008088350909906219,0.08780216003122812,0.08798259247460295,424.3,424.3
2023-09,DE01,Software,C004,Strategic,SW-PLT-WF-X,Platform,Core Services,Workflow Engine,Premium,G2,Premium,3.0,2278.02,6850.46,1530.27,220.58,339.1,5099.6,4760.5,1196.287413289696,3564.212586710304,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.5074132896958,0.07828999271881464,0.00039448317455811243,0.0007182466763663111,0.07796843920677987,0.07812866346535388,376.78,376.78
2023-09,DE01,Software,C004,Strategic,SW-PLT-EDGE-E,Platform,Edge Services,Edge Runtime,Essential,G2,Volume,7.0,1281.38,8991.19,1431.32,339.87,384.37,7220.0,6835.62,1570.11884435442,5265.50115564558,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.59884435442,0.10275517259183747,0.0005177569351919659,0.0009426946999293497,0.1023331354261768,0.10254342885923795,494.52,494.52
