budget_year,budget_vintage,max_source_month,month,entity,division,budget_model,revenue_budget,marginal_contribution_budget,gross_profit_budget,opex_budget,depreciation_budget,ebit_budget,revenue_growth_target,mc_margin_target,gross_margin_target,opex_pct_target,revenue,marginal_contribution,gross_profit,opex,depreciation,ebit,revenue_variance,revenue_variance_pct,marginal_contribution_variance,marginal_contribution_variance_pct,gross_profit_variance,gross_profit_variance_pct,opex_variance,opex_variance_pct,depreciation_variance,depreciation_variance_pct,ebit_variance,ebit_variance_pct
2025,2024-10,2024-10,2025-04,CZ01,Hardware,Cost center run-rate,0.0,0.0,2063.21,0.0,236111.11,-234047.9,0.0,0.0,0.0,0.0,0.0,0.0,127111.83,0.0,236111.11,-108999.27999999998,0.0,0.0,0.0,0.0,125048.62,60.608769829537465,0.0,0.0,0.0,0.0,125048.62000000001,-0.5342864430742597
2025,2024-10,2024-10,2025-05,CZ01,Hardware,Cost center run-rate,0.0,0.0,2063.21,0.0,236111.11,-234047.9,0.0,0.0,0.0,0.0,0.0,0.0,175510.05,0.0,236111.11,-60601.06,0.0,0.0,0.0,0.0,173446.84,84.06649832057812,0.0,0.0,0.0,0.0,173446.84,-0.7410741134613897
2025,2024-10,2024-10,2025-06,CZ01,Hardware,Cost center run-rate,0.0,0.0,2063.21,0.0,236111.11,-234047.9,0.0,0.0,0.0,0.0,0.0,0.0,183009.78,0.0,236111.11,-53101.32999999999,0.0,0.0,0.0,0.0,180946.57,87.70147973303736,0.0,0.0,0.0,0.0,180946.57,-0.7731176823205849
2025,2024-10,2024-10,2025-07,CZ01,Hardware,Cost center run-rate,0.0,0.0,2063.21,0.0,236111.11,-234047.9,0.0,0.0,0.0,0.0,0.0,0.0,-141616.67,0.0,236111.11,-377727.78,0.0,0.0,0.0,0.0,-143679.88,-69.63899942322885,0.0,0.0,0.0,0.0,-143679.88000000003,0.6138909172011372
2025,2024-10,2024-10,2025-08,CZ01,Hardware,Cost center run-rate,0.0,0.0,2063.21,0.0,236111.11,-234047.9,0.0,0.0,0.0,0.0,0.0,0.0,-231579.57,0.0,236111.11,-467690.68,0.0,0.0,0.0,0.0,-233642.78,-113.24236505251525,0.0,0.0,0.0,0.0,-233642.78,0.9982690722711035
2025,2024-10,2024-10,2025-09,CZ01,Hardware,Cost center run-rate,0.0,0.0,2063.21,0.0,236111.11,-234047.9,0.0,0.0,0.0,0.0,0.0,0.0,406200.81,0.0,236111.11,170089.7,0.0,0.0,0.0,0.0,404137.6,195.87807348742976,0.0,0.0,0.0,0.0,404137.6,-1.7267302975160213
2025,2024-10,2024-10,2025-10,CZ01,Hardware,Cost center run-rate,0.0,0.0,2063.21,0.0,236111.11,-234047.9,0.0,0.0,0.0,0.0,0.0,0.0,101535.81,0.0,236111.11,-134575.3,0.0,0.0,0.0,0.0,99472.59999999999,48.21254259139884,0.0,0.0,0.0,0.0,99472.6,-0.42500958137201833
2025,2024-10,2024-10,2025-11,CZ01,Hardware,Cost center run-rate,0.0,0.0,2063.21,0.0,236111.11,-234047.9,0.0,0.0,0.0,0.0,0.0,0.0,166164.88,0.0,236111.11,-69946.22999999998,0.0,0.0,0.0,0.0,164101.67,79.5370660281794,0.0,0.0,0.0,0.0,164101.67,-0.7011456629177191
2025,2024-10,2024-10,2025-12,CZ01,Hardware,Cost center run-rate,0.0,0.0,2063.21,0.0,236111.11,-234047.9,0.0,0.0,0.0,0.0,0.0,0.0,256402.14,0.0,300694.44,-44292.29999999999,0.0,0.0,0.0,0.0,254338.93000000002,123.27340891135658,0.0,0.0,64583.330000000016,0.2735293989342561,189755.6,-0.8107554051969704
2025,2024-10,2024-10,2025-01,DE01,Hardware,Driver-based commercial,4472014.79,1501495.87,1259397.58,416277.4,50157.91,792962.27,0.045,0.33575,0.28162,0.09308,4668347.33,1531968.69,1284370.55,439440.93,53996.60221563953,790933.0177843604,196332.54000000004,0.04390248002735251,30472.819999999832,0.020294974237924365,24972.969999999972,0.019829298068049304,23163.52999999997,0.0556444572777671,3838.692215639523,0.07653214050664238,-2029.2522156395717,-0.0025590778936298844
2025,2024-10,2024-10,2025-02,DE01,Hardware,Driver-based commercial,4675288.19,1569745.68,1316642.92,435199.1,52437.81,829006.01,0.045,0.33575,0.28162,0.09308,4865542.64,1595550.76,1323620.27,462871.55,54255.99700290692,806492.7229970931,190254.44999999925,0.040693630481846134,25805.080000000075,0.01643901959965902,6977.350000000093,0.005299348740659383,27672.45000000001,0.06358572432709537,1818.187002906925,0.03467320627819745,-22513.2870029069,-0.027156964764232412
2025,2024-10,2024-10,2025-03,DE01,Hardware,Driver-based commercial,5031016.64,1689182.85,1416822.27,468312.08,56427.65,892082.55,0.045,0.33575,0.28162,0.09308,5209416.17,1731059.51,1439206.61,494302.87,54578.615925865895,890325.1240741339,178399.53000000026,0.035459936383752506,41876.659999999916,0.024791075755949046,22384.340000000084,0.0157989752659662,25990.78999999998,0.055498867336499155,-1849.034074134106,-0.03276822752912988,-1757.4259258661186,-0.0019700261213114398
2025,2024-10,2024-10,2025-04,DE01,Hardware,Driver-based commercial,5132653.34,1723307.76,1445444.94,477772.93,57567.6,910104.42,0.045,0.33575,0.28162,0.09308,5408119.21,1787987.3,1491472.5299999998,514797.35000000003,54805.48561389336,921869.6943861065,275465.8700000001,0.053669291836490975,64679.54000000004,0.03753220492664644,46027.58999999985,0.03184319839951832,37024.42000000004,0.07749375838434389,-2762.1143861066375,-0.04798036371338457,11765.274386106408,0.01292738956932701
2025,2024-10,2024-10,2025-05,DE01,Hardware,Driver-based commercial,5234290.04,1757432.67,1474067.62,487233.78,58707.55,928126.29,0.045,0.33575,0.28162,0.09308,5613010.4,1852536.31,1540844.97,534539.1299999999,54853.543729296165,951452.296270704,378720.36000000034,0.0723537207731806,95103.64000000013,0.05411509733684428,66777.34999999986,0.04530141568403752,47305.34999999986,0.09708963528760231,-3854.006270703838,-0.06564754057534061,23326.006270703976,0.02513236239725951
2025,2024-10,2024-10,2025-06,DE01,Hardware,Driver-based commercial,5335926.74,1791557.57,1502690.29,496694.63,59847.5,946148.16,0.045,0.33575,0.28162,0.09308,5886922.49,1921390.74,1595791.27,560340.76,55188.31750198932,980262.1924980108,550995.75,0.10326149080525045,129833.16999999993,0.07246943786461739,93100.97999999998,0.06195619990330807,63646.130000000005,0.12813935596605908,-4659.182498010683,-0.07785091270329894,34114.03249801078,0.03605569818791465
2025,2024-10,2024-10,2025-07,DE01,Hardware,Driver-based commercial,4827743.24,1620933.04,1359576.93,449390.38,54147.74,856038.81,0.045,0.33575,0.28162,0.09308,5202897.26,1696216.02,1411821.2899999998,492150.92000000004,54225.67617170291,865444.693828297,375154.01999999955,0.07770794786509805,75282.97999999998,0.04644422572816455,52244.35999999987,0.038426924469805376,42760.54000000004,0.09515232613568639,77.93617170290963,0.0014393245535808076,9405.883828296908,0.010987683874165597
2025,2024-10,2024-10,2025-08,DE01,Hardware,Driver-based commercial,4268741.39,1433246.06,1202152.23,397355.7,47878.0,756918.53,0.045,0.33575,0.28162,0.09308,4814582.02,1572277.77,1308872.3,456688.35000000003,53692.819928688,798491.1300713121,545840.6299999999,0.12786921954998073,139031.70999999996,0.09700477390462874,106720.07000000007,0.08877417296809412,59332.65000000002,0.14931873381959795,5814.819928687997,0.12145076921943267,41572.600071312045,0.05492348043231554
2025,2024-10,2024-10,2025-09,DE01,Hardware,Driver-based commercial,5285108.39,1774495.12,1488378.95,491964.2,59277.53,937137.22,0.045,0.33575,0.28162,0.09308,5704415.86,1856577.51,1522870.07,543404.2799999999,54794.70548462147,924671.0845153786,419307.47000000067,0.07933753464609658,82082.3899999999,0.046256757245970836,34491.12000000011,0.02317361448843395,51440.0799999999,0.10456061640257543,-4482.824515378532,-0.07562434729278585,-12466.135484621394,-0.01330235873527827
2025,2024-10,2024-10,2025-10,DE01,Hardware,Driver-based commercial,5488381.79,1842744.93,1545624.3,510885.9,61557.43,973180.96,0.045,0.33575,0.28162,0.09308,5903886.92,1961020.96,1616319.46,561351.17,54891.73878800777,1000076.551211992,415505.1299999999,0.0757063094183905,118276.03000000003,0.06418469972401446,70695.15999999992,0.04573890304390266,50465.27000000002,0.09877992326662376,-6665.691211992227,-0.10828410497306705,26895.591211992083,0.02763678320627243
2025,2024-10,2024-10,2025-11,DE01,Hardware,Driver-based commercial,5691655.19,1910994.74,1602869.64,529807.6,63837.34,1009224.7,0.045,0.33575,0.28162,0.09308,6284368.68,2078172.44,1731339.46,599106.51,55197.06212473057,1077035.8878752694,592713.4899999993,0.10413727996758694,167177.69999999995,0.08748203043196234,128469.82000000007,0.08014988667450217,69298.91000000003,0.13080014329730272,-8640.277875269428,-0.13534833806153937,67811.18787526945,0.06719136766596126
2025,2024-10,2024-10,2025-12,DE01,Hardware,Driver-based commercial,5996565.29,2013369.46,1688737.66,558190.15,67257.19,1063290.31,0.045,0.33575,0.28162,0.09308,6685729.6,2141905.7,1772409.77,636421.99,55525.33867218816,1080462.441327812,689164.3099999996,0.11492650820449911,128536.24000000022,0.06384135776053751,83672.1100000001,0.04954713333034813,78231.83999999997,0.1401526701967062,-11731.85132781184,-0.1744326714781251,17172.13132781186,0.01614999324860946
2025,2024-10,2024-10,2025-01,DE01,Software,Driver-based commercial,653585.67,509306.04,480619.14,132691.86,7383.68,340543.59,0.12,0.77925,0.73536,0.20302,735172.4500000001,568679.5,535670.91,150693.13,8503.397784360475,376474.3822156395,81586.78000000003,0.12482951163846664,59373.46000000002,0.11657717626910535,55051.77000000002,0.11454344077932481,18001.27000000002,0.1356622026400114,1119.717784360475,0.1516476586689124,35930.79221563949,0.10551011168831423
2025,2024-10,2024-10,2025-02,DE01,Software,Driver-based commercial,683294.11,532456.31,502465.46,138723.31,7719.3,356022.85,0.12,0.77925,0.73536,0.20302,739301.65,572033.27,538859.46,151565.8,8244.002997093074,379049.6570029069,56007.54000000004,0.0819669585619581,39576.95999999996,0.07432902804739033,36393.99999999994,0.07243084927668449,12842.48999999999,0.09257629449585647,524.7029970930735,0.06797287281140434,23026.80700290692,0.06467789076714296
2025,2024-10,2024-10,2025-03,DE01,Software,Driver-based commercial,735283.88,572969.29,540696.53,149278.34,8306.64,383111.54,0.12,0.77925,0.73536,0.20302,756079.75,586570.36,552649.39,155039.94999999998,7921.384074134108,389688.05592586595,20795.869999999995,0.028282776986760537,13601.069999999949,0.023737869092425437,11952.859999999986,0.02210641152071012,5761.609999999986,0.03859642329891923,-385.2559258658912,-0.046379273191794905,6576.51592586597,0.01716606063567276
2025,2024-10,2024-10,2025-04,DE01,Software,Driver-based commercial,750138.1,584544.43,551619.69,152294.07,8474.45,390851.17,0.12,0.77925,0.73536,0.20302,759282.59,589265.16,555168.79,155661.31,7694.514386106642,391812.9656138934,9144.48999999999,0.012190408672749712,4720.729999999981,0.008075913066180412,3549.100000000093,0.006433961775367543,3367.2399999999907,0.02211011892977836,-779.935613893359,-0.09203377374264513,961.7956138934242,0.00246077199639296
2025,2024-10,2024-10,2025-05,DE01,Software,Driver-based commercial,764992.32,596119.57,562542.85,155309.79,8642.26,398590.8,0.12,0.77925,0.73536,0.20302,782440.58,604758.83,569638.25,160459.75,7646.456270703837,401532.0437292962,17448.26000000001,0.02280841198510334,8639.26000000001,0.014492495188507249,7095.400000000023,0.012613083607764322,5149.959999999992,0.033159274763039676,-995.8037292961635,-0.11522492140900222,2941.2437292961986,0.0073791059133733105
2025,2024-10,2024-10,2025-06,DE01,Software,Driver-based commercial,779846.54,607694.7,573466.02,158325.52,8810.08,406330.43,0.12,0.77925,0.73536,0.20302,779935.14,603685.25,568693.23,159880.09000000003,7311.682498010687,401501.45750198927,88.59999999997672,0.0001136120960413272,-4009.4499999999534,-0.00659780314029389,-4772.790000000037,-0.008322707594776125,1554.570000000036,0.00981882137510135,-1498.3975019893132,-0.170077627216701,-4828.972498010728,-0.011884348651935144
2025,2024-10,2024-10,2025-07,DE01,Software,Driver-based commercial,705575.44,549819.02,518850.21,143246.89,7971.02,367632.29,0.12,0.77925,0.73536,0.20302,793912.77,611726.34,576067.25,162786.57,8274.323828297092,405006.35617170297,88337.33000000007,0.12519898651801156,61907.31999999995,0.1125958138006938,57217.03999999998,0.11027660565079077,19539.679999999993,0.13640561411141275,303.30382829709197,0.03805081762397936,37374.06617170299,0.10166154385324257
2025,2024-10,2024-10,2025-08,DE01,Software,Driver-based commercial,623877.23,486155.76,458772.81,126660.41,7048.06,325064.34,0.12,0.77925,0.73536,0.20302,789731.12,606851.12,571391.24,161887.66,8807.180071312005,400696.39992868796,165853.89,0.26584379429908034,120695.35999999999,0.24826479480568117,112618.43,0.24547756001494508,35227.25,0.2781236062633936,1759.1200713120043,0.24958925879064653,75632.05992868793,0.23266796945087218
2025,2024-10,2024-10,2025-09,DE01,Software,Driver-based commercial,772419.43,601907.13,568004.44,156817.65,8726.17,402460.61,0.12,0.77925,0.73536,0.20302,802161.52,616795.6,580773.92,164473.26,7705.294515378529,408595.36548462155,29742.089999999967,0.03850510337369422,14888.469999999972,0.02473549366328319,12769.480000000098,0.02248130313910944,7655.610000000015,0.048818548167250404,-1020.8754846214715,-0.11699009813256807,6134.755484621564,0.015243120276097491
2025,2024-10,2024-10,2025-10,DE01,Software,Driver-based commercial,802127.87,625057.41,589850.76,162849.1,9061.79,417939.87,0.12,0.77925,0.73536,0.20302,818307.36,632705.45,595959.87,167796.13,7608.261211992224,420555.47878800775,16179.48999999999,0.020170711684659445,7648.039999999921,0.012235740073859648,6109.109999999986,0.010357043534198355,4947.029999999999,0.03037800024685429,-1453.5287880077767,-0.16040195016743675,2615.608788007754,0.006258337564223662
2025,2024-10,2024-10,2025-11,DE01,Software,Driver-based commercial,831836.31,648207.68,611697.08,168880.55,9397.41,433419.12,0.12,0.77925,0.73536,0.20302,831463.71,642303.7,604947.3,170483.25,7302.937875269431,427161.1121247306,-372.60000000009313,-0.00044792466440914694,-5903.980000000098,-0.00910816113749238,-6749.7799999999115,-0.011034514011412172,1602.7000000000116,0.009490139628275794,-2094.472124730569,-0.2228775933720641,-6258.007875269395,-0.014438698217257687
2025,2024-10,2024-10,2025-12,DE01,Software,Driver-based commercial,876398.97,682933.09,644466.57,177927.72,9900.85,456638.0,0.12,0.77925,0.73536,0.20302,839809.37,646381.04,608687.8099999999,172182.41999999998,6974.661327811848,429530.7286721881,-36589.59999999998,-0.04174993496398105,-36552.04999999993,-0.05352215397851044,-35778.76000000001,-0.055516859470305824,-5745.3000000000175,-0.032290078240759884,-2926.188672188152,-0.2955492379127198,-27107.271327811875,-0.05936271472766584
2025,2024-10,2024-10,2025-01,ES01,Events,Driver-based commercial,2427574.66,1090855.33,960653.18,322669.31,16539.14,621444.73,0.03,0.44936,0.39573,0.13292,2318764.18,1135440.56,1012648.31,312133.25,18224.98695112276,682290.0730488774,-108810.47999999998,-0.04482271206439434,44585.22999999998,0.04087180836344264,51995.130000000005,0.05412476748372394,-10536.059999999998,-0.0326528110157114,1685.8469511227595,0.10193075039710406,60845.34304887743,0.09790950041345983
2025,2024-10,2024-10,2025-02,ES01,Events,Driver-based commercial,2537918.96,1140439.66,1004319.23,337336.09,17290.92,649692.22,0.03,0.44936,0.39573,0.13292,3194955.19,1466998.27,1293262.77,432640.64,20984.68281206153,839637.4471879386,657036.23,0.25888778970310383,326558.6100000001,0.28634448752860814,288943.54000000004,0.28770089366903795,95304.54999999999,0.2825210608209753,3693.76281206153,0.21362442322684566,189945.22718793864,0.2923618620335928
2025,2024-10,2024-10,2025-03,ES01,Events,Driver-based commercial,2731021.49,1227212.24,1080734.83,363002.97,18606.53,699125.33,0.03,0.44936,0.39573,0.13292,2957793.92,1305164.67,1141879.9,398640.88999999996,18900.128480344472,724338.8815196556,226772.4299999997,0.0830357545081052,77952.42999999993,0.06351992545315546,61145.06999999983,0.05657731045829237,35637.919999999984,0.09817528490193891,293.5984803444735,0.015779324803951812,25213.551519655623,0.03606442284054509
2025,2024-10,2024-10,2025-04,ES01,Events,Driver-based commercial,2786193.64,1252004.41,1102567.85,370336.36,18982.42,713249.07,0.03,0.44936,0.39573,0.13292,1843071.46,887240.6799999999,788109.69,246934.11,12989.350851374154,528186.2291486259,-943122.1800000002,-0.3384984325784335,-364763.73,-0.29134380604937327,-314458.16000000015,-0.2852052687732552,-123402.25,-0.33321667362070523,-5993.069148625844,-0.3157168131684919,-185062.8408513741,-0.2594645385957168
2025,2024-10,2024-10,2025-05,ES01,Events,Driver-based commercial,2841365.8,1276796.58,1124400.88,377669.76,19358.31,727372.81,0.03,0.44936,0.39573,0.13292,2596664.97,1167127.74,1024574.18,352176.16000000003,16277.302826749668,656120.7171732504,-244700.8299999996,-0.08612084723480505,-109668.84000000008,-0.0858937451101256,-99826.69999999984,-0.08878212546400698,-25493.599999999977,-0.06750235973354068,-3081.007173250333,-0.15915682584121923,-71252.09282674966,-0.09795814724879483
2025,2024-10,2024-10,2025-06,ES01,Events,Driver-based commercial,2896537.95,1301588.74,1146233.91,385003.15,19734.2,741496.56,0.03,0.44936,0.39573,0.13292,4823531.16,2206379.4,1944604.2,655452.0599999999,24365.40981694857,1264786.7301830514,1926993.21,0.6652746289756016,904790.6599999999,0.6951432754404436,798370.29,0.6965160278672964,270448.9099999999,0.70245895390726,4631.209816948569,0.2346793798050374,523290.1701830514,0.705721642434931
2025,2024-10,2024-10,2025-07,ES01,Events,Driver-based commercial,2620677.19,1177627.91,1037068.77,348336.18,17854.75,670877.84,0.03,0.44936,0.39573,0.13292,2152395.3200000003,942867.46,824356.89,285303.39,14954.843794057446,524098.65620594256,-468281.86999999965,-0.17868735294330534,-234760.44999999995,-0.1993502769478349,-212711.88,-0.20510875088833308,-63032.78999999998,-0.18095389919014437,-2899.906205942554,-0.1624165113453033,-146779.1837940574,-0.21878675228571778
2025,2024-10,2024-10,2025-08,ES01,Events,Driver-based commercial,2317230.36,1041270.99,916987.13,308002.52,15787.36,593197.25,0.03,0.44936,0.39573,0.13292,2171958.5700000003,938517.74,817631.97,293311.86000000004,16576.86927915376,507743.2407208463,-145271.78999999957,-0.06269199321210325,-102753.25,-0.09868060378787659,-99355.16000000003,-0.10834956865752307,-14690.659999999974,-0.04769655780738409,789.5092791537609,0.050008948877694616,-85454.00927915372,-0.14405665110408675
2025,2024-10,2024-10,2025-09,ES01,Events,Driver-based commercial,2868951.87,1289192.66,1135317.39,381336.45,19546.25,734434.69,0.03,0.44936,0.39573,0.13292,3254057.76,1526839.49,1349992.0799999998,441722.52999999997,18914.522490130104,889355.0275098697,385105.88999999966,0.1342322588353494,237646.83000000007,0.18433771566772658,214674.68999999994,0.1890878197505633,60386.07999999996,0.15835381065722923,-631.7275098698956,-0.03231962703177825,154920.3375098697,0.21093820814737077
2025,2024-10,2024-10,2025-10,ES01,Events,Driver-based commercial,2979296.17,1338776.99,1178983.45,396003.24,20298.03,762682.17,0.03,0.44936,0.39573,0.13292,4030282.71,1734758.46,1507728.05,545726.91,21292.244732291587,940708.8952677083,1050986.54,0.352763364241159,395981.47,0.2957785149862786,328744.6000000001,0.2788373322797704,149723.67000000004,0.37808698231862964,994.214732291588,0.04898084850064701,178026.7252677083,0.23342190531044968
2025,2024-10,2024-10,2025-11,ES01,Events,Driver-based commercial,3089640.48,1388361.32,1222649.5,410670.03,21049.81,790929.66,0.03,0.44936,0.39573,0.13292,2087712.52,852920.1,733945.41,277881.23,12824.53920800886,443239.6407919912,-1001927.96,-0.32428626129341753,-535441.2200000001,-0.3856641727817655,-488704.08999999997,-0.39970906625324754,-132788.80000000005,-0.3233467024608541,-8225.27079199114,-0.3907527332546536,-347690.01920800883,-0.43959663771871804
2025,2024-10,2024-10,2025-12,ES01,Events,Driver-based commercial,3255156.93,1462737.82,1288148.58,432670.21,22177.48,833300.89,0.03,0.44936,0.39573,0.13292,3779808.53,1688376.1,1480669.86,513728.22,19054.320484333886,947887.3195156663,524651.5999999996,0.1611755166593457,225638.28000000003,0.15425750049998707,192521.28000000003,0.14945580268387984,81058.00999999995,0.18734363523663888,-3123.1595156661133,-0.14082571670298488,114586.42951566633,0.13750906892187087
2025,2024-10,2024-10,2025-01,ES01,Hardware,Driver-based commercial,4108063.62,1361837.93,1137967.67,382187.95,28508.2,727271.52,0.045,0.3315,0.27701,0.09303,3921254.83,1324324.49,1117911.6,367886.21,30820.21825469853,719205.1717453016,-186808.79000000004,-0.04547368475272056,-37513.439999999944,-0.027546185323241764,-20056.069999999832,-0.017624463795179554,-14301.73999999999,-0.03742069837628316,2312.0182546985307,0.08110011346554782,-8066.348254698445,-0.011091247261680816
2025,2024-10,2024-10,2025-02,ES01,Hardware,Driver-based commercial,4294793.78,1423739.65,1189693.48,399560.13,29804.03,760329.32,0.045,0.3315,0.27701,0.09303,4498987.14,1459153.05,1205940.9200000002,428803.19,29549.653279626706,747588.0767203735,204193.3599999994,0.04754439222457833,35413.40000000014,0.024873508299077113,16247.440000000177,0.013656828647997783,29243.059999999998,0.07318813316033308,-254.3767203732932,-0.00853497732935087,-12741.243279626477,-0.016757532485563595
2025,2024-10,2024-10,2025-03,ES01,Hardware,Driver-based commercial,4621571.57,1532067.67,1280213.63,429961.45,32071.72,818180.46,0.045,0.3315,0.27701,0.09303,4860092.56,1573648.01,1296564.44,462753.29,31055.704452312304,802755.4455476877,238520.9899999993,0.051610363788004536,41580.340000000084,0.027140015297105045,16350.810000000056,0.012771938695887856,32791.83999999997,0.07626693044225236,-1016.0155476876971,-0.0316794842212297,-15425.014452312258,-0.018852826737407367
2025,2024-10,2024-10,2025-04,ES01,Hardware,Driver-based commercial,4714936.65,1563018.53,1306076.53,438647.54,32719.64,834709.36,0.045,0.3315,0.27701,0.09303,5004526.33,1625336.99,1343511.26,475869.89,35270.226768803564,832371.1432311963,289589.6799999997,0.06141963328393812,62318.45999999996,0.03987058298022862,37434.72999999998,0.028661972817167137,37222.350000000035,0.08485708138246947,2550.586768803565,0.0779527760330971,-2338.216768803657,-0.0028012346342967294
