month,ebit,depreciation,ebitda,interest_expense,cash,gross_debt,ebitda_ttm,interest_ttm,net_debt,net_leverage,interest_coverage,minimum_operating_cash,rcf_limit,rcf_drawn,undrawn_rcf,liquidity_headroom,net_leverage_limit,interest_coverage_min,net_leverage_headroom,interest_coverage_headroom,covenant_status
2024-07,5080440.399999999,722222.22,5802662.619999999,141450.78,64103966.470000006,39939047.9,69867698.27,1672881.6600000001,-24164918.570000008,-0.3458668192648335,41.76487789937274,36000000.0,35000000.0,0.0,35000000.0,63103966.470000006,2.5,4.0,2.8458668192648333,37.76487789937274,PASS
2024-08,3613593.23,722222.22,4335815.45,141450.78,71592750.30000001,39939047.9,74203513.72,1814332.44,-31653702.400000013,-0.42657956224879445,40.89852117729869,36000000.0,35000000.0,0.0,35000000.0,70592750.30000001,2.5,4.0,2.9265795622487945,36.89852117729869,PASS
2024-09,6901544.630000001,722222.22,7623766.850000001,121481.27,79377253.49000001,39439809.81,73633234.17999999,1778313.71,-39937443.68000001,-0.5423833969097568,41.406211831994476,36000000.0,35000000.0,0.0,35000000.0,78377253.49000001,2.5,4.0,3.0423833969097567,37.406211831994476,PASS
2024-10,7054292.65,722222.22,7776514.87,111746.12,83109610.77000001,39439809.81,74687872.36,1734528.58,-43669800.96000001,-0.5846973488481365,43.059464814353184,36000000.0,35000000.0,0.0,35000000.0,82109610.77000001,2.5,4.0,3.0846973488481364,39.059464814353184,PASS
2024-11,6928090.44,722222.22,7650312.66,111746.12,86405537.72000001,39439809.81,75055631.05999999,1690743.45,-46965727.91000001,-0.6257455602825495,44.39208743348968,36000000.0,35000000.0,0.0,35000000.0,85405537.72000001,2.5,4.0,3.1257455602825495,40.39208743348968,PASS
2024-12,7885390.630000001,722222.22,8607612.850000001,103529.5,89335331.23000002,38946812.18000001,75679101.33,1638741.7,-50388519.05000001,-0.6658181474735017,46.18122632139037,36000000.0,35000000.0,0.0,35000000.0,88335331.23000002,2.5,4.0,3.1658181474735017,42.18122632139037,PASS
2025-01,3943849.4099999997,722222.22,4666071.63,102235.38,85969263.37000002,38946812.18000001,75975999.18,1587389.98,-47022451.19000001,-0.6189119155721251,47.86221416113513,36000000.0,35000000.0,0.0,35000000.0,84969263.37000002,2.5,4.0,3.118911915572125,43.86221416113513,PASS
2025-02,5757159.76,722222.22,6479381.9799999995,94121.45,102647643.00000001,38946812.18000001,77621304.05999999,1527924.33,-63700830.82000001,-0.8206616932222669,50.801798581216374,36000000.0,35000000.0,0.0,35000000.0,101647643.00000001,2.5,4.0,3.320661693222267,46.801798581216374,PASS
2025-03,7327065.4,722222.22,8049287.62,86007.55,111055399.01000002,38459977.02,79361230.51,1460344.78,-72595421.99000001,-0.9147466782392258,54.34417378476883,36000000.0,35000000.0,0.0,35000000.0,110055399.01000002,2.5,4.0,3.4147466782392257,50.34417378476883,PASS
2025-04,7133082.9,722222.22,7855305.12,76919.93,109734197.54000002,38459977.02,81257271.74000001,1385597.44,-71274220.52000001,-0.8771426728189583,58.64421324277274,36000000.0,35000000.0,0.0,35000000.0,108734197.54000002,2.5,4.0,3.3771426728189584,54.64421324277274,PASS
2025-05,7000509.82,722222.22,7722732.04,76919.93,119903484.65000002,38459977.02,83299620.95,1310850.0999999999,-81443507.63000003,-0.9777176258567359,63.54625975159174,36000000.0,35000000.0,0.0,35000000.0,118903484.65000002,2.5,4.0,3.477717625856736,59.54625975159174,PASS
2025-06,6995806.93,722222.22,7718029.149999999,68907.46,120340890.76000002,37979227.330000006,84287492.84,1236516.27,-82361663.43,-0.9771516586256074,68.16529218818933,36000000.0,35000000.0,0.0,35000000.0,119340890.76000002,2.5,4.0,3.4771516586256075,64.16529218818933,PASS
2025-07,5699346.100000001,722222.22,6421568.32,68046.11,121908049.32000002,37979227.330000006,84906398.53999999,1163111.5999999999,-83928821.99000001,-0.9884864207314195,72.99935667394256,36000000.0,35000000.0,0.0,35000000.0,120908049.32000002,2.5,4.0,3.4884864207314195,68.99935667394256,PASS
2025-08,4591453.3100000005,722222.22,5313675.53,68046.11,129714223.09000002,37979227.330000006,85884258.62,1089706.93,-91734995.76000002,-1.0681235098725943,78.81408868345915,36000000.0,35000000.0,0.0,35000000.0,128714223.09000002,2.5,4.0,3.5681235098725943,74.81408868345915,PASS
2025-09,8440554.36,722222.22,9162776.58,68046.11,136146427.67000002,37504487.00000001,87423268.35,1036271.77,-98641940.67000002,-1.1283259312050191,84.36326346128294,36000000.0,35000000.0,0.0,35000000.0,135146427.67000002,2.5,4.0,3.628325931205019,80.36326346128294,PASS
2025-10,8064909.379999999,722222.22,8787131.6,67195.54,137630585.09,37504487.00000001,88433885.08,991721.19,-100126098.09,-1.132214173327598,89.17212415316042,36000000.0,35000000.0,0.0,35000000.0,136630585.09,2.5,4.0,3.632214173327598,85.17212415316042,PASS
2025-11,8113209.29,722222.22,8835431.51,67195.54,145280158.47,37504487.00000001,89619003.93,947170.61,-107775671.47,-1.202598408192328,94.61759368779401,36000000.0,35000000.0,0.0,35000000.0,144280158.47,2.5,4.0,3.702598408192328,90.61759368779401,PASS
2025-12,9576707.23,786805.55,10363512.780000001,67195.54,145571422.7,37035680.900000006,91374903.86000001,910836.6499999999,-108535741.79999998,-1.1878069055623077,100.31974872772194,36000000.0,35000000.0,0.0,35000000.0,144571422.7,2.5,4.0,3.687806905562308,96.31974872772194,PASS
2026-01,4704089.14,786805.55,5490894.6899999995,66355.59,144161035.48999998,37035680.900000006,92199726.92,874956.86,-107125354.58999997,-1.161883642919579,105.37631183324856,36000000.0,35000000.0,0.0,35000000.0,143161035.48999998,2.5,4.0,3.661883642919579,101.37631183324856,PASS
2026-02,6473264.61,786805.55,7260070.16,66355.59,159791464.05999997,37035680.900000006,92980415.10000001,847191.0,-122755783.15999997,-1.3202326858616051,109.75141980970054,36000000.0,35000000.0,0.0,35000000.0,158791464.05999997,2.5,4.0,3.820232685861605,105.75141980970054,PASS
2026-03,6585529.5200000005,786805.55,7372335.07,66355.59,170735098.04999998,36572734.88,92303462.55,827539.0399999999,-134162363.16999999,-1.4534922034731403,111.53970760098521,36000000.0,35000000.0,0.0,35000000.0,169735098.04999998,2.5,4.0,3.9534922034731403,107.53970760098521,PASS
2026-04,6123922.83,786805.55,6910728.38,65526.14,169557925.66,36572734.88,91358885.81,816145.25,-132985190.78,-1.455634989425885,111.93949338062068,36000000.0,35000000.0,0.0,35000000.0,168557925.66,2.5,4.0,3.955634989425885,107.93949338062068,PASS
2026-05,6833969.16,786805.55,7620774.71,65526.14,169269449.75,36572734.88,91256928.48,804751.46,-132696714.87,-1.4541001662036215,113.39765507228779,36000000.0,35000000.0,0.0,35000000.0,168269449.75,2.5,4.0,3.9541001662036215,109.39765507228779,PASS
2026-06,7584231.68,786805.55,8371037.2299999995,73145.47,168115208.33,36115575.67,91909936.56,808989.47,-131999632.66000001,-1.436184569378186,113.61079466213572,36000000.0,35000000.0,0.0,35000000.0,167115208.33,2.5,4.0,3.9361845693781863,109.61079466213572,PASS
2026-07,6930471.18,786805.55,7717276.7299999995,72231.15,173326319.39000002,36115575.67,93205644.97,813174.51,-137210743.72000003,-1.4721291158294534,114.61948674461033,36000000.0,35000000.0,0.0,35000000.0,172326319.39000002,2.5,4.0,3.9721291158294534,110.61948674461033,PASS
2026-08,6563177.5200000005,786805.55,7349983.07,72231.15,187180210.49,36115575.67,95241952.51,817359.5499999999,-151064634.82,-1.586114425826569,116.52393675463878,36000000.0,35000000.0,0.0,35000000.0,186180210.49,2.5,4.0,4.086114425826569,112.52393675463878,PASS
