month,entity,product_family,opening_backlog,bookings,recognized_revenue,ending_backlog,book_to_bill,backlog_coverage_months,project_units,rollforward_gap
2024-11,ES01,Deployment & Integration,179206.26042883022,618796.563805741,534439.52,263563.3042345713,1.1578420768840991,0.33770979953091257,3.0,0.0
2024-12,ES01,Deployment & Integration,263563.3042345713,756573.4759810965,648919.93,371216.85021566774,1.165896501254163,0.7446499623997612,3.0,0.0
2025-01,ES01,Deployment & Integration,371216.85021566774,614986.8722599649,534288.3,451915.42247563263,1.151039377541984,0.78930401616216,3.0,0.0
2025-02,ES01,Deployment & Integration,451915.42247563263,844203.3803113002,756581.4400000001,539537.3627869327,1.1158129656356626,0.8344265944878437,5.0,0.0
2025-03,ES01,Deployment & Integration,539537.3627869327,496647.17230227735,465790.86,570393.6750892102,1.0662449930904125,0.9741102096031701,3.0,0.0
2025-04,ES01,Deployment & Integration,570393.6750892102,1384262.5704316658,1369448.9300000002,585207.3155208756,1.0108172273585008,0.6773699999990457,8.0,0.0
2025-05,ES01,Deployment & Integration,585207.3155208756,483932.511295234,504614.57999999996,564525.2468161097,0.9590141277630823,0.7237953618661871,3.0,0.0
2025-06,ES01,Deployment & Integration,564525.2468161097,1493679.080741566,1624093.95,434110.3775576756,0.9196999229887938,0.37229059799756037,10.0,0.0
2025-07,ES01,Deployment & Integration,434110.3775576756,767799.5009196249,853488.16,348421.7184773005,0.8996018186352168,0.35050174890774943,5.0,0.0
2025-08,ES01,Deployment & Integration,348421.7184773005,837485.1388719938,928312.25,257594.60734929424,0.9021588790538893,0.22689600450434488,6.0,0.0
2025-09,ES01,Deployment & Integration,257594.60734929424,415429.4103586609,448176.04000000004,224847.97770795505,0.9269335557488992,0.30248926311480334,3.0,0.0
2025-10,ES01,Deployment & Integration,224847.97770795505,841954.3828094073,868274.78,198527.58051736234,0.969686557991938,0.26532098176048796,5.0,0.0
2025-11,ES01,Deployment & Integration,198527.58051736234,691092.906740888,675487.62,214132.86725825036,1.023102254251363,0.3224992243107428,4.0,0.0
2025-12,ES01,Deployment & Integration,214132.86725825036,1463922.426161316,1357947.55,320107.7434195664,1.0780404781917505,0.3309508003233401,8.0,0.0
2026-01,ES01,Deployment & Integration,320107.7434195664,1059747.7342665244,941913.81,437941.6676860908,1.1251005378788579,0.4415700517450805,5.0,0.0
2026-02,ES01,Deployment & Integration,437941.6676860908,1227899.7148807542,1061985.87,603855.5125668449,1.1562298045272053,0.5388604578859862,6.0,0.0
2026-03,ES01,Deployment & Integration,603855.5125668449,300878.9299625044,258021.19,646713.2525293494,1.166101628949562,0.8577398897195055,1.0,0.0
2026-04,ES01,Deployment & Integration,646713.2525293494,955759.8651052242,828913.83,773559.2876345735,1.153026805096525,1.079927080472339,4.0,0.0
2026-05,ES01,Deployment & Integration,773559.2876345735,619991.7105042462,553938.62,839612.3781388198,1.1192426166354787,1.5350585645439825,3.0,0.0
2026-06,ES01,Deployment & Integration,839612.3781388198,353738.9983765667,330433.52,862917.8565153866,1.070530006691109,1.5109874328487962,2.0,0.0
2026-07,ES01,Deployment & Integration,862917.8565153866,1196592.832794074,1178648.6400000001,880862.0493094604,1.0152243783135182,1.2809304557409165,6.0,0.0
2026-08,ES01,Deployment & Integration,880862.0493094604,1046923.4616613608,1087385.8599999999,840399.6509708213,0.9627892914308827,0.9710109785648212,7.0,0.0
2023-09,ES01,Managed Programs,0.0,318084.39129261376,304879.52999999997,13204.861292613787,1.0433117346140417,0.04331173461404177,3.0,0.0
2023-10,ES01,Managed Programs,13204.861292613787,2087448.0118517724,2095691.15,4961.723144386429,0.9960666254909616,0.004133786341493123,14.0,0.0
2023-11,ES01,Managed Programs,4961.723144386429,1250565.8368556136,1255527.56,0.0,0.9960480969892955,0.0,9.0,0.0
2023-12,ES01,Managed Programs,0.0,449631.32,449631.32,0.0,1.0,0.0,3.0,0.0
2024-01,ES01,Managed Programs,0.0,617777.53,617777.53,0.0,1.0,0.0,4.0,0.0
2024-02,ES01,Managed Programs,0.0,396012.22,396012.22,0.0,1.0,0.0,3.0,0.0
2024-03,ES01,Managed Programs,0.0,753136.7,753136.7,0.0,1.0,0.0,5.0,0.0
2024-04,ES01,Managed Programs,0.0,431917.29000000004,431917.29000000004,0.0,1.0,0.0,3.0,0.0
2024-05,ES01,Managed Programs,0.0,639544.74,639544.74,0.0,1.0,0.0,4.0,0.0
2024-06,ES01,Managed Programs,0.0,262185.89,262185.89,0.0,1.0,0.0,2.0,0.0
2024-07,ES01,Managed Programs,0.0,756142.117662851,744906.55,11235.567662850954,1.0150831908550824,0.020470024239676685,5.0,0.0
2024-08,ES01,Managed Programs,11235.567662850954,671829.7441951525,634828.71,48236.60185800353,1.0582850674714326,0.08813444273740588,4.0,0.0
2024-09,ES01,Managed Programs,48236.60185800353,1338926.1467789416,1232853.96,154308.7886369452,1.086037917077333,0.17719064381305058,9.0,0.0
2024-10,ES01,Managed Programs,154308.7886369452,1427202.5031015933,1305058.38,276452.91173853865,1.093592842261657,0.26140133157593054,9.0,0.0
2024-11,ES01,Managed Programs,276452.91173853865,809499.8302971751,749774.94,336177.8020357138,1.0796570905626361,0.30676074705838247,6.0,0.0
2024-12,ES01,Managed Programs,336177.8020357138,522902.86318365636,499613.26,359467.40521937015,1.0466152623404277,0.4221666736354731,4.0,0.0
2025-01,ES01,Managed Programs,359467.40521937015,353330.1940714829,353287.35,359510.24929085316,1.0001212725886817,0.6729563871318557,3.0,0.0
2025-02,ES01,Managed Programs,359510.24929085316,431123.6762488082,454709.02999999997,335924.89553966146,0.9481308876773532,0.7706999518747694,3.0,0.0
2025-03,ES01,Managed Programs,335924.89553966146,691648.3700061204,768890.85,258682.41554578196,0.8995403834056817,0.4921387096510039,5.0,0.0
2025-04,ES01,Managed Programs,258682.41554578196,541416.9288123441,627610.24,172489.10435812606,0.862664268849954,0.27952921577285794,4.0,0.0
2025-05,ES01,Managed Programs,172489.10435812606,182319.0777069817,216065.85,138742.33206510774,0.8438125585648159,0.25811455380284754,1.0,0.0
2025-06,ES01,Managed Programs,138742.33206510774,1419489.9579348923,1558232.29,0.0,0.910961714145259,0.0,11.0,0.0
2025-07,ES01,Managed Programs,0.0,121462.93,121462.93,0.0,1.0,0.0,1.0,0.0
2025-08,ES01,Managed Programs,0.0,580022.27,580022.27,0.0,1.0,0.0,4.0,0.0
2025-09,ES01,Managed Programs,0.0,1073704.8599999999,1073704.8599999999,0.0,1.0,0.0,8.0,0.0
2025-10,ES01,Managed Programs,0.0,966161.91780336,955474.6900000001,10687.227803359972,1.0111852547379983,0.012287927734957627,6.0,0.0
2025-11,ES01,Managed Programs,10687.227803359972,273565.4698149101,259223.45,25029.24761827005,1.0553268611111768,0.0328122899921081,2.0,0.0
2025-12,ES01,Managed Programs,25029.24761827005,1073330.202661398,989677.12,108682.33027966821,1.0845256306030375,0.1479090229124621,7.0,0.0
2026-01,ES01,Managed Programs,108682.33027966821,640272.8446840915,585373.45,163581.72496375977,1.0937852488596664,0.2675419100638406,4.0,0.0
2026-02,ES01,Managed Programs,163581.72496375977,1223447.3234536818,1131228.17,255800.87841744162,1.0815212667959655,0.2835637822186509,7.0,0.0
2026-03,ES01,Managed Programs,255800.87841744162,1268429.000915597,1208220.6800000002,316009.1993330384,1.0498322218053715,0.3241316910087547,8.0,0.0
2026-04,ES01,Managed Programs,316009.1993330384,795375.1298293348,792095.4199999999,319288.9091623733,1.0041405489118154,0.3058767958873913,6.0,0.0
2026-05,ES01,Managed Programs,319288.9091623733,888634.5597757607,933180.1699999999,274743.2989381342,0.952264726945238,0.28097185779424994,7.0,0.0
2026-06,ES01,Managed Programs,274743.2989381342,1247012.4406404402,1380841.6400000001,140914.0995785743,0.903081428396409,0.13609991749594166,8.0,0.0
2026-07,ES01,Managed Programs,140914.0995785743,760274.6868911698,878923.5700000001,22265.216469743988,0.8650065976626041,0.020919759488410655,6.0,0.0
2026-08,ES01,Managed Programs,22265.216469743988,856040.6035302561,878305.8200000001,0.0,0.9746498133534581,0.0,6.0,0.0
2023-09,ES01,Training & Enablement,0.0,582701.19,582701.19,0.0,1.0,0.0,6.0,0.0
2023-10,ES01,Training & Enablement,0.0,956428.26,956428.26,0.0,1.0,0.0,8.0,0.0
2023-11,ES01,Training & Enablement,0.0,393372.84,393372.84,0.0,1.0,0.0,4.0,0.0
2023-12,ES01,Training & Enablement,0.0,879427.25,879427.25,0.0,1.0,0.0,9.0,0.0
2024-01,ES01,Training & Enablement,0.0,661057.1100000001,661057.1100000001,0.0,1.0,0.0,6.0,0.0
2024-02,ES01,Training & Enablement,0.0,892194.1730105525,864645.3400000001,27548.83301055245,1.0318614254146705,0.03436259551061107,8.0,0.0
2024-03,ES01,Training & Enablement,27548.83301055245,1166377.9445335034,1084218.69,109708.08754405589,1.0757773826362498,0.12610506025947116,10.0,0.0
2024-04,ES01,Training & Enablement,109708.08754405589,854655.6123383997,774152.3200000001,190211.37988245557,1.1039889570290247,0.20955957155650817,7.0,0.0
2024-05,ES01,Training & Enablement,190211.37988245557,529178.8739828117,476022.08,243368.17386526725,1.1116687570097834,0.31275988809399785,4.0,0.0
2024-06,ES01,Training & Enablement,243368.17386526725,956026.2939659662,871092.4600000001,328302.00783123344,1.0975026623074733,0.46430085816439903,7.0,0.0
2024-07,ES01,Training & Enablement,328302.00783123344,953536.0501058609,896252.36,385585.6979370945,1.0639146881642363,0.5156343769765362,9.0,0.0
2024-08,ES01,Training & Enablement,385585.6979370945,802177.0173946988,789037.8,398724.91533179325,1.0166522027141143,0.467916945075843,7.0,0.0
2024-09,ES01,Training & Enablement,398724.91533179325,1122952.4569747157,1165127.18,356550.192306509,0.9638024725976402,0.3752610405182025,10.0,0.0
2024-10,ES01,Training & Enablement,356550.192306509,551514.1762154793,603137.42,304926.94852198823,0.9144088194950318,0.35771320809223217,6.0,0.0
2024-11,ES01,Training & Enablement,304926.94852198823,595013.4780197628,678524.06,221416.36654175096,0.876923182384664,0.27147792144224375,7.0,0.0
2024-12,ES01,Training & Enablement,221416.36654175096,1184495.5344517585,1380917.4,24994.500993509544,0.857759873582416,0.028161983685729766,12.0,0.0
2025-01,ES01,Training & Enablement,24994.500993509544,431660.0190064905,456654.52,0.0,0.9452660602297125,0.0,4.0,0.0
2025-02,ES01,Training & Enablement,0.0,979871.35,979871.35,0.0,1.0,0.0,10.0,0.0
2025-03,ES01,Training & Enablement,0.0,1154897.81,1154897.81,0.0,1.0,0.0,10.0,0.0
2025-04,ES01,Training & Enablement,0.0,412468.92,412468.92,0.0,1.0,0.0,3.0,0.0
2025-05,ES01,Training & Enablement,0.0,490186.7962345181,476882.23,13304.566234518134,1.0278990606014364,0.019524871717950833,5.0,0.0
2025-06,ES01,Training & Enablement,13304.566234518134,999643.5639110889,931833.76,81114.37014560704,1.072770280303097,0.1336180138000491,8.0,0.0
2025-07,ES01,Training & Enablement,81114.37014560704,1034950.6968361589,938771.94,177293.12698176596,1.1024516740840793,0.2265738511998645,9.0,0.0
2025-08,ES01,Training & Enablement,177293.12698176596,619071.3900642365,556786.8,239577.7170460024,1.1118643438821403,0.296092680165242,4.0,0.0
2025-09,ES01,Training & Enablement,239577.7170460024,1345328.3874584746,1223695.89,361210.2145044771,1.0993976513711055,0.39850282189771663,11.0,0.0
2025-10,ES01,Training & Enablement,361210.2145044771,659410.2029938245,617896.91,402723.50749830157,1.0671848205128982,0.5037444958650018,6.0,0.0
2025-11,ES01,Training & Enablement,402723.50749830157,833234.9322251861,816306.44,419651.99972348777,1.0207379133566388,0.47366581103746563,7.0,0.0
2025-12,ES01,Training & Enablement,419651.99972348777,841096.5985385719,868897.28,391851.3182620595,0.9680046397873081,0.5104223148018411,8.0,0.0
2026-01,ES01,Training & Enablement,391851.3182620595,443124.54295592377,482702.06,352273.8012179833,0.9180083941550276,0.4874849328802242,4.0,0.0
2026-02,ES01,Training & Enablement,352273.8012179833,574179.2855209027,652992.75,273460.3367388861,0.8793042273760355,0.4092508467479078,7.0,0.0
2026-03,ES01,Training & Enablement,273460.3367388861,503935.9355405046,586985.62,190410.6522793906,0.8585149590896359,0.33159484887058926,4.0,0.0
2026-04,ES01,Training & Enablement,190410.6522793906,656365.4098282272,763928.0700000001,82847.99210761779,0.8591979213805132,0.12402973081061276,5.0,0.0
2026-05,ES01,Training & Enablement,82847.99210761779,372933.19737631886,423193.21,32587.979483936622,0.8812362499301887,0.05510600204069432,4.0,0.0
2026-06,ES01,Training & Enablement,32587.979483936622,652696.8005160633,685284.78,0.0,0.9524460772586593,0.0,6.0,0.0
2026-07,ES01,Training & Enablement,0.0,1191393.51,1191393.51,0.0,1.0,0.0,10.0,0.0
2026-08,ES01,Training & Enablement,0.0,1121566.2195589452,1095398.94,26167.279558945214,1.0238883557427445,0.026413122069790778,10.0,0.0
2023-11,US01,Customer Experience,0.0,566302.3815437781,513747.38,52555.00154377811,1.102297361679544,0.10229736167954397,3.0,0.0
2023-12,US01,Customer Experience,52555.00154377811,535856.3172411729,493160.31,95251.008784951,1.0865763249300677,0.18919511635659672,3.0,0.0
2024-01,US01,Customer Experience,95251.008784951,1406828.0296206719,1337372.72,164706.31840562285,1.05193414564391,0.21077638712037378,5.0,0.0
2024-02,US01,Customer Experience,164706.31840562285,373510.8043570631,371912.11,166305.0127626859,1.0042985810735314,0.22652779369026993,2.0,0.0
2024-03,US01,Customer Experience,166305.0127626859,809655.4400259553,850638.5800000001,125321.87278864114,0.9518207368703583,0.14686596360549842,4.0,0.0
2024-04,US01,Customer Experience,125321.87278864114,663072.784178095,733909.51,54485.14696673618,0.9034802998779714,0.08354651983219927,3.0,0.0
2024-05,US01,Customer Experience,54485.14696673618,129150.49981051062,148868.25,34767.39677724679,0.8675489891935361,0.060171459057401275,1.0,0.0
2024-06,US01,Customer Experience,34767.39677724679,403431.2832227532,438198.68,0.0,0.9206583717293563,0.0,2.0,0.0
2024-07,US01,Customer Experience,0.0,206220.8,206220.8,0.0,1.0,0.0,1.0,0.0
2024-08,US01,Customer Experience,0.0,503803.85,503803.85,0.0,1.0,0.0,3.0,0.0
2024-10,US01,Customer Experience,0.0,207423.42,207423.42,0.0,1.0,0.0,1.0,0.0
2024-11,US01,Customer Experience,0.0,652363.26,652363.26,0.0,1.0,0.0,3.0,0.0
2024-12,US01,Customer Experience,0.0,609528.5748944179,595549.65,13978.924894417869,1.0234723081348764,0.028815864634708598,3.0,0.0
2025-01,US01,Customer Experience,13978.924894417869,579060.0050746367,542683.28,50355.6499690545,1.067031225053841,0.08436684426719544,3.0,0.0
2025-02,US01,Customer Experience,50355.6499690545,750203.6593972757,685109.0900000001,115450.21936633007,1.0950134370531788,0.18995375212105853,3.0,0.0
2025-03,US01,Customer Experience,115450.21936633007,1123148.9725550455,1018608.38,219990.8119213757,1.10263079963572,0.2937910503119833,4.0,0.0
2025-04,US01,Customer Experience,219990.8119213757,577929.7234200677,530902.45,267018.0853414434,1.0885798764350545,0.3584744988867415,3.0,0.0
2025-07,US01,Customer Experience,267018.0853414434,220905.79307140238,209336.8,278587.0784128458,1.0552649752523322,0.47517546203734395,1.0,0.0
2025-08,US01,Customer Experience,278587.0784128458,551845.4303196017,547255.74,283176.7687324474,1.008386737651398,0.6598319316157822,2.0,0.0
2025-11,US01,Customer Experience,283176.7687324474,382666.77985194576,400293.01,265550.5385843932,0.9559666801374966,0.6886174831669214,2.0,0.0
2025-12,US01,Customer Experience,265550.5385843932,148643.59580490622,163889.48,250304.65438929942,0.9069746014503567,0.6756236585166756,1.0,0.0
2026-01,US01,Customer Experience,250304.65438929942,143633.30859837902,165134.91,228803.05298767847,0.869793725617309,0.9411665743379156,1.0,0.0
2026-02,US01,Customer Experience,228803.05298767847,281988.7097685872,331444.85,179346.91275626572,0.8507862160736159,0.8146340596706626,2.0,0.0
2026-03,US01,Customer Experience,179346.91275626572,459013.4783064367,537987.63,100372.7610627024,0.8532045212757711,0.2910571955956462,3.0,0.0
2026-04,US01,Customer Experience,100372.7610627024,295101.5671987276,336629.98,58844.34826142999,0.8766348356695015,0.14637139504722663,1.0,0.0
2026-06,US01,Customer Experience,58844.34826142999,424540.86008948507,462932.85,20452.358350915078,0.9170679075582671,0.04587271799281893,2.0,0.0
2026-07,US01,Customer Experience,20452.358350915078,459879.55413999275,475285.91000000003,5046.002490907791,0.9675850776640795,0.011874355755117562,2.0,0.0
2026-08,US01,Customer Experience,5046.002490907791,370559.90732232924,363457.17,12148.739813237044,1.0195421576697172,0.0279994571611316,2.0,0.0
2023-09,US01,Deployment & Integration,0.0,254066.28,254066.28,0.0,1.0,0.0,2.0,0.0
2023-10,US01,Deployment & Integration,0.0,455571.86,455571.86,0.0,1.0,0.0,3.0,0.0
2023-11,US01,Deployment & Integration,0.0,321645.39,321645.39,0.0,1.0,0.0,2.0,0.0
2023-12,US01,Deployment & Integration,0.0,256183.4,256183.4,0.0,1.0,0.0,2.0,0.0
2024-01,US01,Deployment & Integration,0.0,593661.92,593661.92,0.0,1.0,0.0,3.0,0.0
2024-02,US01,Deployment & Integration,0.0,147198.87,147198.87,0.0,1.0,0.0,1.0,0.0
2024-03,US01,Deployment & Integration,0.0,537819.645165891,531643.1799999999,6176.4651658911025,1.0116176890783986,0.014561365570964237,3.0,0.0
2024-04,US01,Deployment & Integration,6176.4651658911025,806468.1818091848,756950.1,55694.546975075966,1.0654178945338468,0.11637035411095395,5.0,0.0
2024-05,US01,Deployment & Integration,55694.546975075966,777237.3576768029,699733.47,133198.4346518789,1.110762012965884,0.2009706422526563,4.0,0.0
2024-06,US01,Deployment & Integration,133198.4346518789,498445.34022365185,437274.55,194369.22487553075,1.1398910369324076,0.30787780810411597,3.0,0.0
2024-07,US01,Deployment & Integration,194369.22487553075,772729.4392779564,673214.48,293884.1841534872,1.1478205865060365,0.4870409866524483,4.0,0.0
2024-08,US01,Deployment & Integration,293884.1841534872,1323220.854205546,1167691.57,449413.4683590331,1.1331938057971471,0.5918057616139385,6.0,0.0
2024-09,US01,Deployment & Integration,449413.4683590331,839039.6434716878,763795.45,524657.661830721,1.098513539811854,0.6042815215072295,5.0,0.0
2024-10,US01,Deployment & Integration,524657.661830721,872590.6445277091,831265.0800000001,565983.22635843,1.04971406296498,0.6145863318953916,5.0,0.0
2024-11,US01,Deployment & Integration,565983.22635843,546637.889983594,549304.41,563316.7063420239,0.9951456424382137,0.7880888590848122,3.0,0.0
2024-12,US01,Deployment & Integration,563316.7063420239,715434.7724380556,757758.87,520992.60878007964,0.9441456916737321,0.7309344325116834,4.0,0.0
2025-01,US01,Deployment & Integration,520992.60878007964,136413.8420828633,150660.11,506746.340862943,0.9054410094540838,1.042885799197356,1.0,0.0
2025-02,US01,Deployment & Integration,506746.340862943,626308.4724541707,707170.2000000001,425884.6133171135,0.8856545036176166,0.790828420843559,5.0,0.0
2025-03,US01,Deployment & Integration,425884.6133171135,995005.1550270367,1120284.41,300605.35834415024,0.8881719196887126,0.4558967515455578,6.0,0.0
2025-04,US01,Deployment & Integration,300605.35834415024,651678.1692170437,714118.95,238164.57756119396,0.9125624928690713,0.28112258638840343,5.0,0.0
2025-05,US01,Deployment & Integration,238164.57756119396,952373.9783459138,997613.0800000001,192925.47590710782,0.9546526578680321,0.20436902114922872,5.0,0.0
2025-06,US01,Deployment & Integration,192925.47590710782,429868.392809728,426778.43000000005,196015.4387168357,1.0072402037978534,0.27497939671078675,3.0,0.0
2025-07,US01,Deployment & Integration,196015.4387168357,1102815.619459035,1039091.5900000001,259739.4681758706,1.0613266723283123,0.3163075908771656,6.0,0.0
2025-08,US01,Deployment & Integration,259739.4681758706,754634.4556611084,681288.86,333085.063836979,1.1076571186869375,0.46538483985448575,4.0,0.0
2025-09,US01,Deployment & Integration,333085.063836979,471559.36203763844,414264.95999999996,390379.46587461745,1.1383037610461635,0.548633694447572,2.0,0.0
2025-10,US01,Deployment & Integration,390379.46587461745,1041811.0709184597,907483.12,524707.4167930771,1.148022533927088,0.7858678084984451,6.0,0.0
2025-11,US01,Deployment & Integration,524707.4167930771,336004.74015290994,296000.19,564711.9669459872,1.1351504205213854,1.0472184902030286,2.0,0.0
2025-12,US01,Deployment & Integration,564711.9669459872,1225790.1787997303,1112443.31,678058.8357457174,1.101890017927952,0.8783423834202277,7.0,0.0
2026-02,US01,Deployment & Integration,678058.8357457174,288725.5113209346,273950.63,692833.717066652,1.0539326422462856,1.2354424650779994,1.0,0.0
2026-03,US01,Deployment & Integration,692833.717066652,513117.69366707065,513382.36,692569.0507337226,0.9994844654714483,1.0936588440445163,2.0,0.0
2026-04,US01,Deployment & Integration,692569.0507337226,695572.6066419383,733832.95,654308.707375661,0.9478623256722642,1.290408936007983,5.0,0.0
2026-05,US01,Deployment & Integration,654308.707375661,416501.5860323056,458752.97000000003,612057.3234079666,0.9078994868028987,1.0763224567246348,3.0,0.0
2026-06,US01,Deployment & Integration,612057.3234079666,860583.0303303458,970836.9600000001,501803.39373831253,0.8864341447510875,0.6958464732585881,5.0,0.0
2026-07,US01,Deployment & Integration,501803.39373831253,638180.6476727439,719369.14,420614.9014110564,0.8871393171977656,0.5871888031041788,4.0,0.0
2026-08,US01,Deployment & Integration,420614.9014110564,560525.995035661,616034.1599999999,365106.7364467175,0.9098943393588127,0.4749375979327291,3.0,0.0
