vintage,month,horizon_month,entity,division,scenario,revenue_forecast,gross_profit_forecast,marginal_contribution_forecast,opex_forecast,bias_correction,active_action_count,action_opex_reduction_pct,action_revenue_impact_forecast,action_gross_profit_impact_forecast,action_opex_impact_forecast,action_ebit_impact_forecast,personnel_cost_forecast,non_people_opex_forecast,workforce_fte_forecast,workforce_hires_forecast,workforce_attrition_forecast,workforce_target_fte
2026-08,2026-09,1,US01,Events,Downside,2760513.76,1079515.82,1244782.44,600519.98,1.13636,10,0.007049,3286.38,8300.69,875.65,9176.34,477172.51,123347.47,34.8744,4.0005,0.2856,38.1475
2026-08,2026-09,1,US01,Hardware,Base,6270751.55,1870379.16,2211165.26,865751.91,1.01938,13,0.010688,10591.31,27105.36,2010.65,29116.01,679640.01,186111.9,47.048,2.4542,0.4126,49.056
2026-08,2026-09,1,US01,Hardware,Upside,6288754.24,1950804.75,2270052.43,867423.56,1.01938,13,0.010688,10621.71,26901.5,2016.43,28917.93,680777.35,186646.21,47.1255,2.5316,0.4126,49.1968
2026-08,2026-09,1,US01,Hardware,Downside,6241259.57,1749848.98,2122552.4,863013.42,1.01938,13,0.010688,10541.5,27397.2,2001.2,29398.4,677776.83,185236.59,46.9211,2.3273,0.4126,48.8253
2026-08,2026-09,1,US01,Software,Base,1310640.58,959523.95,1018180.41,271822.14,1.07266,9,0.007049,1560.31,1903.34,508.13,2411.47,200245.02,71577.12,13.3725,1.1341,0.1132,14.3003
2026-08,2026-09,1,US01,Software,Upside,1314403.29,978017.34,1032120.58,272365.28,1.07266,9,0.007049,1564.79,1893.43,509.59,2403.02,200582.68,71782.61,13.395,1.1567,0.1132,14.3414
2026-08,2026-09,1,US01,Software,Downside,1304476.5,931581.48,996990.99,270932.35,1.07266,9,0.007049,1552.97,1917.28,505.74,2423.02,199691.87,71240.48,13.3355,1.0971,0.1132,14.2331
2026-08,2026-10,2,DE01,Hardware,Base,6088385.12,1842798.16,2173160.03,705352.25,1.05396,12,0.016036,20534.22,52496.16,2929.0,55425.16,525629.7,179722.55,45.9442,2.6699,0.4004,48.1287
2026-08,2026-10,2,DE01,Hardware,Upside,6123393.57,1926080.02,2236535.78,708682.72,1.05396,12,0.016036,20652.29,52250.82,2945.84,55196.66,527926.76,180755.96,46.129,2.7823,0.401,48.4054
2026-08,2026-10,2,DE01,Hardware,Downside,6031251.2,1718117.26,2077595.37,699915.06,1.05396,12,0.016036,20341.53,52811.98,2901.51,55713.49,521879.05,178036.01,45.6426,2.4866,0.3993,47.677
2026-08,2026-10,2,DE01,Software,Base,1086120.79,794568.26,843130.38,192649.1,1.06211,8,0.008778,2583.5,3154.33,524.37,3678.7,133436.84,59212.27,11.285,0.7285,0.0977,11.8811
2026-08,2026-10,2,DE01,Software,Upside,1092366.03,812188.71,857114.57,193568.42,1.06211,8,0.008778,2598.35,3146.91,527.38,3674.29,134015.68,59552.74,11.3306,0.7563,0.0978,11.9494
2026-08,2026-10,2,DE01,Software,Downside,1075928.54,767829.07,821720.35,191148.3,1.06211,8,0.008778,2559.25,3162.48,519.45,3681.93,132491.69,58656.61,11.2106,0.6832,0.0974,11.7696
2026-08,2026-10,2,ES01,Events,Base,4039824.24,1594535.98,1814103.09,583657.27,1.13636,9,0.008778,9609.32,24236.62,1595.77,25832.39,403460.94,180196.33,54.0418,4.1284,0.4618,57.4196
2026-08,2026-10,2,ES01,Events,Upside,4063053.39,1652056.06,1858380.25,586796.43,1.13636,9,0.008778,9664.57,24086.75,1604.95,25691.7,405563.96,181232.47,54.2622,4.2625,0.4626,57.7497
2026-08,2026-10,2,ES01,Events,Downside,4001914.19,1508136.93,1747074.33,578533.58,1.13636,9,0.008778,9519.14,24436.5,1580.8,26017.3,400028.23,178505.35,53.6818,3.9098,0.4605,56.8807
2026-08,2026-10,2,ES01,Hardware,Base,5677200.74,1683589.8,1991774.57,510547.3,1.06388,12,0.016036,19147.42,49212.42,2731.19,51943.61,342962.48,167584.83,43.3364,2.6032,0.3768,45.4663
2026-08,2026-10,2,ES01,Hardware,Upside,5709844.87,1761047.31,2050671.11,513239.99,1.06388,12,0.016036,19257.52,48985.15,2746.89,51732.04,344691.54,168548.45,43.5109,2.7094,0.3775,45.7277
2026-08,2026-10,2,ES01,Hardware,Downside,5623925.42,1567655.46,1902988.81,506152.22,1.06388,12,0.016036,18967.74,49504.45,2705.56,52210.01,340140.02,166012.2,43.0514,2.43,0.3758,45.0396
2026-08,2026-10,2,ES01,Spare Parts,Base,2365643.29,1033947.94,1115736.58,227176.11,1.01939,8,0.008778,5627.03,8234.36,622.97,8857.33,156829.74,70346.37,21.5088,1.0935,0.1889,22.4034
2026-08,2026-10,2,ES01,Spare Parts,Upside,2379245.83,1068320.56,1142051.27,228396.5,1.01939,8,0.008778,5659.39,8226.05,626.55,8852.6,157645.63,70750.87,21.5948,1.1458,0.1892,22.5322
2026-08,2026-10,2,ES01,Spare Parts,Downside,2343443.9,982245.86,1075866.81,225184.22,1.01939,8,0.008778,5574.23,8239.32,617.12,8856.44,155497.99,69686.24,21.3684,1.0081,0.1884,22.1932
2026-08,2026-10,2,JP01,Hardware,Base,3611976.86,1195229.12,1386363.9,404601.88,0.98578,13,0.016036,12182.07,30376.01,1737.65,32113.66,297980.24,106621.64,28.06,1.1795,0.2487,29.025
2026-08,2026-10,2,JP01,Hardware,Upside,3632745.87,1245223.03,1424520.46,406537.67,0.98578,13,0.016036,12252.12,30226.04,1747.64,31973.68,299302.95,107234.72,28.1714,1.2473,0.2491,29.1919
2026-08,2026-10,2,JP01,Hardware,Downside,3578081.77,1120304.35,1328758.1,401441.71,0.98578,13,0.016036,12067.75,30570.57,1721.34,32291.91,295820.61,105621.09,27.878,1.069,0.248,28.7526
2026-08,2026-10,2,JP01,Software,Base,919523.99,672463.35,713705.16,156110.32,1.07769,9,0.008778,2187.22,2670.94,443.94,3114.88,105980.43,50129.89,9.5236,0.6468,0.0821,10.0528
2026-08,2026-10,2,JP01,Software,Upside,924811.29,687379.75,725543.79,156868.92,1.07769,9,0.008778,2199.8,2664.67,446.49,3111.16,106450.79,50418.14,9.5621,0.6704,0.0823,10.1106
2026-08,2026-10,2,JP01,Software,Downside,910895.1,649827.75,695580.09,154871.92,1.07769,9,0.008778,2166.7,2677.84,439.77,3117.61,105212.45,49659.46,9.4606,0.6085,0.0819,9.9585
2026-08,2026-10,2,JP01,Spare Parts,Base,3272878.74,1431778.33,1545331.66,393097.5,1.01685,9,0.008778,7785.02,11389.72,861.88,12251.6,295772.98,97324.53,29.7291,1.4952,0.2612,30.9525
2026-08,2026-10,2,JP01,Spare Parts,Upside,3291697.92,1479340.53,1581747.97,395009.31,1.01685,9,0.008778,7829.79,11378.21,866.84,12245.05,297125.16,97884.15,29.8478,1.5676,0.2616,31.1304
2026-08,2026-10,2,JP01,Spare Parts,Downside,3242165.77,1360236.0,1490155.66,389976.57,1.01685,9,0.008778,7711.97,11396.61,853.79,12250.4,293565.35,96411.22,29.5351,1.3773,0.2605,30.662
2026-08,2026-10,2,US01,Events,Base,2889603.59,1188910.21,1345710.13,642112.87,1.13636,10,0.014064,6873.35,17046.61,1828.77,18875.38,513909.49,128203.39,37.5343,2.8813,0.3206,39.8918
2026-08,2026-10,2,US01,Events,Upside,2906218.92,1230331.28,1377657.37,644999.56,1.13636,10,0.014064,6912.87,16937.75,1839.29,18777.04,516059.0,128940.56,37.6874,2.9745,0.3211,40.1211
2026-08,2026-10,2,US01,Events,Downside,2862487.3,1126656.81,1297314.28,637399.64,1.13636,10,0.014064,6808.85,17192.29,1811.61,19003.9,510399.32,127000.32,37.2842,2.7295,0.3197,39.5174
2026-08,2026-10,2,US01,Hardware,Base,6541662.15,1976098.13,2329677.47,903091.87,1.01938,13,0.021284,22062.98,56433.8,4176.98,60610.78,711018.98,192072.89,49.096,2.4792,0.4313,51.1245
2026-08,2026-10,2,US01,Hardware,Upside,6579276.96,2065557.89,2397741.18,907063.34,1.01938,13,0.021284,22189.85,56170.36,4201.0,60371.36,713886.03,193177.31,49.2922,2.5987,0.432,51.4184
2026-08,2026-10,2,US01,Hardware,Downside,6480274.64,1842171.36,2227047.55,896607.38,1.01938,13,0.021284,21855.94,56772.85,4137.79,60910.64,706336.92,190270.46,48.7755,2.2845,0.4301,50.6447
2026-08,2026-10,2,US01,Software,Base,1374056.15,1006748.53,1068109.8,287693.12,1.07266,9,0.014064,3268.39,3987.55,1062.86,5050.41,213182.88,74510.24,14.2,0.9501,0.1226,14.9774
2026-08,2026-10,2,US01,Software,Upside,1381957.03,1029049.08,1085809.67,288982.48,1.07266,9,0.014064,3287.19,3978.15,1068.97,5047.12,214043.8,74938.68,14.2574,0.9852,0.1228,15.0635
2026-08,2026-10,2,US01,Software,Downside,1361161.89,972906.24,1041010.16,285587.93,1.07266,9,0.014064,3237.72,3997.89,1052.89,5050.78,211776.9,73811.03,14.1062,0.893,0.1222,14.8368
2026-08,2026-11,3,DE01,Hardware,Base,6342688.94,1943800.41,2286091.14,736147.91,1.05396,12,0.023981,32037.45,81860.79,4563.12,86423.91,550430.37,185717.54,48.0344,2.5113,0.4212,50.0891
2026-08,2026-11,3,DE01,Hardware,Upside,6397473.57,2036116.36,2358705.66,741638.46,1.05396,12,0.023981,32314.17,81712.42,4602.53,86314.95,554316.79,187321.67,48.3547,2.6486,0.4228,50.5218
2026-08,2026-11,3,DE01,Hardware,Downside,6253618.23,1805761.28,2176467.87,727215.69,1.05396,12,0.023981,31587.54,81965.52,4499.04,86464.56,544106.19,183109.5,47.513,2.2889,0.4184,49.3857
2026-08,2026-11,3,DE01,Software,Base,1137109.92,832532.34,883263.97,202252.01,1.06211,8,0.01315,4053.19,4949.5,822.41,5771.91,140533.39,61718.62,11.8663,0.6847,0.1034,12.4265
2026-08,2026-11,3,DE01,Software,Upside,1146931.64,853397.18,900464.83,203772.15,1.06211,8,0.01315,4088.2,4952.01,829.52,5781.53,141520.43,62251.71,11.9456,0.7189,0.1039,12.5338
2026-08,2026-11,3,DE01,Software,Downside,1121141.43,800791.44,856825.52,199779.07,1.06211,8,0.01315,3996.27,4939.0,810.87,5749.87,138927.17,60851.9,11.7371,0.6293,0.1028,12.252
2026-08,2026-11,3,ES01,Events,Base,4203072.9,1669587.88,1897074.34,608841.51,1.13636,9,0.01315,14981.71,37774.93,2487.17,40262.1,422190.39,186651.12,56.9202,3.3738,0.4954,59.6805
2026-08,2026-11,3,ES01,Events,Upside,4239376.71,1734248.06,1948627.66,613833.2,1.13636,9,0.01315,15111.11,37649.22,2508.65,40157.87,425569.89,188263.31,57.302,3.5372,0.4974,60.196
2026-08,2026-11,3,ES01,Events,Downside,4144048.93,1572477.52,1818868.65,600724.11,1.13636,9,0.01315,14771.32,37907.2,2452.24,40359.44,416694.14,184029.97,56.2987,3.109,0.4921,58.8424
2026-08,2026-11,3,ES01,Hardware,Base,5914329.94,1776515.89,2095828.73,531800.7,1.06388,12,0.023981,29873.77,76740.1,4254.95,80995.05,358625.75,173174.94,45.3477,2.4085,0.3973,47.3183
2026-08,2026-11,3,ES01,Hardware,Upside,5965414.64,1862286.17,2163229.34,536101.32,1.06388,12,0.023981,30131.8,76605.27,4291.7,80896.97,361430.59,174670.73,45.6503,2.5382,0.3988,47.727
2026-08,2026-11,3,ES01,Hardware,Downside,5831274.7,1648305.01,1994112.68,524806.73,1.06388,12,0.023981,29454.25,76832.03,4195.19,81027.22,354063.69,170743.04,44.8551,2.1983,0.3946,46.6538
2026-08,2026-11,3,ES01,Spare Parts,Base,2466186.02,1080903.87,1165983.65,236804.0,1.01939,8,0.01315,8790.64,12867.25,972.91,13840.16,163791.29,73012.71,22.423,1.1114,0.1972,23.3324
2026-08,2026-11,3,ES01,Spare Parts,Upside,2487487.56,1119896.3,1196814.09,238746.67,1.01939,8,0.01315,8866.56,12891.12,981.31,13872.43,165103.31,73643.36,22.5722,1.1754,0.198,23.5339
2026-08,2026-11,3,ES01,Spare Parts,Downside,2431553.24,1022240.7,1119170.89,233644.9,1.01939,8,0.01315,8667.19,12814.52,959.25,13773.77,161657.51,71987.39,22.1802,1.0077,0.1959,23.0047
2026-08,2026-11,3,JP01,Hardware,Base,3762844.38,1258831.62,1456867.98,420475.97,0.98578,13,0.023981,19006.44,47367.76,2707.1,50074.86,310297.76,110178.21,29.1253,1.3225,0.2572,30.2073
2026-08,2026-11,3,JP01,Hardware,Upside,3795345.74,1314511.31,1500816.22,423648.43,0.98578,13,0.023981,19170.61,47269.4,2730.49,49999.89,312518.56,111129.87,29.3184,1.4053,0.2582,30.4682
2026-08,2026-11,3,JP01,Hardware,Downside,3710002.56,1175455.17,1390420.08,415315.24,0.98578,13,0.023981,18739.53,47446.7,2669.09,50115.79,306684.27,108630.97,28.8108,1.1883,0.2555,29.7831
2026-08,2026-11,3,JP01,Software,Base,962692.05,704594.04,747678.31,163965.33,1.07769,9,0.01315,3431.48,4191.01,696.27,4887.28,111713.53,52251.8,10.0292,0.5929,0.0873,10.5143
2026-08,2026-11,3,JP01,Software,Upside,971007.25,722256.42,762239.88,165213.51,1.07769,9,0.01315,3461.12,4193.15,702.28,4895.43,112510.39,52703.12,10.0963,0.6218,0.0877,10.6051
2026-08,2026-11,3,JP01,Software,Downside,949172.92,677725.13,725296.64,161934.92,1.07769,9,0.01315,3383.29,4182.11,686.49,4868.6,110416.89,51518.03,9.9199,0.546,0.0867,10.3666
2026-08,2026-11,3,JP01,Spare Parts,Base,3411980.07,1496794.66,1614917.33,409987.03,1.01685,9,0.01315,12161.89,17797.9,1346.03,19143.93,308973.61,101013.42,30.9852,1.5286,0.2725,32.2359
2026-08,2026-11,3,JP01,Spare Parts,Upside,3441450.87,1550752.61,1657586.71,413114.57,1.01685,9,0.01315,12266.93,17830.89,1357.65,19188.54,311228.65,101885.92,31.1913,1.6171,0.2736,32.5143
2026-08,2026-11,3,JP01,Spare Parts,Downside,3364065.46,1415614.8,1550126.75,404899.58,1.01685,9,0.01315,11991.1,17725.01,1327.12,19052.13,305304.69,99594.88,30.6497,1.3854,0.2707,31.7832
2026-08,2026-11,3,US01,Events,Base,3006372.01,1244337.95,1406793.34,674742.35,1.13636,10,0.021044,10716.11,26568.75,2846.97,29415.72,542302.59,132439.76,39.54,2.3498,0.3441,41.4625
2026-08,2026-11,3,US01,Events,Upside,3032339.39,1291020.92,1444098.99,679585.88,1.13636,10,0.021044,10808.67,26474.94,2871.56,29346.5,546002.17,133583.71,39.8053,2.4633,0.3455,41.8207
2026-08,2026-11,3,US01,Events,Downside,2964153.37,1174173.12,1350154.3,666861.19,1.13636,10,0.021044,10565.62,26669.69,2806.99,29476.68,536281.29,130579.91,39.1082,2.1658,0.3418,40.8803
2026-08,2026-11,3,US01,Hardware,Base,6814898.75,2084479.29,2450825.83,940658.9,1.01938,13,0.031789,34422.62,88001.0,6499.16,94500.16,742711.1,197947.8,51.1545,2.5086,0.45,53.2069
2026-08,2026-11,3,US01,Hardware,Upside,6873762.07,2183633.25,2528799.27,947336.22,1.01938,13,0.031789,34719.94,87841.98,6555.3,94397.28,747678.66,199657.57,51.4947,2.6544,0.4518,53.6665
2026-08,2026-11,3,US01,Hardware,Downside,6719196.78,1936219.9,2333117.89,929793.63,1.01938,13,0.031789,33939.22,88112.88,6407.9,94520.78,734625.62,195168.01,50.6007,2.2722,0.4471,52.4598
2026-08,2026-11,3,US01,Software,Base,1438562.71,1054845.71,1118948.29,302433.14,1.07266,9,0.021044,5127.71,6256.91,1665.02,7921.93,224977.2,77455.94,14.9471,0.8773,0.1302,15.6649
2026-08,2026-11,3,US01,Software,Upside,1450988.22,1081255.77,1140722.37,304605.39,1.07266,9,0.021044,5172.0,6260.05,1679.4,7939.45,226480.42,78124.96,15.0471,0.9204,0.1307,15.8002
2026-08,2026-11,3,US01,Software,Downside,1418360.9,1014667.61,1085479.45,298898.61,1.07266,9,0.021044,5055.7,6243.69,1641.64,7885.33,222530.39,76368.22,14.7843,0.8074,0.1293,15.4449
2026-08,2026-12,4,DE01,Hardware,Base,6701660.56,2053811.98,2415475.04,776808.38,1.05396,12,0.023981,33850.64,86493.8,4821.38,91315.18,580579.95,196228.43,50.4966,2.9025,0.4403,52.8714
2026-08,2026-12,4,DE01,Hardware,Upside,6778951.76,2157528.97,2499354.11,784806.34,1.05396,12,0.023981,34241.05,86584.89,4876.98,91461.87,586314.77,198491.56,50.9748,3.0633,0.4433,53.4812
2026-08,2026-12,4,DE01,Hardware,Downside,6576472.82,1898987.04,2288832.05,763843.63,1.05396,12,0.023981,33218.31,86197.14,4731.31,90928.45,571280.76,192562.87,49.7209,2.6434,0.4355,51.8837
2026-08,2026-12,4,DE01,Software,Base,1208036.22,884460.87,938356.84,214610.41,1.06211,8,0.01315,4306.0,5258.22,873.71,6131.93,149042.14,65568.27,12.5445,0.787,0.1088,13.1885
2026-08,2026-12,4,DE01,Software,Upside,1221968.67,909229.96,959376.98,216833.02,1.06211,8,0.01315,4355.67,5275.99,883.79,6159.78,150508.54,66324.48,12.6636,0.8274,0.1095,13.3406
2026-08,2026-12,4,DE01,Software,Downside,1185469.97,846739.03,905988.22,211007.68,1.06211,8,0.01315,4225.57,5222.39,857.39,6079.78,146664.23,64343.45,12.3514,0.7219,0.1076,12.9421
2026-08,2026-12,4,ES01,Events,Base,4437358.96,1762653.41,2002820.33,643351.8,1.13636,9,0.01315,15816.81,39880.56,2625.81,42506.37,446296.44,197055.36,59.9988,3.6004,0.5218,62.9446
2026-08,2026-12,4,ES01,Events,Upside,4488535.65,1836174.22,2063153.46,650470.09,1.13636,9,0.01315,15999.23,39861.96,2656.09,42518.05,451142.06,199328.02,60.5683,3.7916,0.5253,63.6706
2026-08,2026-12,4,ES01,Events,Downside,4354468.62,1652322.2,1911224.17,631819.03,1.13636,9,0.01315,15521.35,39831.98,2576.76,42408.74,438444.68,193374.34,59.075,3.2924,0.5161,61.7688
2026-08,2026-12,4,ES01,Hardware,Base,6249058.1,1877059.8,2214444.51,561881.02,1.06388,12,0.023981,31564.51,81083.29,4495.76,85579.05,378905.05,182975.98,47.69,2.7581,0.4157,49.9466
2026-08,2026-12,4,ES01,Hardware,Upside,6321129.37,1973333.38,2292221.64,568035.12,1.06388,12,0.023981,31928.55,81173.2,4547.61,85720.81,382948.85,185086.26,48.1418,2.91,0.4185,50.5227
2026-08,2026-12,4,ES01,Hardware,Downside,6132325.02,1733401.8,2097062.43,551909.71,1.06388,12,0.023981,30974.88,80798.62,4411.78,85210.4,372351.75,179557.96,46.9573,2.5133,0.4112,49.0136
2026-08,2026-12,4,ES01,Spare Parts,Base,2608888.93,1143449.09,1233451.9,250445.23,1.01939,8,0.01315,9299.3,13611.8,1029.21,14641.01,173207.72,77237.51,23.5598,1.3423,0.2055,24.658
2026-08,2026-12,4,ES01,Spare Parts,Upside,2638977.62,1188098.92,1269701.06,253219.56,1.01939,8,0.01315,9406.55,13676.2,1041.08,14717.28,175091.26,78128.3,23.7827,1.4174,0.2069,24.9424
2026-08,2026-12,4,ES01,Spare Parts,Downside,2560154.61,1076305.55,1178362.24,245950.43,1.01939,8,0.01315,9125.58,13492.26,1009.98,14502.24,170155.73,75794.7,23.1982,1.2212,0.2033,24.1974
2026-08,2026-12,4,JP01,Hardware,Base,3975806.79,1330076.61,1539321.06,443040.61,0.98578,13,0.023981,20082.13,50048.59,2860.31,52908.9,326626.73,116413.87,30.5231,1.6648,0.267,31.8852
2026-08,2026-12,4,JP01,Hardware,Upside,4021660.33,1392894.97,1590309.15,447646.76,0.98578,13,0.023981,20313.74,50088.05,2893.3,52981.35,329890.26,117756.49,30.8115,1.7618,0.2688,32.2529
2026-08,2026-12,4,JP01,Hardware,Downside,3901538.29,1236140.21,1462203.08,435574.61,0.98578,13,0.023981,19706.99,49896.22,2806.88,52703.1,321335.36,114239.25,30.0553,1.5086,0.2641,31.2896
2026-08,2026-12,4,JP01,Software,Base,1022739.18,748542.52,794314.14,174070.88,1.07769,9,0.01315,3645.52,4452.43,739.7,5192.13,118559.91,55510.96,10.6092,0.672,0.0919,11.159
2026-08,2026-12,4,JP01,Software,Upside,1034534.57,769509.43,812108.78,175890.86,1.07769,9,0.01315,3687.56,4467.48,748.23,5215.71,119739.68,56151.18,10.7099,0.7062,0.0925,11.2877
2026-08,2026-12,4,JP01,Software,Downside,1003634.3,716611.46,766912.52,171121.0,1.07769,9,0.01315,3577.42,4422.07,725.88,5147.95,116646.99,54474.01,10.4458,0.6169,0.0909,10.9506
2026-08,2026-12,4,JP01,Spare Parts,Base,3609410.24,1583404.9,1708362.59,432906.38,1.01685,9,0.01315,12865.62,18827.76,1423.91,20251.67,326047.94,106858.44,32.5525,1.8514,0.284,34.0673
2026-08,2026-12,4,JP01,Spare Parts,Upside,3651038.08,1645194.73,1758535.12,437442.9,1.01685,9,0.01315,13014.0,18916.8,1440.34,20357.14,329352.05,108090.86,32.8605,1.9552,0.2859,34.4602
2026-08,2026-12,4,JP01,Spare Parts,Downside,3541986.07,1490484.64,1632110.73,425553.64,1.01685,9,0.01315,12625.29,18662.46,1397.31,20059.77,320691.33,104862.31,32.053,1.6842,0.281,33.4309
2026-08,2026-12,4,US01,Events,Base,3173952.04,1313699.36,1485210.27,712966.65,1.13636,10,0.021044,11313.44,28049.74,3005.67,31055.41,573144.48,139822.17,41.6815,2.504,0.3624,43.7302
2026-08,2026-12,4,US01,Events,Upside,3210557.68,1366897.5,1528972.36,720086.5,1.13636,10,0.021044,11443.92,28030.94,3040.33,31071.27,578651.74,141434.76,42.0772,2.6368,0.3649,44.2346
2026-08,2026-12,4,US01,Events,Downside,3114662.27,1233793.35,1418710.21,701422.42,1.13636,10,0.021044,11102.11,28023.88,2949.52,30973.4,564212.14,137210.28,41.0397,2.29,0.3585,42.9133
