review_id,review_month,scope_level,entity,division,category,metric,comparison,unit,actual_value,benchmark_value,variance,materiality_pct,favorable,severity,action_required,source_dataset,source_key,headline,explanation
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-HARDWARE-VOLUME-EFFECT,2026-08,Division,All,Hardware,Commercial Drivers,Volume effect,Prior year,EUR,1654053.1563,0.0,1654053.1563,0.093896,True,High,False,price_volume_mix.csv,2026-08|Hardware|volume_effect,Hardware volume added year-on-year revenue by €1.7m.,"The volume effect explains €1.7m of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-SPARE-PARTS-REVENUE,2026-08,Division,All,Spare Parts,Monthly P&L vs Budget,Revenue,Budget,EUR,4484310.56,4113382.2,370928.36,0.090176,True,High,False,budget_performance.csv,2026-08|All|Spare Parts|revenue,Spare Parts revenue exceeded budget by €370.9k.,Actual revenue was €4.5m versus €4.1m budget. The variance represents 9.0% of the benchmark.
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SOFTWARE-VOLUME-EFFECT,2026-08,Division,All,Software,Commercial Drivers,Volume effect,Prior year,EUR,253945.9927,0.0,253945.9927,0.088355,True,High,False,price_volume_mix.csv,2026-08|Software|volume_effect,Software volume added year-on-year revenue by €253.9k.,"The volume effect explains €253.9k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SPARE-PARTS-VOLUME-EFFECT,2026-08,Division,All,Spare Parts,Commercial Drivers,Volume effect,Prior year,EUR,312677.3004,0.0,312677.3004,0.069727,True,High,False,price_volume_mix.csv,2026-08|Spare Parts|volume_effect,Spare Parts volume added year-on-year revenue by €312.7k.,"The volume effect explains €312.7k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SOFTWARE-PRICE-EFFECT,2026-08,Division,All,Software,Commercial Drivers,Price effect,Prior year,EUR,181463.4198,0.0,181463.4198,0.063137,True,High,False,price_volume_mix.csv,2026-08|Software|price_effect,Software price added year-on-year revenue by €181.5k.,"The price effect explains €181.5k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-HARDWARE-PRICE-EFFECT,2026-08,Division,All,Hardware,Commercial Drivers,Price effect,Prior year,EUR,1018941.6072,0.0,1018941.6072,0.057843,True,High,False,price_volume_mix.csv,2026-08|Hardware|price_effect,Hardware price added year-on-year revenue by €1.0m.,"The price effect explains €1.0m of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SPARE-PARTS-PRICE-EFFECT,2026-08,Division,All,Spare Parts,Commercial Drivers,Price effect,Prior year,EUR,259383.9901,0.0,259383.9901,0.057843,True,High,False,price_volume_mix.csv,2026-08|Spare Parts|price_effect,Spare Parts price added year-on-year revenue by €259.4k.,"The price effect explains €259.4k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-SPARE-PARTS-EBIT,2026-08,Division,All,Spare Parts,Monthly P&L vs Budget,EBIT,Budget,EUR,1404234.0757,1337961.26,66272.8157,0.049533,True,Medium,False,budget_performance.csv,2026-08|All|Spare Parts|ebit,Spare Parts ebit exceeded budget by €66.3k.,Actual ebit was €1.4m versus €1.3m budget. The variance represents 5.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-EVENTS-EBIT,2026-08,Division,All,Events,Monthly P&L vs Budget,EBIT,Budget,EUR,993695.1392,958680.07,35015.0692,0.036524,True,Medium,False,budget_performance.csv,2026-08|All|Events|ebit,Events ebit exceeded budget by €35.0k.,Actual ebit was €993.7k versus €958.7k budget. The variance represents 3.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-DIVISION-ALL-HARDWARE-GROSS-PROFIT,2026-08,Division,All,Hardware,Monthly P&L vs Budget,Gross profit,Budget,EUR,4867702.57,4798927.18,68775.39,0.014331,True,Low,False,budget_performance.csv,2026-08|All|Hardware|gross_profit,Hardware gross profit exceeded budget by €68.8k.,Actual gross profit was €4.9m versus €4.8m budget. The variance represents 1.4% of the benchmark.
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-HARDWARE-MIX-EFFECT,2026-08,Division,All,Hardware,Commercial Drivers,Mix effect,Prior year,EUR,33018.8865,0.0,33018.8865,0.001874,True,Low,False,price_volume_mix.csv,2026-08|Hardware|mix_effect,Hardware mix added year-on-year revenue by €33.0k.,"The mix effect explains €33.0k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-FX-TRANSLATION-DIVISION-ALL-EVENTS-REVENUE-FX-EFFECT,2026-08,Division,All,Events,FX Translation,Revenue FX effect,Prior-year FX,EUR,9085.03,0.0,9085.03,0.001733,True,Low,False,constant_currency_analysis.csv,2026-08|All|Events|revenue_fx_effect,FX translation increased events revenue by €9.1k.,Reported performance differs from the close translated at prior-year FX by €9.1k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-DIVISION-ALL-EVENTS-EBIT-FX-EFFECT,2026-08,Division,All,Events,FX Translation,EBIT FX effect,Prior-year FX,EUR,1529.03,0.0,1529.03,0.001541,True,Low,False,constant_currency_analysis.csv,2026-08|All|Events|ebit_fx_effect,FX translation increased events ebit by €1.5k.,Reported performance differs from the close translated at prior-year FX by €1.5k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-COMMERCIAL-DRIVERS-DIVISION-ALL-SOFTWARE-MIX-EFFECT,2026-08,Division,All,Software,Commercial Drivers,Mix effect,Prior year,EUR,3235.4875,0.0,3235.4875,0.001126,True,Low,False,price_volume_mix.csv,2026-08|Software|mix_effect,Software mix added year-on-year revenue by €3.2k.,"The mix effect explains €3.2k of the revenue bridge versus the prior year. Price, volume and mix reconcile exactly to the reported revenue change."
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CZ01-ALL-GROSS-PROFIT,2026-08,Entity,CZ01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,-226794.91,-7858.48,-218936.43,27.859895,False,Critical,False,budget_performance.csv,2026-08|CZ01|All|gross_profit,CZ01 gross profit missed budget by €218.9k.,Actual gross profit was €226.8k versus €7.9k budget. The variance represents 2786.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CZ01-ALL-EBIT,2026-08,Entity,CZ01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,-527489.35,-243969.59,-283519.76,1.162111,False,Critical,False,budget_performance.csv,2026-08|CZ01|All|ebit,CZ01 ebit missed budget by €283.5k.,Actual ebit was €527.5k versus €244.0k budget. The variance represents 116.2% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CN01-ALL-GROSS-PROFIT,2026-08,Entity,CN01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,-387250.89,-199003.33,-188247.56,0.945952,False,Critical,False,budget_performance.csv,2026-08|CN01|All|gross_profit,CN01 gross profit missed budget by €188.2k.,Actual gross profit was €387.3k versus €199.0k budget. The variance represents 94.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-CN01-ALL-EBIT,2026-08,Entity,CN01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,-623362.0,-435114.44,-188247.56,0.432639,False,Critical,False,budget_performance.csv,2026-08|CN01|All|ebit,CN01 ebit missed budget by €188.2k.,Actual ebit was €623.4k versus €435.1k budget. The variance represents 43.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-JP01-ALL-OPEX,2026-08,Entity,JP01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,857517.77,667640.75,189877.02,0.2844,False,Critical,False,budget_performance.csv,2026-08|JP01|All|opex,JP01 OPEX was €189.9k above budget.,Actual opex was €857.5k versus €667.6k budget. The variance represents 28.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DE01-ALL-OPEX,2026-08,Entity,DE01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,776480.11,606474.64,170005.47,0.280318,False,Critical,False,budget_performance.csv,2026-08|DE01|All|opex,DE01 OPEX was €170.0k above budget.,Actual opex was €776.5k versus €606.5k budget. The variance represents 28.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-US01-ALL-OPEX,2026-08,Entity,US01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,1615053.88,1278483.81,336570.07,0.263257,False,Critical,True,budget_performance.csv,2026-08|US01|All|opex,US01 OPEX was €336.6k above budget.,Actual opex was €1.6m versus €1.3m budget. The variance represents 26.3% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-ES01-ALL-OPEX,2026-08,Entity,ES01,All,Monthly P&L vs Budget,OPEX,Budget,EUR,1036294.14,834454.3,201839.84,0.241882,False,Critical,False,budget_performance.csv,2026-08|ES01|All|opex,ES01 OPEX was €201.8k above budget.,Actual opex was €1.0m versus €834.5k budget. The variance represents 24.2% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-CN01-ALL-EBIT-FX-EFFECT,2026-08,Entity,CN01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,-39968.59,0.0,-39968.59,0.068511,False,High,False,constant_currency_analysis.csv,2026-08|CN01|All|ebit_fx_effect,FX translation reduced cn01 ebit by €40.0k.,Reported performance differs from the close translated at prior-year FX by €40.0k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-JP01-ALL-EBIT-FX-EFFECT,2026-08,Entity,JP01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,-130825.2,0.0,-130825.2,0.066878,False,High,False,constant_currency_analysis.csv,2026-08|JP01|All|ebit_fx_effect,FX translation reduced jp01 ebit by €130.8k.,Reported performance differs from the close translated at prior-year FX by €130.8k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-JP01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,JP01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,-459105.32,0.0,-459105.32,0.066878,False,High,True,constant_currency_analysis.csv,2026-08|JP01|All|revenue_fx_effect,FX translation reduced jp01 revenue by €459.1k.,Reported performance differs from the close translated at prior-year FX by €459.1k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-ES01-ALL-EBIT,2026-08,Entity,ES01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,2038408.55,2084835.31,-46426.76,0.022269,False,Low,False,budget_performance.csv,2026-08|ES01|All|ebit,ES01 ebit missed budget by €46.4k.,Actual ebit was €2.0m versus €2.1m budget. The variance represents 2.2% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-CZ01-ALL-EBIT-FX-EFFECT,2026-08,Entity,CZ01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,-7268.17,0.0,-7268.17,0.013971,False,Low,False,constant_currency_analysis.csv,2026-08|CZ01|All|ebit_fx_effect,FX translation reduced cz01 ebit by €7.3k.,Reported performance differs from the close translated at prior-year FX by €7.3k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-US01-ALL-REVENUE,2026-08,Entity,US01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,9254154.58,7590372.13,1663782.45,0.219196,True,Critical,False,budget_performance.csv,2026-08|US01|All|revenue,US01 revenue exceeded budget by €1.7m.,Actual revenue was €9.3m versus €7.6m budget. The variance represents 21.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-US01-ALL-GROSS-PROFIT,2026-08,Entity,US01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,3509830.4,2947990.1,561840.3,0.190584,True,Critical,False,budget_performance.csv,2026-08|US01|All|gross_profit,US01 gross profit exceeded budget by €561.8k.,Actual gross profit was €3.5m versus €2.9m budget. The variance represents 19.1% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DE01-ALL-REVENUE,2026-08,Entity,DE01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,5819780.73,5028168.86,791611.87,0.157435,True,Critical,False,budget_performance.csv,2026-08|DE01|All|revenue,DE01 revenue exceeded budget by €791.6k.,Actual revenue was €5.8m versus €5.0m budget. The variance represents 15.7% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DE01-ALL-GROSS-PROFIT,2026-08,Entity,DE01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,2183515.06,1906119.97,277395.09,0.145529,True,High,False,budget_performance.csv,2026-08|DE01|All|gross_profit,DE01 gross profit exceeded budget by €277.4k.,Actual gross profit was €2.2m versus €1.9m budget. The variance represents 14.6% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-US01-ALL-EBIT,2026-08,Entity,US01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,1832276.52,1614818.41,217458.11,0.134664,True,High,False,budget_performance.csv,2026-08|US01|All|ebit,US01 ebit exceeded budget by €217.5k.,Actual ebit was €1.8m versus €1.6m budget. The variance represents 13.5% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-JP01-ALL-GROSS-PROFIT,2026-08,Entity,JP01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,2745367.32,2425947.81,319419.51,0.131668,True,High,False,budget_performance.csv,2026-08|JP01|All|gross_profit,JP01 gross profit exceeded budget by €319.4k.,Actual gross profit was €2.7m versus €2.4m budget. The variance represents 13.2% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-JP01-ALL-REVENUE,2026-08,Entity,JP01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,6405705.33,5672769.66,732935.67,0.129202,True,High,False,budget_performance.csv,2026-08|JP01|All|revenue,JP01 revenue exceeded budget by €732.9k.,Actual revenue was €6.4m versus €5.7m budget. The variance represents 12.9% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-ES01-ALL-REVENUE,2026-08,Entity,ES01,All,Monthly P&L vs Budget,Revenue,Budget,EUR,8747282.74,8070652.42,676630.32,0.083838,True,High,False,budget_performance.csv,2026-08|ES01|All|revenue,ES01 revenue exceeded budget by €676.6k.,Actual revenue was €8.7m versus €8.1m budget. The variance represents 8.4% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-DE01-ALL-EBIT,2026-08,Entity,DE01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,1344534.95,1244663.22,99871.73,0.08024,True,High,False,budget_performance.csv,2026-08|DE01|All|ebit,DE01 ebit exceeded budget by €99.9k.,Actual ebit was €1.3m versus €1.2m budget. The variance represents 8.0% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-JP01-ALL-EBIT,2026-08,Entity,JP01,All,Monthly P&L vs Budget,EBIT,Budget,EUR,1825349.55,1703134.55,122215.0,0.071759,True,High,False,budget_performance.csv,2026-08|JP01|All|ebit,JP01 ebit exceeded budget by €122.2k.,Actual ebit was €1.8m versus €1.7m budget. The variance represents 7.2% of the benchmark.
REV-202608-MONTHLY-P-L-VS-BUDGET-ENTITY-ES01-ALL-GROSS-PROFIT,2026-08,Entity,ES01,All,Monthly P&L vs Budget,Gross profit,Budget,EUR,3137202.69,2973676.32,163526.37,0.054991,True,High,False,budget_performance.csv,2026-08|ES01|All|gross_profit,ES01 gross profit exceeded budget by €163.5k.,Actual gross profit was €3.1m versus €3.0m budget. The variance represents 5.5% of the benchmark.
REV-202608-FX-TRANSLATION-ENTITY-US01-ALL-EBIT-FX-EFFECT,2026-08,Entity,US01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,6038.58,0.0,6038.58,0.003307,True,Low,False,constant_currency_analysis.csv,2026-08|US01|All|ebit_fx_effect,FX translation increased us01 ebit by €6.0k.,Reported performance differs from the close translated at prior-year FX by €6.0k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-US01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,US01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,30498.63,0.0,30498.63,0.003307,True,Low,False,constant_currency_analysis.csv,2026-08|US01|All|revenue_fx_effect,FX translation increased us01 revenue by €30.5k.,Reported performance differs from the close translated at prior-year FX by €30.5k. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-DE01-ALL-EBIT-FX-EFFECT,2026-08,Entity,DE01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|DE01|All|ebit_fx_effect,FX translation increased de01 ebit by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-ES01-ALL-EBIT-FX-EFFECT,2026-08,Entity,ES01,All,FX Translation,EBIT FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|ES01|All|ebit_fx_effect,FX translation increased es01 ebit by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
REV-202608-FX-TRANSLATION-ENTITY-CN01-ALL-REVENUE-FX-EFFECT,2026-08,Entity,CN01,All,FX Translation,Revenue FX effect,Prior-year FX,EUR,0.0,0.0,0.0,0.0,True,Low,False,constant_currency_analysis.csv,2026-08|CN01|All|revenue_fx_effect,FX translation increased cn01 revenue by €0.,Reported performance differs from the close translated at prior-year FX by €0. This is a translation view and does not represent a cash remeasurement gain or loss.
