month,entity,division,revenue,gross_margin_pct,marginal_contribution_pct
2024-02,JP01,Spare Parts,1368534.1,0.4708722024751002,0.5188811519897171
2024-03,DE01,Software,1932965.83,0.8025733856459756,0.7114092813232331
2024-03,US01,Software,1958020.88,0.8137610008959943,0.7056150023670874
2024-03,JP01,Software,1817890.38,0.8130969756718015,0.7044336052623399
2024-03,DE01,Hardware,2282065.46,0.3083682826324111,0.368257054388446
2024-03,ES01,Hardware,2275637.28,0.29400990304987745,0.3605093682696002
2024-03,US01,Hardware,2223927.91,0.2969409703557757,0.38685495423251676
2024-03,JP01,Hardware,2393265.61,0.28279174794690237,0.37270449656239857
2024-03,ES01,Events,1223025.14,0.3586435400825153,0.42495770289202783
2024-03,US01,Events,1182681.05,0.38123601920156386,0.4102394616131324
2024-03,ES01,Spare Parts,1505527.33,0.46849142111036884,0.5402646706542336
2024-03,JP01,Spare Parts,1552895.33,0.47116127853280626,0.5250618519006591
2024-04,DE01,Software,2074488.21,0.7900612406352451,0.7068788012796121
2024-04,US01,Software,1983823.82,0.7802405734211599,0.7270614238392461
2024-04,JP01,Software,1884904.27,0.7743485942777989,0.7044049368506198
2024-04,DE01,Hardware,2336419.54,0.2999656018099213,0.3733809738119471
2024-04,ES01,Hardware,2273919.92,0.28919529170463354,0.4054286180594335
2024-04,US01,Hardware,2294032.88,0.3207484633630779,0.38231580136006305
2024-04,JP01,Hardware,2272145.92,0.3112496296789114,0.37827906965233027
2024-04,ES01,Events,1211505.95,0.3525292921618199,0.4085754632381591
2024-04,US01,Events,1115094.45,0.35767794281046233,0.42355105999243176
2024-04,ES01,Spare Parts,1696664.57,0.4608890986263495,0.5391491627600028
2024-04,JP01,Spare Parts,1525032.82,0.48161086086596705,0.5294309876983704
2024-05,DE01,Software,2061644.47,0.8014413729979968,0.7110329693328412
2024-05,US01,Software,2027270.95,0.794205747946864,0.7154772073150025
2024-05,JP01,Software,2143140.98,0.7911727295819154,0.7069030286518023
2024-05,DE01,Hardware,2285755.01,0.3037737557211426,0.379077197986136
2024-05,ES01,Hardware,2385942.72,0.300869094296517,0.3646999597867859
2024-05,US01,Hardware,2394015.68,0.30012472278527375,0.35472150608085146
2024-05,JP01,Hardware,2489687.67,0.3013246706750059,0.3571440892647124
2024-05,ES01,Events,1153338.45,0.38447776951035206,0.39494484466577895
2024-05,US01,Events,1133664.65,0.3745350248166149,0.42177250873475436
2024-05,ES01,Spare Parts,1700432.67,0.48360852351337225,0.5147857391421292
2024-05,JP01,Spare Parts,1600679.91,0.47489970536768966,0.5320827334189812
2024-06,DE01,Software,2045524.32,0.8105880261523334,0.7073658586822957
2024-06,US01,Software,2088987.11,0.7906314299270257,0.7069774488058284
2024-06,JP01,Software,2035397.3,0.7899697353618839,0.6955619189519935
2024-06,DE01,Hardware,2448341.48,0.2793567924756799,0.35022214528205087
2024-06,ES01,Hardware,2560224.13,0.29162847648454965,0.3804134564491183
2024-06,US01,Hardware,2521624.72,0.2901581747479682,0.3673514960272085
2024-06,JP01,Hardware,2582854.98,0.29618150151839073,0.3841569865178989
2024-06,ES01,Events,1297372.97,0.39721633759831043,0.38498643865567944
2024-06,US01,Events,1349924.88,0.3351313018829536,0.4203175477515031
2024-06,ES01,Spare Parts,1633373.58,0.47819994294360807,0.5446551227105845
2024-06,JP01,Spare Parts,1596027.37,0.4763180396244795,0.5193962772292043
2024-07,DE01,Software,1925959.0,0.7979974285730819,0.6947588782799886
2024-07,US01,Software,1919618.33,0.789994908541902,0.7017476401885625
2024-07,JP01,Software,1736626.8,0.8073990685004693,0.6902001212758568
2024-07,DE01,Hardware,2156106.5,0.2718191018972834,0.36535888020185714
2024-07,ES01,Hardware,2201965.54,0.3022916071430124,0.3481656109333214
2024-07,US01,Hardware,2132228.79,0.29588806159078007,0.37579689550500106
2024-07,JP01,Hardware,2085464.32,0.29599840955088025,0.37292127588116847
2024-07,ES01,Events,1137976.34,0.36706891138503084,0.40612737104629154
2024-07,US01,Events,1105360.79,0.35707290203291997,0.3972356726943503
2024-07,ES01,Spare Parts,1452452.16,0.4852035203740503,0.5146475942763398
2024-07,JP01,Spare Parts,1516049.09,0.46244930777783677,0.5276204108110287
2024-08,DE01,Software,1709155.05,0.798154434336875,0.7144031799978255
2024-08,US01,Software,1719891.64,0.7943992452302105,0.692597820901133
2024-08,JP01,Software,1636001.91,0.7738898420366692,0.7060246366425909
2024-08,DE01,Hardware,1974991.77,0.2893161494171187,0.36257686141743944
2024-08,ES01,Hardware,1996844.01,0.2907952716890736,0.35955538582695024
2024-08,US01,Hardware,1960221.99,0.2870302510218448,0.3629565661613847
2024-08,JP01,Hardware,1806534.64,0.3143369547380321,0.3788302261191989
2024-08,ES01,Events,1056536.32,0.3620019521849031,0.4060691614887049
2024-08,US01,Events,919814.83,0.3689565054279334,0.4167759810288379
2024-08,ES01,Spare Parts,1319650.28,0.48297667837693375,0.5378543089339629
2024-08,JP01,Spare Parts,1285168.83,0.4736903552939863,0.5152249711563464
2024-09,DE01,Software,2023093.41,0.8034371903165909,0.7279476463246596
2024-09,US01,Software,2189560.54,0.8014397905389524,0.7099129698890234
2024-09,JP01,Software,2116935.54,0.7926423187202237,0.7032088192739524
2024-09,DE01,Hardware,2580698.98,0.27815752869571153,0.37105262340212847
2024-09,ES01,Hardware,2499599.55,0.2668976738305705,0.372300190601657
2024-09,US01,Hardware,2757524.96,0.30150984177807894,0.3696336281821199
2024-09,JP01,Hardware,2471343.28,0.30759850501139785,0.3737721386198076
2024-09,ES01,Events,1264214.26,0.3754646841636294,0.43125508364473786
2024-09,US01,Events,1262698.21,0.35955501834958536,0.420470938151527
2024-09,ES01,Spare Parts,1660392.58,0.47466461645998165,0.5437296442863192
2024-09,JP01,Spare Parts,1657407.88,0.4736496020982264,0.5321618119453219
2024-10,DE01,Software,2140535.26,0.7784203553354739,0.7040113110147701
2024-10,US01,Software,2224247.98,0.7965075829875514,0.700939292250708
2024-10,JP01,Software,2149154.0,0.7796934941084023,0.7128248469770762
2024-10,DE01,Hardware,2555371.62,0.275785850709113,0.36738711818359543
2024-10,ES01,Hardware,2601901.14,0.2952166474370571,0.3734548979091537
2024-10,US01,Hardware,2530719.35,0.28505342098225106,0.3793650306533876
2024-10,JP01,Hardware,2621234.06,0.2861920550166944,0.3731056190864664
2024-10,ES01,Events,1356430.9,0.3641793508769291,0.4049961402862856
2024-10,US01,Events,1352653.72,0.3603176569089741,0.4121110104882031
2024-10,ES01,Spare Parts,1652284.92,0.49378063038062775,0.532112743357194
2024-10,JP01,Spare Parts,1742092.17,0.49150502302572224,0.5204173140778521
2024-11,DE01,Software,2292670.75,0.8101812827143161,0.7088468877534017
2024-11,US01,Software,2235082.91,0.7940820645923482,0.6965050856679558
2024-11,JP01,Software,2285701.93,0.8104016311538813,0.7200890181930695
2024-11,DE01,Hardware,2718227.86,0.2903150765167558,0.36921354803094125
2024-11,ES01,Hardware,2819727.76,0.2805702028062016,0.3459003928918982
2024-11,US01,Hardware,2735388.82,0.2868622291387623,0.38071075923210623
2024-11,JP01,Hardware,2527078.7,0.28255524071091837,0.36961364168465116
2024-11,ES01,Events,1390770.78,0.3388941786591466,0.4039520443598473
2024-11,US01,Events,1355351.5,0.37226355162160846,0.3923269851203386
2024-11,ES01,Spare Parts,1795246.15,0.49415562631139,0.5283842297397603
2024-11,JP01,Spare Parts,1848770.02,0.48284988686220603,0.5199697627173652
2024-12,DE01,Software,2495306.78,0.8000599296479121,0.7103186322793563
2024-12,US01,Software,2317977.81,0.7880070237378225,0.7286915897286981
2024-12,JP01,Software,2409440.51,0.7949426758301101,0.7180729456303322
2024-12,DE01,Hardware,2876636.71,0.29401565920776634,0.37295886123278116
2024-12,ES01,Hardware,2977031.62,0.2935171521332052,0.3587158686293485
2024-12,US01,Hardware,2996473.59,0.3113495087618033,0.3748953953677008
2024-12,JP01,Hardware,2792162.03,0.3005135402852914,0.38072963382866176
2024-12,ES01,Events,1448878.44,0.35229349907426927,0.4056686991435112
2024-12,US01,Events,1478070.77,0.363555408515147,0.40341587021581077
2024-12,ES01,Spare Parts,1835988.8,0.48038711672186235,0.5379119449518343
2024-12,JP01,Spare Parts,1879659.93,0.4816297713565258,0.5417042042412896
2025-01,DE01,Software,1888614.41,0.7707162563470566,0.7150903662982543
2025-01,US01,Software,1927683.84,0.8145120369279163,0.7110173949137519
2025-01,JP01,Software,1675068.58,0.8082530918589901,0.7312603986800122
2025-01,DE01,Hardware,2077554.57,0.2864122426828963,0.3856896038356788
2025-01,ES01,Hardware,2069812.1,0.2950696967938066,0.37288222418614275
2025-01,US01,Hardware,2181350.75,0.3111002468574052,0.3710381097746838
2025-01,JP01,Hardware,2011528.39,0.29835027736532993,0.3716748024680075
2025-01,ES01,Events,1050232.23,0.3553636392040588,0.40773757908918623
2025-01,US01,Events,1097503.05,0.361952246876755,0.4201713262208056
2025-01,ES01,Spare Parts,1403345.16,0.4658775443686113,0.5290960306772693
2025-01,JP01,Spare Parts,1509290.63,0.4755339348266833,0.5468723719938062
2025-02,DE01,Software,1922515.85,0.7900894244547918,0.7310304424130777
2025-02,US01,Software,2013136.64,0.7912817836216389,0.6970047521900897
2025-02,JP01,Software,1908771.19,0.7841049026698551,0.7050820158443
2025-02,DE01,Hardware,2298232.88,0.31305037882042,0.35453354146590565
2025-02,ES01,Hardware,2170162.74,0.3022335996677851,0.36527948456138515
2025-02,US01,Hardware,2219085.22,0.30516967006157963,0.36298659018894747
2025-02,JP01,Hardware,2235994.13,0.30698122768744757,0.3575977091869599
2025-02,ES01,Events,1169550.14,0.34123638427962927,0.41331061549627324
2025-02,US01,Events,1092479.36,0.37801291932212283,0.4082026397234042
2025-02,ES01,Spare Parts,1470059.17,0.47952860254213964,0.5225972165123958
2025-02,JP01,Spare Parts,1489930.09,0.4595495558663938,0.5258635019886997
2025-03,DE01,Software,2170262.51,0.7994203679625403,0.7049562981971487
2025-03,US01,Software,1919784.53,0.799120213134704,0.711685373933268
2025-03,JP01,Software,2097270.5,0.8016426534622874,0.7196225888259776
2025-03,DE01,Hardware,2430074.37,0.31619826032434967,0.3789058783936124
2025-03,ES01,Hardware,2444998.06,0.30450676203888233,0.3712198111353238
2025-03,US01,Hardware,2404247.14,0.3100550675491932,0.35175400311068233
2025-03,JP01,Hardware,2400161.18,0.2911876238922336,0.3777895402790436
2025-03,ES01,Events,1282157.37,0.3813953135452716,0.4033121481746996
2025-03,US01,Events,1173660.53,0.3789062251748177,0.41604117924400247
2025-03,ES01,Spare Parts,1632652.15,0.5021825497653641,0.5233422206767296
2025-03,JP01,Spare Parts,1741408.93,0.47240275840357904,0.5416644754667498
2025-04,DE01,Software,2105153.89,0.7916970302283344,0.6909125216483444
2025-04,US01,Software,2042793.03,0.7770073193601175,0.7031886639614974
2025-04,JP01,Software,2217523.78,0.7985082031276465,0.6994182497014064
2025-04,DE01,Hardware,2598527.92,0.30530760514873867,0.36391201794634576
2025-04,ES01,Hardware,2416996.89,0.2966100042083279,0.3531563898819513
2025-04,US01,Hardware,2535381.91,0.2942816441114884,0.3679344915621457
2025-04,JP01,Hardware,2465425.81,0.297356461634007,0.36337450692284445
2025-04,ES01,Events,1343643.72,0.3576264075611351,0.40415475314800503
2025-04,US01,Events,1241727.54,0.3571747852116861,0.4065929755545308
2025-04,ES01,Spare Parts,1745456.5,0.46776544484748983,0.5284694484950302
2025-04,JP01,Spare Parts,1713938.35,0.47530558896437974,0.5263806226069132
2025-05,DE01,Software,2176867.48,0.7809789375943386,0.7079843984551484
2025-05,US01,Software,2282415.76,0.7795873907906556,0.7064935743118714
2025-05,JP01,Software,2133847.89,0.796193073373204,0.7036364963612431
2025-05,DE01,Hardware,2547392.02,0.3011299507459182,0.3769208459016775
2025-05,ES01,Hardware,2615280.87,0.292429593280864,0.3683326664438337
2025-05,US01,Hardware,2728234.34,0.2933054931262242,0.3882404394541658
2025-05,JP01,Hardware,2484750.84,0.28214410664885364,0.3566511459128322
2025-05,ES01,Events,1323898.09,0.3624347482162361,0.40072320985460785
2025-05,US01,Events,1383531.3,0.37761464896063546,0.41407585756754745
2025-05,ES01,Spare Parts,1763350.52,0.4863002245783879,0.5452523310289433
2025-05,JP01,Spare Parts,1797049.5,0.4932200121837228,0.5378108976397621
2025-06,DE01,Software,2242959.51,0.8030558206091715,0.7046458578725706
2025-06,US01,Software,2312556.76,0.8014049446853995,0.7222368512832943
2025-06,JP01,Software,2370505.9,0.803048961983482,0.7038577450340004
2025-06,DE01,Hardware,2711585.79,0.2901443684037918,0.38440216632034935
2025-06,ES01,Hardware,2732449.38,0.30560548050671593,0.37113733641764257
2025-06,US01,Hardware,2664403.71,0.29956309318212954,0.3878876728310516
2025-06,JP01,Hardware,2613082.81,0.30578464735397387,0.3469681461014914
2025-06,ES01,Events,1369082.7,0.3531242475470691,0.41309346262420915
2025-06,US01,Events,1369722.64,0.35919470849981433,0.4116163312777297
2025-06,ES01,Spare Parts,1684791.91,0.4611257090477829,0.5270373518072412
2025-06,JP01,Spare Parts,1817232.95,0.4726969940571045,0.5163711686073816
2025-07,DE01,Software,2028593.13,0.7958485979761787,0.7278307660015249
2025-07,US01,Software,1977328.8,0.8090030200597429,0.7155869488726018
2025-07,JP01,Software,2014294.4,0.7917798010882499,0.7156985042564273
2025-07,DE01,Hardware,2533797.54,0.2805827443902217,0.3614376977147449
2025-07,ES01,Hardware,2322417.68,0.2883406897175176,0.3823066249170127
2025-07,US01,Hardware,2330980.3,0.2719804943987282,0.3507648756336436
2025-07,JP01,Hardware,2393290.45,0.27234639823950335,0.3748562468202478
2025-07,ES01,Events,1162139.21,0.35499562783704913,0.4065131411485943
2025-07,US01,Events,1134216.1,0.3673574296969714,0.39870263722061444
2025-07,ES01,Spare Parts,1697904.6,0.45364085299227336,0.5153133158661926
2025-07,JP01,Spare Parts,1625853.56,0.46601194666847856,0.5365911619555099
2025-08,DE01,Software,1740152.89,0.7870307833337269,0.6949130120266047
2025-08,US01,Software,1804954.45,0.8012394862290694,0.724417931573068
2025-08,JP01,Software,1741597.52,0.7791661563034782,0.7094216602934689
2025-08,DE01,Hardware,2163557.08,0.28419689795425357,0.37974167031911765
2025-08,ES01,Hardware,2144203.71,0.27538413107379694,0.37128849652378404
2025-08,US01,Hardware,2155437.07,0.30711857948091287,0.36971050063210237
2025-08,JP01,Hardware,2121095.02,0.2820960731617635,0.39079736154801425
2025-08,ES01,Events,1052740.67,0.352689602875764,0.4125497141446257
2025-08,US01,Events,1038182.21,0.38461127886614976,0.3927229896945648
2025-08,ES01,Spare Parts,1415473.07,0.4789256150093264,0.5269453082892499
2025-08,JP01,Spare Parts,1379310.17,0.4537537508517874,0.545120992520677
2025-09,DE01,Software,2345227.75,0.7882564918441605,0.7137413430727652
2025-09,US01,Software,2314683.54,0.7969824993550699,0.7118641164247549
2025-09,JP01,Software,2162570.6,0.7820986445764987,0.706968999521343
2025-09,DE01,Hardware,2701875.39,0.3002235688214041,0.3789200015639324
2025-09,ES01,Hardware,2610358.92,0.3018847027110684,0.37777971145825595
2025-09,US01,Hardware,2549548.86,0.3228470949706199,0.36386335914585133
2025-09,JP01,Hardware,2802232.21,0.27390414409062613,0.3560740646556763
2025-09,ES01,Events,1349796.51,0.35484559536284843,0.41235543418617565
2025-09,US01,Events,1353933.42,0.3597910740501136,0.40755686014412185
2025-09,ES01,Spare Parts,1869393.88,0.4855574336761672,0.5450858762944639
2025-09,JP01,Spare Parts,1879945.68,0.4706459579985638,0.5259565336447429
2025-10,DE01,Software,2410875.91,0.7992005104893568,0.7222270270244215
2025-10,US01,Software,2411937.12,0.791647307391368,0.7096545345087912
2025-10,JP01,Software,2300921.49,0.8057796691437257,0.7093369127158771
2025-10,DE01,Hardware,2694323.3,0.28862531096006516,0.370494254014747
2025-10,ES01,Hardware,2737275.74,0.28245392667779545,0.3637620194060939
2025-10,US01,Hardware,2920355.67,0.2888923574397188,0.35475961574935694
2025-10,JP01,Hardware,2850029.07,0.283343656531585,0.36982179007071403
2025-10,ES01,Events,1375019.17,0.36567734479106534,0.41614563661260906
2025-10,US01,Events,1341262.1,0.3759379404827167,0.42542520262836125
2025-10,ES01,Spare Parts,1890803.69,0.47306567027166574,0.5476272049602431
2025-10,JP01,Spare Parts,1962481.78,0.47584603873555603,0.5210283910175542
2025-11,DE01,Software,2311180.93,0.8076513981841398,0.7165956668815332
2025-11,US01,Software,2541074.06,0.8275020069320456,0.7041019577953888
2025-11,JP01,Software,2292453.51,0.8119873935148169,0.713580060839199
2025-11,DE01,Hardware,2978080.93,0.2862582876816799,0.36297324954637394
2025-11,ES01,Hardware,2734214.39,0.31099351764887484,0.35874351293882406
2025-11,US01,Hardware,2867382.11,0.28058939023239876,0.36989422460055554
2025-11,JP01,Hardware,2940350.71,0.2804914995674726,0.3612466744447034
2025-11,ES01,Events,1383708.89,0.34672479072247914,0.40960067079273277
2025-11,US01,Events,1547056.45,0.3571801519877792,0.4210804799606475
2025-11,ES01,Spare Parts,1972449.2,0.46714738646013476,0.5219167891315016
2025-11,JP01,Spare Parts,1982600.64,0.48026220438216827,0.5304275943813138
2025-12,DE01,Software,2596350.12,0.7882239737122149,0.7038411178068168
2025-12,US01,Software,2696826.89,0.7930406136122524,0.694792581139339
2025-12,JP01,Software,2536676.94,0.8076354854364579,0.7211073282076136
2025-12,DE01,Hardware,3215075.89,0.2902697616787561,0.36444939091932255
2025-12,ES01,Hardware,2922426.23,0.3008193268270094,0.3566569122272898
2025-12,US01,Hardware,3080381.02,0.2734256012256816,0.3731803099003087
2025-12,JP01,Hardware,3150429.1,0.28286820199054996,0.377018060944585
2025-12,ES01,Events,1513241.46,0.3743597832894352,0.4001375073557578
2025-12,US01,Events,1548736.3,0.3496281568230268,0.41160194710261644
2025-12,ES01,Spare Parts,2021697.66,0.4638881987880101,0.5500405177260811
2025-12,JP01,Spare Parts,2013880.83,0.4681187761617552,0.5324776866192427
2026-01,DE01,Software,1987784.62,0.8142422145461681,0.6975396085411685
2026-01,US01,Software,2031612.14,0.7902474446187236,0.7112089590866566
2026-01,JP01,Software,2037533.57,0.7811272952580849,0.7106445041805256
2026-01,DE01,Hardware,2339597.63,0.28083496512221073,0.3720497176139498
2026-01,ES01,Hardware,2271732.59,0.2839148570673586,0.361334100046498
2026-01,US01,Hardware,2204683.88,0.2765293159313298,0.3714980826776318
2026-01,JP01,Hardware,2121202.51,0.2757402451525987,0.3714620549986245
2026-01,ES01,Events,1083605.57,0.39486693161027886,0.39198378878279044
2026-01,US01,Events,1124764.2,0.3513401409051041,0.41868721240625756
2026-01,ES01,Spare Parts,1554808.78,0.4816039435346808,0.5317426075750591
2026-01,JP01,Spare Parts,1561578.6,0.4854598091689244,0.5317553146200642
2026-02,DE01,Software,1948688.46,0.7917731479017212,0.7130414598334806
2026-02,US01,Software,2037990.65,0.8082061910341602,0.7193656609300331
2026-02,JP01,Software,2072956.88,0.7820523833661899,0.7098593157642555
2026-02,DE01,Hardware,2445392.95,0.2503066401627854,0.3624243386598789
2026-02,ES01,Hardware,2240333.65,0.28672390930003777,0.3784245542563526
2026-02,US01,Hardware,2313611.43,0.2809001535998325,0.3809259965435545
2026-02,JP01,Hardware,2493564.37,0.29562035939868236,0.366041783869573
2026-02,ES01,Events,1140566.15,0.36397715057606683,0.40819577311359395
2026-02,US01,Events,1206985.24,0.3654637687637408,0.4106165398659967
2026-02,ES01,Spare Parts,1702485.43,0.46580315799275057,0.5279906917319157
2026-02,JP01,Spare Parts,1500347.63,0.45843612645718557,0.5346088732207418
2026-03,DE01,Software,2288359.93,0.8093149859678485,0.7269386500485066
2026-03,US01,Software,2292283.72,0.7694491436906981,0.7225915422052988
2026-03,JP01,Software,2418365.39,0.7928027760437416,0.7060142725679903
2026-03,DE01,Hardware,2671546.12,0.28577433249744594,0.3544757191656221
2026-03,ES01,Hardware,2483880.42,0.2781420731688622,0.37172437487877424
2026-03,US01,Hardware,2808588.95,0.2753296800908382,0.3730922377922876
2026-03,JP01,Hardware,2378698.95,0.2780916121895576,0.3851484963400785
2026-03,ES01,Events,1273912.95,0.35518648052312174,0.41418634026914025
2026-03,US01,Events,1297723.34,0.34908163925632163,0.40956967905333397
2026-03,ES01,Spare Parts,1717693.0,0.45938754593980347,0.5635238002833202
2026-03,JP01,Spare Parts,1783212.8,0.45278014609429035,0.5449757879368117
2026-04,DE01,Software,2183369.53,0.7858763801477466,0.7118547359898638
2026-04,US01,Software,2443247.05,0.785021947899131,0.6934085462565418
2026-04,JP01,Software,2322003.87,0.7933959623275723,0.7028802215452116
2026-04,DE01,Hardware,2662454.24,0.2968283187206024,0.349953330887616
2026-04,ES01,Hardware,2582982.1,0.2747594918511792,0.36989582911345387
2026-04,US01,Hardware,2602748.24,0.2840861621343167,0.3711941701412077
2026-04,JP01,Hardware,2534646.99,0.2781429449453561,0.36477010900366974
2026-04,ES01,Events,1345127.09,0.3523971387477248,0.38175410781923197
2026-04,US01,Events,1315300.26,0.36769863230447764,0.4139357544175902
2026-04,ES01,Spare Parts,1805840.49,0.48114302874417,0.5358145234629867
2026-04,JP01,Spare Parts,1697736.88,0.47887840607034976,0.5255681078421546
2026-05,DE01,Software,2397934.04,0.8154372190162376,0.7067552293286914
2026-05,US01,Software,2382389.08,0.7752784232808055,0.7211532285618281
2026-05,JP01,Software,2356114.24,0.7911548244163275,0.7115782380384552
2026-05,DE01,Hardware,2591169.12,0.292891232805436,0.3562661102868232
2026-05,ES01,Hardware,2685258.28,0.2963899947379054,0.3794860952262876
2026-05,US01,Hardware,2617128.02,0.2904474391838709,0.3609994878803033
2026-05,JP01,Hardware,2613891.62,0.26853245054576635,0.3522666350876247
2026-05,ES01,Events,1319773.34,0.3736260081473499,0.4286494292686196
2026-05,US01,Events,1330633.51,0.35369291245328494,0.40480081849903554
2026-05,ES01,Spare Parts,1848192.57,0.481144363898675,0.5477784982630872
2026-05,JP01,Spare Parts,1949890.37,0.46871622418705644,0.5217896007622915
2026-06,DE01,Software,2394378.74,0.784730359748089,0.701047050266219
2026-06,US01,Software,2463584.7,0.7955949251751026,0.7198443776024792
