close_month,observation_month,driver,value,unit,source,official_source,source_url,status
2026-08,2023-10,CZK,0.03995423,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2023-11,inflation,0.024,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2023-11,industrial_index,100.1,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2023-11,energy_index,106.2,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2023-11,policy_rate,0.045,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2023-11,USD,0.92489227,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2023-11,JPY,0.0063303,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2023-11,CNY,0.12753086,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2023-11,CZK,0.03996947,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2023-12,inflation,0.029,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2023-12,industrial_index,99.2,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2023-12,energy_index,99.6,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2023-12,policy_rate,0.045,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2023-12,USD,0.91025289,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2023-12,JPY,0.00635101,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2023-12,CNY,0.1294088,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2023-12,CZK,0.04036887,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-01,inflation,0.028,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-01,industrial_index,98.2,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-01,energy_index,101.2,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-01,policy_rate,0.045,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-01,USD,0.92173252,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-01,JPY,0.00615056,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-01,CNY,0.12926488,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-01,CZK,0.04016862,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-02,inflation,0.026,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-02,industrial_index,98.6,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-02,energy_index,102.2,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-02,policy_rate,0.045,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-02,USD,0.90579048,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-02,JPY,0.00617185,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-02,CNY,0.12952664,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-02,CZK,0.03990666,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-03,inflation,0.024,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-03,industrial_index,97.9,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-03,energy_index,104.2,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-03,policy_rate,0.045,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-03,USD,0.90307017,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-03,JPY,0.00612999,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-03,CNY,0.1255314,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-03,CZK,0.03971221,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-04,inflation,0.024,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-04,industrial_index,98.6,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-04,energy_index,109.6,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-04,policy_rate,0.045,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-04,USD,0.91559671,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-04,JPY,0.00616979,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-04,CNY,0.12619169,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-04,CZK,0.03989022,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-05,inflation,0.026,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-05,industrial_index,96.8,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-05,energy_index,102.6,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-05,policy_rate,0.045,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-05,USD,0.89619845,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-05,JPY,0.00611464,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-05,CNY,0.1250348,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-05,CZK,0.03974664,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-06,inflation,0.025,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-06,industrial_index,98.4,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-06,energy_index,103.8,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-06,policy_rate,0.0425,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-06,USD,0.87836758,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-06,JPY,0.00611149,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-06,CNY,0.12799917,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-06,CZK,0.03979938,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-07,inflation,0.026,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-07,industrial_index,97.7,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-07,energy_index,106.0,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-07,policy_rate,0.0425,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-07,USD,0.89260842,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-07,JPY,0.00609323,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-07,CNY,0.12399622,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-07,CZK,0.039947,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-08,inflation,0.022,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-08,industrial_index,98.2,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-08,energy_index,102.6,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-08,policy_rate,0.0425,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-08,USD,0.89010787,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-08,JPY,0.00608859,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-08,CNY,0.12573929,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-08,CZK,0.0397896,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-09,inflation,0.017,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-09,industrial_index,97.5,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-09,energy_index,95.4,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-09,policy_rate,0.0365,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-09,USD,0.89783833,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-09,JPY,0.00599959,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-09,CNY,0.125419,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-09,CZK,0.03956053,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-10,inflation,0.02,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-10,industrial_index,97.7,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-10,energy_index,97.7,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-10,policy_rate,0.034,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-10,USD,0.8927847,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-10,JPY,0.00599298,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-10,CNY,0.12655327,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-10,CZK,0.03952786,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-11,inflation,0.022,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-11,industrial_index,97.8,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-11,energy_index,96.5,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-11,policy_rate,0.034,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-11,USD,0.88544709,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-11,JPY,0.00600881,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-11,CNY,0.12475921,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-11,CZK,0.03950607,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-12,inflation,0.024,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2024-12,industrial_index,96.9,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2024-12,energy_index,96.5,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2024-12,policy_rate,0.0315,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2024-12,USD,0.89613107,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-12,JPY,0.00621083,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-12,CNY,0.12385498,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2024-12,CZK,0.03948633,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-01,inflation,0.025,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2025-01,industrial_index,99.1,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2025-01,energy_index,103.5,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2025-01,policy_rate,0.0315,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2025-01,USD,0.89286488,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-01,JPY,0.00608639,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-01,CNY,0.12534701,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-01,CZK,0.03961229,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-02,inflation,0.023,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2025-02,industrial_index,99.7,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2025-02,energy_index,99.2,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2025-02,policy_rate,0.029,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2025-02,USD,0.91421979,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-02,JPY,0.00602955,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-02,CNY,0.12426743,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-02,CZK,0.03979551,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-03,inflation,0.022,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2025-03,industrial_index,102.6,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2025-03,energy_index,95.1,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2025-03,policy_rate,0.0265,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2025-03,USD,0.90952165,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-03,JPY,0.00601268,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-03,CNY,0.12638293,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-03,CZK,0.03945923,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-04,inflation,0.022,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2025-04,industrial_index,99.1,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2025-04,energy_index,87.9,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2025-04,policy_rate,0.024,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
2026-08,2025-04,USD,0.90677095,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-04,JPY,0.00597399,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-04,CNY,0.12695364,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-04,CZK,0.03968676,EUR per currency unit,deterministic_fallback,ECB reference exchange rate,https://data.ecb.europa.eu/data/datasets/EXR,Fallback
2026-08,2025-05,inflation,0.019,Annual rate,Eurostat_HICP,Eurostat HICP,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_minr/default/table,Official
2026-08,2025-05,industrial_index,99.8,2021=100,Eurostat_STS,Eurostat industrial production,https://ec.europa.eu/eurostat/databrowser/view/sts_inpr_m/default/table,Official
2026-08,2025-05,energy_index,84.0,2010=100,World_Bank_Pink_Sheet,World Bank Pink Sheet energy index,https://thedocs.worldbank.org/en/doc/74e8be41ceb20fa0da750cda2f6b9e4e-0050012026/related/CMO-Historical-Data-Monthly.xlsx,Official
2026-08,2025-05,policy_rate,0.024,Annual rate,ECB_MRO,ECB main refinancing operations,https://data.ecb.europa.eu/data/datasets/FM,Official
