month,entity,division,journal_id,account,debit,credit,counterparty,description
2023-08,US01,Software,CAPEX-000001,1000_CASH,0.0,15439.67,EXTERNAL,Capital expenditure
2023-08,US01,Software,DEP-000001,6100_DEPRECIATION,183.81,0.0,EXTERNAL,Depreciation
2023-08,US01,Software,DEP-000001,1590_ACCUM_DEP,0.0,183.81,EXTERNAL,Depreciation
2023-08,US01,Software,COLL-000001,1000_CASH,1266053.22,0.0,EXTERNAL,Customer collections
2023-08,US01,Software,COLL-000001,1100_AR,0.0,1266053.22,EXTERNAL,Customer collections
2023-08,US01,Software,PAY-000001,2100_AP,637709.95,0.0,EXTERNAL,Supplier payments
2023-08,US01,Software,PAY-000001,1000_CASH,0.0,637709.95,EXTERNAL,Supplier payments
2023-08,JP01,Software,REV-000002,1100_AR,1573401.39,0.0,EXTERNAL,External sale
2023-08,JP01,Software,REV-000002,4000_REVENUE,0.0,1573401.39,EXTERNAL,External sale
2023-08,JP01,Software,COGS-000002,5000_VARIABLE_COGS,432850.5,0.0,EXTERNAL,Variable cost of sales
2023-08,JP01,Software,COGS-000002,2100_AP,0.0,432850.5,EXTERNAL,Variable cost of sales
2023-08,JP01,Software,OPEX-000002,6000_OPEX,361882.32,0.0,EXTERNAL,Operating expenses
2023-08,JP01,Software,OPEX-000002,2100_AP,0.0,361882.32,EXTERNAL,Operating expenses
2023-08,JP01,Software,CAPEX-000002,1500_PPE,15734.01,0.0,EXTERNAL,Capital expenditure
2023-08,JP01,Software,CAPEX-000002,1000_CASH,0.0,15734.01,EXTERNAL,Capital expenditure
2023-08,JP01,Software,DEP-000002,6100_DEPRECIATION,187.31,0.0,EXTERNAL,Depreciation
2023-08,JP01,Software,DEP-000002,1590_ACCUM_DEP,0.0,187.31,EXTERNAL,Depreciation
2023-08,JP01,Software,COLL-000002,1000_CASH,1290189.14,0.0,EXTERNAL,Customer collections
2023-08,JP01,Software,COLL-000002,1100_AR,0.0,1290189.14,EXTERNAL,Customer collections
2023-08,JP01,Software,PAY-000002,2100_AP,619891.6,0.0,EXTERNAL,Supplier payments
2023-08,JP01,Software,PAY-000002,1000_CASH,0.0,619891.6,EXTERNAL,Supplier payments
2023-08,DE01,Hardware,REV-000003,1100_AR,1827837.91,0.0,EXTERNAL,External sale
2023-08,DE01,Hardware,REV-000003,4000_REVENUE,0.0,1827837.91,EXTERNAL,External sale
2023-08,DE01,Hardware,COGS-000003,5000_VARIABLE_COGS,1131766.1,0.0,EXTERNAL,Variable cost of sales
2023-08,DE01,Hardware,COGS-000003,2100_AP,0.0,1131766.1,EXTERNAL,Variable cost of sales
2023-08,DE01,Hardware,COGS-000003,5100_FIXED_PRODUCTION,116475.89,0.0,EXTERNAL,Fixed production cost
2023-08,DE01,Hardware,COGS-000003,2100_AP,0.0,116475.89,EXTERNAL,Fixed production cost
2023-08,DE01,Hardware,OPEX-000003,6000_OPEX,201062.17,0.0,EXTERNAL,Operating expenses
2023-08,DE01,Hardware,OPEX-000003,2100_AP,0.0,201062.17,EXTERNAL,Operating expenses
2023-08,DE01,Hardware,CAPEX-000003,1500_PPE,63974.33,0.0,EXTERNAL,Capital expenditure
2023-08,DE01,Hardware,CAPEX-000003,1000_CASH,0.0,63974.33,EXTERNAL,Capital expenditure
2023-08,DE01,Hardware,DEP-000003,6100_DEPRECIATION,761.6,0.0,EXTERNAL,Depreciation
2023-08,DE01,Hardware,DEP-000003,1590_ACCUM_DEP,0.0,761.6,EXTERNAL,Depreciation
2023-08,DE01,Hardware,COLL-000003,1000_CASH,1498827.09,0.0,EXTERNAL,Customer collections
2023-08,DE01,Hardware,COLL-000003,1100_AR,0.0,1498827.09,EXTERNAL,Customer collections
2023-08,DE01,Hardware,PAY-000003,2100_AP,1130457.25,0.0,EXTERNAL,Supplier payments
2023-08,DE01,Hardware,PAY-000003,1000_CASH,0.0,1130457.25,EXTERNAL,Supplier payments
2023-08,ES01,Hardware,REV-000004,1100_AR,1828802.68,0.0,EXTERNAL,External sale
2023-08,ES01,Hardware,REV-000004,4000_REVENUE,0.0,1828802.68,EXTERNAL,External sale
2023-08,ES01,Hardware,COGS-000004,5000_VARIABLE_COGS,1146806.24,0.0,EXTERNAL,Variable cost of sales
2023-08,ES01,Hardware,COGS-000004,2100_AP,0.0,1146806.24,EXTERNAL,Variable cost of sales
2023-08,ES01,Hardware,COGS-000004,5100_FIXED_PRODUCTION,152484.05,0.0,EXTERNAL,Fixed production cost
2023-08,ES01,Hardware,COGS-000004,2100_AP,0.0,152484.05,EXTERNAL,Fixed production cost
2023-08,ES01,Hardware,OPEX-000004,6000_OPEX,201168.29,0.0,EXTERNAL,Operating expenses
2023-08,ES01,Hardware,OPEX-000004,2100_AP,0.0,201168.29,EXTERNAL,Operating expenses
2023-08,ES01,Hardware,CAPEX-000004,1500_PPE,64008.09,0.0,EXTERNAL,Capital expenditure
2023-08,ES01,Hardware,CAPEX-000004,1000_CASH,0.0,64008.09,EXTERNAL,Capital expenditure
2023-08,ES01,Hardware,DEP-000004,6100_DEPRECIATION,762.0,0.0,EXTERNAL,Depreciation
2023-08,ES01,Hardware,DEP-000004,1590_ACCUM_DEP,0.0,762.0,EXTERNAL,Depreciation
2023-08,ES01,Hardware,COLL-000004,1000_CASH,1499618.2,0.0,EXTERNAL,Customer collections
2023-08,ES01,Hardware,COLL-000004,1100_AR,0.0,1499618.2,EXTERNAL,Customer collections
2023-08,ES01,Hardware,PAY-000004,2100_AP,1170357.7,0.0,EXTERNAL,Supplier payments
2023-08,ES01,Hardware,PAY-000004,1000_CASH,0.0,1170357.7,EXTERNAL,Supplier payments
2023-08,US01,Hardware,REV-000005,1100_AR,1799559.17,0.0,EXTERNAL,External sale
2023-08,US01,Hardware,REV-000005,4000_REVENUE,0.0,1799559.17,EXTERNAL,External sale
2023-08,US01,Hardware,COGS-000005,5000_VARIABLE_COGS,1136833.29,0.0,EXTERNAL,Variable cost of sales
2023-08,US01,Hardware,COGS-000005,2100_AP,0.0,1136833.29,EXTERNAL,Variable cost of sales
2023-08,US01,Hardware,COGS-000005,5100_FIXED_PRODUCTION,87714.19,0.0,EXTERNAL,Fixed production cost
2023-08,US01,Hardware,COGS-000005,2100_AP,0.0,87714.19,EXTERNAL,Fixed production cost
2023-08,US01,Hardware,OPEX-000005,6000_OPEX,197951.51,0.0,EXTERNAL,Operating expenses
2023-08,US01,Hardware,OPEX-000005,2100_AP,0.0,197951.51,EXTERNAL,Operating expenses
2023-08,US01,Hardware,CAPEX-000005,1500_PPE,62984.57,0.0,EXTERNAL,Capital expenditure
2023-08,US01,Hardware,CAPEX-000005,1000_CASH,0.0,62984.57,EXTERNAL,Capital expenditure
2023-08,US01,Hardware,DEP-000005,6100_DEPRECIATION,749.82,0.0,EXTERNAL,Depreciation
2023-08,US01,Hardware,DEP-000005,1590_ACCUM_DEP,0.0,749.82,EXTERNAL,Depreciation
2023-08,US01,Hardware,COLL-000005,1000_CASH,1475638.52,0.0,EXTERNAL,Customer collections
2023-08,US01,Hardware,COLL-000005,1100_AR,0.0,1475638.52,EXTERNAL,Customer collections
2023-08,US01,Hardware,PAY-000005,2100_AP,1109549.21,0.0,EXTERNAL,Supplier payments
2023-08,US01,Hardware,PAY-000005,1000_CASH,0.0,1109549.21,EXTERNAL,Supplier payments
2023-08,JP01,Hardware,REV-000006,1100_AR,1918397.2,0.0,EXTERNAL,External sale
2023-08,JP01,Hardware,REV-000006,4000_REVENUE,0.0,1918397.2,EXTERNAL,External sale
2023-08,JP01,Hardware,COGS-000006,5000_VARIABLE_COGS,1208041.54,0.0,EXTERNAL,Variable cost of sales
2023-08,JP01,Hardware,COGS-000006,2100_AP,0.0,1208041.54,EXTERNAL,Variable cost of sales
2023-08,JP01,Hardware,COGS-000006,5100_FIXED_PRODUCTION,148137.84,0.0,EXTERNAL,Fixed production cost
2023-08,JP01,Hardware,COGS-000006,2100_AP,0.0,148137.84,EXTERNAL,Fixed production cost
2023-08,JP01,Hardware,OPEX-000006,6000_OPEX,211023.69,0.0,EXTERNAL,Operating expenses
2023-08,JP01,Hardware,OPEX-000006,2100_AP,0.0,211023.69,EXTERNAL,Operating expenses
2023-08,JP01,Hardware,CAPEX-000006,1500_PPE,67143.9,0.0,EXTERNAL,Capital expenditure
2023-08,JP01,Hardware,CAPEX-000006,1000_CASH,0.0,67143.9,EXTERNAL,Capital expenditure
2023-08,JP01,Hardware,DEP-000006,6100_DEPRECIATION,799.33,0.0,EXTERNAL,Depreciation
2023-08,JP01,Hardware,DEP-000006,1590_ACCUM_DEP,0.0,799.33,EXTERNAL,Depreciation
2023-08,JP01,Hardware,COLL-000006,1000_CASH,1573085.7,0.0,EXTERNAL,Customer collections
2023-08,JP01,Hardware,COLL-000006,1100_AR,0.0,1573085.7,EXTERNAL,Customer collections
2023-08,JP01,Hardware,PAY-000006,2100_AP,1222418.4,0.0,EXTERNAL,Supplier payments
2023-08,JP01,Hardware,PAY-000006,1000_CASH,0.0,1222418.4,EXTERNAL,Supplier payments
2023-08,ES01,Events,REV-000007,1100_AR,978389.37,0.0,EXTERNAL,External sale
2023-08,ES01,Events,REV-000007,4000_REVENUE,0.0,978389.37,EXTERNAL,External sale
2023-08,ES01,Events,COGS-000007,5000_VARIABLE_COGS,570804.94,0.0,EXTERNAL,Variable cost of sales
2023-08,ES01,Events,COGS-000007,2100_AP,0.0,570804.94,EXTERNAL,Variable cost of sales
2023-08,ES01,Events,COGS-000007,5100_FIXED_PRODUCTION,38178.81,0.0,EXTERNAL,Fixed production cost
2023-08,ES01,Events,COGS-000007,2100_AP,0.0,38178.81,EXTERNAL,Fixed production cost
2023-08,ES01,Events,OPEX-000007,6000_OPEX,166326.19,0.0,EXTERNAL,Operating expenses
2023-08,ES01,Events,OPEX-000007,2100_AP,0.0,166326.19,EXTERNAL,Operating expenses
2023-08,ES01,Events,CAPEX-000007,1500_PPE,9783.89,0.0,EXTERNAL,Capital expenditure
2023-08,ES01,Events,CAPEX-000007,1000_CASH,0.0,9783.89,EXTERNAL,Capital expenditure
2023-08,ES01,Events,DEP-000007,6100_DEPRECIATION,116.47,0.0,EXTERNAL,Depreciation
2023-08,ES01,Events,DEP-000007,1590_ACCUM_DEP,0.0,116.47,EXTERNAL,Depreciation
2023-08,ES01,Events,COLL-000007,1000_CASH,802279.28,0.0,EXTERNAL,Customer collections
2023-08,ES01,Events,COLL-000007,1100_AR,0.0,802279.28,EXTERNAL,Customer collections
2023-08,ES01,Events,PAY-000007,2100_AP,604741.75,0.0,EXTERNAL,Supplier payments
2023-08,ES01,Events,PAY-000007,1000_CASH,0.0,604741.75,EXTERNAL,Supplier payments
2023-08,US01,Events,REV-000008,1100_AR,963481.78,0.0,EXTERNAL,External sale
2023-08,US01,Events,REV-000008,4000_REVENUE,0.0,963481.78,EXTERNAL,External sale
2023-08,US01,Events,COGS-000008,5000_VARIABLE_COGS,580790.28,0.0,EXTERNAL,Variable cost of sales
2023-08,US01,Events,COGS-000008,2100_AP,0.0,580790.28,EXTERNAL,Variable cost of sales
2023-08,US01,Events,COGS-000008,5100_FIXED_PRODUCTION,57744.63,0.0,EXTERNAL,Fixed production cost
2023-08,US01,Events,COGS-000008,2100_AP,0.0,57744.63,EXTERNAL,Fixed production cost
2023-08,US01,Events,OPEX-000008,6000_OPEX,163791.9,0.0,EXTERNAL,Operating expenses
2023-08,US01,Events,OPEX-000008,2100_AP,0.0,163791.9,EXTERNAL,Operating expenses
2023-08,US01,Events,CAPEX-000008,1500_PPE,9634.82,0.0,EXTERNAL,Capital expenditure
2023-08,US01,Events,CAPEX-000008,1000_CASH,0.0,9634.82,EXTERNAL,Capital expenditure
2023-08,US01,Events,DEP-000008,6100_DEPRECIATION,114.7,0.0,EXTERNAL,Depreciation
2023-08,US01,Events,DEP-000008,1590_ACCUM_DEP,0.0,114.7,EXTERNAL,Depreciation
2023-08,US01,Events,COLL-000008,1000_CASH,790055.06,0.0,EXTERNAL,Customer collections
2023-08,US01,Events,COLL-000008,1100_AR,0.0,790055.06,EXTERNAL,Customer collections
2023-08,US01,Events,PAY-000008,2100_AP,625814.91,0.0,EXTERNAL,Supplier payments
2023-08,US01,Events,PAY-000008,1000_CASH,0.0,625814.91,EXTERNAL,Supplier payments
2023-08,ES01,Spare Parts,REV-000009,1100_AR,1275319.39,0.0,EXTERNAL,External sale
2023-08,ES01,Spare Parts,REV-000009,4000_REVENUE,0.0,1275319.39,EXTERNAL,External sale
2023-08,ES01,Spare Parts,COGS-000009,5000_VARIABLE_COGS,593660.79,0.0,EXTERNAL,Variable cost of sales
2023-08,ES01,Spare Parts,COGS-000009,2100_AP,0.0,593660.79,EXTERNAL,Variable cost of sales
2023-08,ES01,Spare Parts,COGS-000009,5100_FIXED_PRODUCTION,45639.93,0.0,EXTERNAL,Fixed production cost
2023-08,ES01,Spare Parts,COGS-000009,2100_AP,0.0,45639.93,EXTERNAL,Fixed production cost
2023-08,ES01,Spare Parts,OPEX-000009,6000_OPEX,153038.33,0.0,EXTERNAL,Operating expenses
2023-08,ES01,Spare Parts,OPEX-000009,2100_AP,0.0,153038.33,EXTERNAL,Operating expenses
2023-08,ES01,Spare Parts,CAPEX-000009,1500_PPE,12753.19,0.0,EXTERNAL,Capital expenditure
2023-08,ES01,Spare Parts,CAPEX-000009,1000_CASH,0.0,12753.19,EXTERNAL,Capital expenditure
2023-08,ES01,Spare Parts,DEP-000009,6100_DEPRECIATION,151.82,0.0,EXTERNAL,Depreciation
2023-08,ES01,Spare Parts,DEP-000009,1590_ACCUM_DEP,0.0,151.82,EXTERNAL,Depreciation
2023-08,ES01,Spare Parts,COLL-000009,1000_CASH,1045761.9,0.0,EXTERNAL,Customer collections
2023-08,ES01,Spare Parts,COLL-000009,1100_AR,0.0,1045761.9,EXTERNAL,Customer collections
2023-08,ES01,Spare Parts,PAY-000009,2100_AP,618024.45,0.0,EXTERNAL,Supplier payments
2023-08,ES01,Spare Parts,PAY-000009,1000_CASH,0.0,618024.45,EXTERNAL,Supplier payments
2023-08,JP01,Spare Parts,REV-000010,1100_AR,1296004.91,0.0,EXTERNAL,External sale
2023-08,JP01,Spare Parts,REV-000010,4000_REVENUE,0.0,1296004.91,EXTERNAL,External sale
2023-08,JP01,Spare Parts,COGS-000010,5000_VARIABLE_COGS,596721.91,0.0,EXTERNAL,Variable cost of sales
2023-08,JP01,Spare Parts,COGS-000010,2100_AP,0.0,596721.91,EXTERNAL,Variable cost of sales
2023-08,JP01,Spare Parts,COGS-000010,5100_FIXED_PRODUCTION,63410.3,0.0,EXTERNAL,Fixed production cost
2023-08,JP01,Spare Parts,COGS-000010,2100_AP,0.0,63410.3,EXTERNAL,Fixed production cost
2023-08,JP01,Spare Parts,OPEX-000010,6000_OPEX,155520.59,0.0,EXTERNAL,Operating expenses
2023-08,JP01,Spare Parts,OPEX-000010,2100_AP,0.0,155520.59,EXTERNAL,Operating expenses
2023-08,JP01,Spare Parts,CAPEX-000010,1500_PPE,12960.05,0.0,EXTERNAL,Capital expenditure
2023-08,JP01,Spare Parts,CAPEX-000010,1000_CASH,0.0,12960.05,EXTERNAL,Capital expenditure
2023-08,JP01,Spare Parts,DEP-000010,6100_DEPRECIATION,154.29,0.0,EXTERNAL,Depreciation
2023-08,JP01,Spare Parts,DEP-000010,1590_ACCUM_DEP,0.0,154.29,EXTERNAL,Depreciation
2023-08,JP01,Spare Parts,COLL-000010,1000_CASH,1062724.03,0.0,EXTERNAL,Customer collections
2023-08,JP01,Spare Parts,COLL-000010,1100_AR,0.0,1062724.03,EXTERNAL,Customer collections
2023-08,JP01,Spare Parts,PAY-000010,2100_AP,636209.18,0.0,EXTERNAL,Supplier payments
2023-08,JP01,Spare Parts,PAY-000010,1000_CASH,0.0,636209.18,EXTERNAL,Supplier payments
2023-09,DE01,Software,REV-000011,1100_AR,1865320.16,0.0,EXTERNAL,External sale
2023-09,DE01,Software,REV-000011,4000_REVENUE,0.0,1865320.16,EXTERNAL,External sale
2023-09,DE01,Software,COGS-000011,5000_VARIABLE_COGS,523155.41,0.0,EXTERNAL,Variable cost of sales
2023-09,DE01,Software,COGS-000011,2100_AP,0.0,523155.41,EXTERNAL,Variable cost of sales
2023-09,DE01,Software,OPEX-000011,6000_OPEX,429023.64,0.0,EXTERNAL,Operating expenses
2023-09,DE01,Software,OPEX-000011,2100_AP,0.0,429023.64,EXTERNAL,Operating expenses
2023-09,DE01,Software,CAPEX-000011,1500_PPE,18653.2,0.0,EXTERNAL,Capital expenditure
2023-09,DE01,Software,CAPEX-000011,1000_CASH,0.0,18653.2,EXTERNAL,Capital expenditure
2023-09,DE01,Software,DEP-000011,6100_DEPRECIATION,222.06,0.0,EXTERNAL,Depreciation
2023-09,DE01,Software,DEP-000011,1590_ACCUM_DEP,0.0,222.06,EXTERNAL,Depreciation
2023-09,DE01,Software,COLL-000011,1000_CASH,1529562.53,0.0,EXTERNAL,Customer collections
2023-09,DE01,Software,COLL-000011,1100_AR,0.0,1529562.53,EXTERNAL,Customer collections
2023-09,DE01,Software,PAY-000011,2100_AP,742699.65,0.0,EXTERNAL,Supplier payments
2023-09,DE01,Software,PAY-000011,1000_CASH,0.0,742699.65,EXTERNAL,Supplier payments
2023-09,US01,Software,REV-000012,1100_AR,1894527.5,0.0,EXTERNAL,External sale
2023-09,US01,Software,REV-000012,4000_REVENUE,0.0,1894527.5,EXTERNAL,External sale
2023-09,US01,Software,COGS-000012,5000_VARIABLE_COGS,547388.53,0.0,EXTERNAL,Variable cost of sales
2023-09,US01,Software,COGS-000012,2100_AP,0.0,547388.53,EXTERNAL,Variable cost of sales
2023-09,US01,Software,OPEX-000012,6000_OPEX,435741.33,0.0,EXTERNAL,Operating expenses
2023-09,US01,Software,OPEX-000012,2100_AP,0.0,435741.33,EXTERNAL,Operating expenses
2023-09,US01,Software,CAPEX-000012,1500_PPE,18945.28,0.0,EXTERNAL,Capital expenditure
2023-09,US01,Software,CAPEX-000012,1000_CASH,0.0,18945.28,EXTERNAL,Capital expenditure
2023-09,US01,Software,DEP-000012,6100_DEPRECIATION,225.54,0.0,EXTERNAL,Depreciation
2023-09,US01,Software,DEP-000012,1590_ACCUM_DEP,0.0,225.54,EXTERNAL,Depreciation
2023-09,US01,Software,COLL-000012,1000_CASH,1553512.55,0.0,EXTERNAL,Customer collections
2023-09,US01,Software,COLL-000012,1100_AR,0.0,1553512.55,EXTERNAL,Customer collections
2023-09,US01,Software,PAY-000012,2100_AP,766841.29,0.0,EXTERNAL,Supplier payments
2023-09,US01,Software,PAY-000012,1000_CASH,0.0,766841.29,EXTERNAL,Supplier payments
2023-09,JP01,Software,REV-000013,1100_AR,1893480.6,0.0,EXTERNAL,External sale
2023-09,JP01,Software,REV-000013,4000_REVENUE,0.0,1893480.6,EXTERNAL,External sale
2023-09,JP01,Software,COGS-000013,5000_VARIABLE_COGS,532316.54,0.0,EXTERNAL,Variable cost of sales
2023-09,JP01,Software,COGS-000013,2100_AP,0.0,532316.54,EXTERNAL,Variable cost of sales
2023-09,JP01,Software,OPEX-000013,6000_OPEX,435500.54,0.0,EXTERNAL,Operating expenses
2023-09,JP01,Software,OPEX-000013,2100_AP,0.0,435500.54,EXTERNAL,Operating expenses
2023-09,JP01,Software,CAPEX-000013,1500_PPE,18934.81,0.0,EXTERNAL,Capital expenditure
2023-09,JP01,Software,CAPEX-000013,1000_CASH,0.0,18934.81,EXTERNAL,Capital expenditure
2023-09,JP01,Software,DEP-000013,6100_DEPRECIATION,225.41,0.0,EXTERNAL,Depreciation
2023-09,JP01,Software,DEP-000013,1590_ACCUM_DEP,0.0,225.41,EXTERNAL,Depreciation
2023-09,JP01,Software,COLL-000013,1000_CASH,1552654.09,0.0,EXTERNAL,Customer collections
2023-09,JP01,Software,COLL-000013,1100_AR,0.0,1552654.09,EXTERNAL,Customer collections
2023-09,JP01,Software,PAY-000013,2100_AP,754897.32,0.0,EXTERNAL,Supplier payments
2023-09,JP01,Software,PAY-000013,1000_CASH,0.0,754897.32,EXTERNAL,Supplier payments
2023-09,DE01,Hardware,REV-000014,1100_AR,2293218.56,0.0,EXTERNAL,External sale
2023-09,DE01,Hardware,REV-000014,4000_REVENUE,0.0,2293218.56,EXTERNAL,External sale
2023-09,DE01,Hardware,COGS-000014,5000_VARIABLE_COGS,1435587.29,0.0,EXTERNAL,Variable cost of sales
2023-09,DE01,Hardware,COGS-000014,2100_AP,0.0,1435587.29,EXTERNAL,Variable cost of sales
2023-09,DE01,Hardware,COGS-000014,5100_FIXED_PRODUCTION,113368.92,0.0,EXTERNAL,Fixed production cost
2023-09,DE01,Hardware,COGS-000014,2100_AP,0.0,113368.92,EXTERNAL,Fixed production cost
2023-09,DE01,Hardware,OPEX-000014,6000_OPEX,252254.04,0.0,EXTERNAL,Operating expenses
2023-09,DE01,Hardware,OPEX-000014,2100_AP,0.0,252254.04,EXTERNAL,Operating expenses
2023-09,DE01,Hardware,CAPEX-000014,1500_PPE,80262.65,0.0,EXTERNAL,Capital expenditure
2023-09,DE01,Hardware,CAPEX-000014,1000_CASH,0.0,80262.65,EXTERNAL,Capital expenditure
2023-09,DE01,Hardware,DEP-000014,6100_DEPRECIATION,955.51,0.0,EXTERNAL,Depreciation
2023-09,DE01,Hardware,DEP-000014,1590_ACCUM_DEP,0.0,955.51,EXTERNAL,Depreciation
2023-09,DE01,Hardware,COLL-000014,1000_CASH,1880439.22,0.0,EXTERNAL,Customer collections
2023-09,DE01,Hardware,COLL-000014,1100_AR,0.0,1880439.22,EXTERNAL,Customer collections
2023-09,DE01,Hardware,PAY-000014,2100_AP,1404944.0,0.0,EXTERNAL,Supplier payments
2023-09,DE01,Hardware,PAY-000014,1000_CASH,0.0,1404944.0,EXTERNAL,Supplier payments
2023-09,ES01,Hardware,REV-000015,1100_AR,2482236.31,0.0,EXTERNAL,External sale
2023-09,ES01,Hardware,REV-000015,4000_REVENUE,0.0,2482236.31,EXTERNAL,External sale
2023-09,ES01,Hardware,COGS-000015,5000_VARIABLE_COGS,1593886.5,0.0,EXTERNAL,Variable cost of sales
2023-09,ES01,Hardware,COGS-000015,2100_AP,0.0,1593886.5,EXTERNAL,Variable cost of sales
2023-09,ES01,Hardware,COGS-000015,5100_FIXED_PRODUCTION,168215.67,0.0,EXTERNAL,Fixed production cost
2023-09,ES01,Hardware,COGS-000015,2100_AP,0.0,168215.67,EXTERNAL,Fixed production cost
2023-09,ES01,Hardware,OPEX-000015,6000_OPEX,273045.99,0.0,EXTERNAL,Operating expenses
2023-09,ES01,Hardware,OPEX-000015,2100_AP,0.0,273045.99,EXTERNAL,Operating expenses
2023-09,ES01,Hardware,CAPEX-000015,1500_PPE,86878.27,0.0,EXTERNAL,Capital expenditure
2023-09,ES01,Hardware,CAPEX-000015,1000_CASH,0.0,86878.27,EXTERNAL,Capital expenditure
2023-09,ES01,Hardware,DEP-000015,6100_DEPRECIATION,1034.27,0.0,EXTERNAL,Depreciation
2023-09,ES01,Hardware,DEP-000015,1590_ACCUM_DEP,0.0,1034.27,EXTERNAL,Depreciation
2023-09,ES01,Hardware,COLL-000015,1000_CASH,2035433.77,0.0,EXTERNAL,Customer collections
2023-09,ES01,Hardware,COLL-000015,1100_AR,0.0,2035433.77,EXTERNAL,Customer collections
2023-09,ES01,Hardware,PAY-000015,2100_AP,1587415.57,0.0,EXTERNAL,Supplier payments
2023-09,ES01,Hardware,PAY-000015,1000_CASH,0.0,1587415.57,EXTERNAL,Supplier payments
2023-09,US01,Hardware,REV-000016,1100_AR,2456132.06,0.0,EXTERNAL,External sale
2023-09,US01,Hardware,REV-000016,4000_REVENUE,0.0,2456132.06,EXTERNAL,External sale
2023-09,US01,Hardware,COGS-000016,5000_VARIABLE_COGS,1560181.26,0.0,EXTERNAL,Variable cost of sales
2023-09,US01,Hardware,COGS-000016,2100_AP,0.0,1560181.26,EXTERNAL,Variable cost of sales
2023-09,US01,Hardware,COGS-000016,5100_FIXED_PRODUCTION,100780.93,0.0,EXTERNAL,Fixed production cost
2023-09,US01,Hardware,COGS-000016,2100_AP,0.0,100780.93,EXTERNAL,Fixed production cost
2023-09,US01,Hardware,OPEX-000016,6000_OPEX,270174.53,0.0,EXTERNAL,Operating expenses
2023-09,US01,Hardware,OPEX-000016,2100_AP,0.0,270174.53,EXTERNAL,Operating expenses
2023-09,US01,Hardware,CAPEX-000016,1500_PPE,85964.62,0.0,EXTERNAL,Capital expenditure
2023-09,US01,Hardware,CAPEX-000016,1000_CASH,0.0,85964.62,EXTERNAL,Capital expenditure
2023-09,US01,Hardware,DEP-000016,6100_DEPRECIATION,1023.39,0.0,EXTERNAL,Depreciation
2023-09,US01,Hardware,DEP-000016,1590_ACCUM_DEP,0.0,1023.39,EXTERNAL,Depreciation
2023-09,US01,Hardware,COLL-000016,1000_CASH,2014028.29,0.0,EXTERNAL,Customer collections
2023-09,US01,Hardware,COLL-000016,1100_AR,0.0,2014028.29,EXTERNAL,Customer collections
2023-09,US01,Hardware,PAY-000016,2100_AP,1506286.64,0.0,EXTERNAL,Supplier payments
2023-09,US01,Hardware,PAY-000016,1000_CASH,0.0,1506286.64,EXTERNAL,Supplier payments
2023-09,JP01,Hardware,REV-000017,1100_AR,2272303.08,0.0,EXTERNAL,External sale
2023-09,JP01,Hardware,REV-000017,4000_REVENUE,0.0,2272303.08,EXTERNAL,External sale
2023-09,JP01,Hardware,COGS-000017,5000_VARIABLE_COGS,1419844.34,0.0,EXTERNAL,Variable cost of sales
2023-09,JP01,Hardware,COGS-000017,2100_AP,0.0,1419844.34,EXTERNAL,Variable cost of sales
